ID,Annotator,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
6578,17,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6578,4,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0,0,0,0,,,,,,,,,,
6578,15,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0,0,0,0,,,,,,,,,,
6578,14,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6578,8,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6578,10,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0,0,0,0,,,,,,,,,,
6667,4,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6667,15,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",0,0,0,0,,,,,,,,,,
6667,10,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",0,0,0,0,,,,,,,,,,
6667,8,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6966,13,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0,0,0,0,,,,,,,,,,
6966,17,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6966,9,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0,0,0,0,,,,,,,,,,
6966,14,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6966,8,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0,0,0,0,,,,,,,,,,
6966,10,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0,0,0,0,,,,,,,,,,
7126,4,"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7126,15,"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",0,0,0,0,,,,,,,,,,
7126,10,"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",0,0,0,0,,,,,,,,,,
7126,8,"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7177,4,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0,0,0,0,,,,,,,,,,
7177,15,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0,0,0,0,,,,,,,,,,
7177,10,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0,0,0,0,,,,,,,,,,
7177,8,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7177,14,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7285,4,"And we need to see more of them in Movies, TV & banging white chicks. Now or its racism. And we will harass you if you don't.",0,0,0,0,,,,,,,,,,
7285,15,"And we need to see more of them in Movies, TV & banging white chicks. Now or its racism. And we will harass you if you don't.",1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7285,10,"And we need to see more of them in Movies, TV & banging white chicks. Now or its racism. And we will harass you if you don't.",0,0,0,0,,,,,,,,,,
7285,8,"And we need to see more of them in Movies, TV & banging white chicks. Now or its racism. And we will harass you if you don't.",1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7286,4,"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",0,0,0,1,,,,,,,,,,
7286,15,"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7286,10,"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",0,0,0,0,,,,,,,,,,
7286,8,"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7430,4,Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7430,15,Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,0,0,0,0,,,,,,,,,,
7430,10,Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,0,0,0,0,,,,,,,,,,
7430,8,Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7785,4,Everything on /popular is in Portuguese now! Build that Wall!,0,0,0,0,,,,,,,,,,
7785,15,Everything on /popular is in Portuguese now! Build that Wall!,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7785,10,Everything on /popular is in Portuguese now! Build that Wall!,0,0,0,0,,,,,,,,,,
7785,8,Everything on /popular is in Portuguese now! Build that Wall!,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7786,4,"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7786,15,"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",0,0,0,0,,,,,,,,,,
7786,10,"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",0,0,0,0,,,,,,,,,,
7786,8,"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
8280,4,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0,0,0,0,,,,,,,,,,
8280,15,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0,0,0,0,,,,,,,,,,
8280,10,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0,0,0,0,,,,,,,,,,
8280,8,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8280,14,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8284,4,The. Holocaust. Never. Happened.,0,0,0,0,,,,,,,,,,
8284,15,The. Holocaust. Never. Happened.,0,0,0,0,,,,,,,,,,
8284,10,The. Holocaust. Never. Happened.,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
8284,8,The. Holocaust. Never. Happened.,0,0,0,0,,,,,,,,,,
8284,14,The. Holocaust. Never. Happened.,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8581,4,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8581,15,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8581,10,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8581,8,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",0,0,0,0,,,,,,,,,,
8581,14,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",0,0,0,1,,,,,,,,,,
8712,4,More 'Give them room to riot' leftist reasoning. Leftist controlled cities become shithole cities in such short time. https://www.wral.com/texts-show-police-chief-told-...,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8712,15,More 'Give them room to riot' leftist reasoning. Leftist controlled cities become shithole cities in such short time. https://www.wral.com/texts-show-police-chief-told-...,0,0,0,0,,,,,,,,,,
8712,10,More 'Give them room to riot' leftist reasoning. Leftist controlled cities become shithole cities in such short time. https://www.wral.com/texts-show-police-chief-told-...,0,0,0,0,,,,,,,,,,
8712,8,More 'Give them room to riot' leftist reasoning. Leftist controlled cities become shithole cities in such short time. https://www.wral.com/texts-show-police-chief-told-...,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8872,4,https://www.huffingtonpost.com/entry/hurricane-mar... Thats a lot more DemonRat voters.,0,0,0,0,,,,,,,,,,
8872,15,https://www.huffingtonpost.com/entry/hurricane-mar... Thats a lot more DemonRat voters.,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8872,10,https://www.huffingtonpost.com/entry/hurricane-mar... Thats a lot more DemonRat voters.,0,0,0,0,,,,,,,,,,
8872,8,https://www.huffingtonpost.com/entry/hurricane-mar... Thats a lot more DemonRat voters.,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9416,4,"Screw them. They deserve it. SesameStreet turned into a leftwing, progressive, propaganda machine as soon as Jim Henson died. The same Disney did after Walt died and the Hollywood Jews took over.",0,0,0,0,,,,,,,,,,
9416,15,"Screw them. They deserve it. SesameStreet turned into a leftwing, progressive, propaganda machine as soon as Jim Henson died. The same Disney did after Walt died and the Hollywood Jews took over.",1,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9416,10,"Screw them. They deserve it. SesameStreet turned into a leftwing, progressive, propaganda machine as soon as Jim Henson died. The same Disney did after Walt died and the Hollywood Jews took over.",0,0,0,0,,,,,,,,,,
9416,8,"Screw them. They deserve it. SesameStreet turned into a leftwing, progressive, propaganda machine as soon as Jim Henson died. The same Disney did after Walt died and the Hollywood Jews took over.",1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9417,4,"Tell this fat ugly ape that if she is getting threatened at her job, it's her employer's responsibility to pay for her protection. And if they refuse, it just shows they don't care about her, just like the rest of us don't.",0,0,0,0,,,,,,,,,,
9417,15,"Tell this fat ugly ape that if she is getting threatened at her job, it's her employer's responsibility to pay for her protection. And if they refuse, it just shows they don't care about her, just like the rest of us don't.",1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9417,10,"Tell this fat ugly ape that if she is getting threatened at her job, it's her employer's responsibility to pay for her protection. And if they refuse, it just shows they don't care about her, just like the rest of us don't.",0,0,0,0,,,,,,,,,,
9417,8,"Tell this fat ugly ape that if she is getting threatened at her job, it's her employer's responsibility to pay for her protection. And if they refuse, it just shows they don't care about her, just like the rest of us don't.",1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9687,13,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0,0,0,0,,,,,,,,,,
9687,17,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0,0,0,0,,,,,,,,,,
9687,9,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0,0,0,1,,,,,,,,,,
9687,14,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9687,8,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0,0,0,0,,,,,,,,,,
9687,10,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9937,4,You know your country is MULTICULTURAL . . . .When there's armed patrols on the streets.,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9937,15,You know your country is MULTICULTURAL . . . .When there's armed patrols on the streets.,0,0,0,0,,,,,,,,,,
9937,10,You know your country is MULTICULTURAL . . . .When there's armed patrols on the streets.,0,0,0,0,,,,,,,,,,
9937,8,You know your country is MULTICULTURAL . . . .When there's armed patrols on the streets.,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10362,13,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10362,17,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10362,4,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",0,0,0,0,,,,,,,,,,
10362,8,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",0,0,0,0,,,,,,,,,,
10362,10,"A pedophile is like a dog with rabies.  It's sad they're sick, but they still have to be put down. #MAGA",0,0,0,0,,,,,,,,,,
10438,4,"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys aren't Iraqis or Hispanics. Most of them look like the white people they claim to hate. Stop bullshitt...",0,0,0,1,,,,,,,,,,
10438,15,"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys aren't Iraqis or Hispanics. Most of them look like the white people they claim to hate. Stop bullshitt...",0,0,0,0,,,,,,,,,,
10438,10,"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys aren't Iraqis or Hispanics. Most of them look like the white people they claim to hate. Stop bullshitt...",1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10438,8,"Sooo... you're blaming their censorship on their unfamiliarity of American culture. Bullshit. Haven't you seen pictures of the people that work for these companies? Stick around Gab long enough and you will (they're caught in undercover videos, they post group photos on Twitter, etc) - these guys aren't Iraqis or Hispanics. Most of them look like the white people they claim to hate. Stop bullshitt...",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10440,4,"[Since you commented and quoted the same thing, I'll do the same...] So, they're *foreign* Nazis and they're blatantly censoring. You need more than 2 choices? You can be a foreigner working for an American company and be censoring Americans. I don't see a problem with my logic....",0,0,0,0,,,,,,,,,,
10440,15,"[Since you commented and quoted the same thing, I'll do the same...] So, they're *foreign* Nazis and they're blatantly censoring. You need more than 2 choices? You can be a foreigner working for an American company and be censoring Americans. I don't see a problem with my logic....",0,0,0,0,,,,,,,,,,
10440,10,"[Since you commented and quoted the same thing, I'll do the same...] So, they're *foreign* Nazis and they're blatantly censoring. You need more than 2 choices? You can be a foreigner working for an American company and be censoring Americans. I don't see a problem with my logic....",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10440,8,"[Since you commented and quoted the same thing, I'll do the same...] So, they're *foreign* Nazis and they're blatantly censoring. You need more than 2 choices? You can be a foreigner working for an American company and be censoring Americans. I don't see a problem with my logic....",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
10736,4,"My latest piece:  GWOT Veterans, If You Suffer From PTSD, You're Malingerers! https://www.patreon.com/posts/gwot-veterans-if-199...",0,0,0,0,,,,,,,,,,
10736,15,"My latest piece:  GWOT Veterans, If You Suffer From PTSD, You're Malingerers! https://www.patreon.com/posts/gwot-veterans-if-199...",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10736,8,"My latest piece:  GWOT Veterans, If You Suffer From PTSD, You're Malingerers! https://www.patreon.com/posts/gwot-veterans-if-199...",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10736,10,"My latest piece:  GWOT Veterans, If You Suffer From PTSD, You're Malingerers! https://www.patreon.com/posts/gwot-veterans-if-199...",0,0,0,0,,,,,,,,,,
10737,4,My latest The Left IS The Greatest Danger America Faces https://www.patreon.com/posts/left-is-greatest-197...,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10737,15,My latest The Left IS The Greatest Danger America Faces https://www.patreon.com/posts/left-is-greatest-197...,0,0,0,0,,,,,,,,,,
10737,8,My latest The Left IS The Greatest Danger America Faces https://www.patreon.com/posts/left-is-greatest-197...,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10737,10,My latest The Left IS The Greatest Danger America Faces https://www.patreon.com/posts/left-is-greatest-197...,0,0,0,0,,,,,,,,,,
11180,4,"Oh so now he's a spoiled *millennial* murderer, too??? https://neonnettle.com/news/4867-mollie-tibbetts-k...  BTW, the guy who owns the property where this scumbag was working is a die-hard Democrat/Hillary supporter. Go figure he'd employ ILLEGAL ALIENS to work for him. 😡",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11180,15,"Oh so now he's a spoiled *millennial* murderer, too??? https://neonnettle.com/news/4867-mollie-tibbetts-k...  BTW, the guy who owns the property where this scumbag was working is a die-hard Democrat/Hillary supporter. Go figure he'd employ ILLEGAL ALIENS to work for him. 😡",0,0,0,0,,,,,,,,,,
11180,10,"Oh so now he's a spoiled *millennial* murderer, too??? https://neonnettle.com/news/4867-mollie-tibbetts-k...  BTW, the guy who owns the property where this scumbag was working is a die-hard Democrat/Hillary supporter. Go figure he'd employ ILLEGAL ALIENS to work for him. 😡",0,0,0,0,,,,,,,,,,
11180,8,"Oh so now he's a spoiled *millennial* murderer, too??? https://neonnettle.com/news/4867-mollie-tibbetts-k...  BTW, the guy who owns the property where this scumbag was working is a die-hard Democrat/Hillary supporter. Go figure he'd employ ILLEGAL ALIENS to work for him. 😡",1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
11236,4,bill clinton is a rapist,0,0,0,0,,,,,,,,,,
11236,15,bill clinton is a rapist,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11236,10,bill clinton is a rapist,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
11236,8,bill clinton is a rapist,0,0,0,0,,,,,,,,,,
11236,14,bill clinton is a rapist,0,0,0,1,,,,,,,,,,
11465,4,"This bullshit about 'private companies can do what they want'? Bake that cake, hypocrite. Cater that gay wedding, H8R, even if you don't cater ANYONE who doesn't walk through the door. (Unless you're Muslim, of course.) I wish to hell the Left would settle on which set of rules is going to be used.",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11465,15,"This bullshit about 'private companies can do what they want'? Bake that cake, hypocrite. Cater that gay wedding, H8R, even if you don't cater ANYONE who doesn't walk through the door. (Unless you're Muslim, of course.) I wish to hell the Left would settle on which set of rules is going to be used.",0,0,0,0,,,,,,,,,,
11465,10,"This bullshit about 'private companies can do what they want'? Bake that cake, hypocrite. Cater that gay wedding, H8R, even if you don't cater ANYONE who doesn't walk through the door. (Unless you're Muslim, of course.) I wish to hell the Left would settle on which set of rules is going to be used.",0,0,0,0,,,,,,,,,,
11465,8,"This bullshit about 'private companies can do what they want'? Bake that cake, hypocrite. Cater that gay wedding, H8R, even if you don't cater ANYONE who doesn't walk through the door. (Unless you're Muslim, of course.) I wish to hell the Left would settle on which set of rules is going to be used.",1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11812,4,"When even a flag triggers them, then you know that Hollywood is full of butthurt snowflakes!",0,0,0,0,,,,,,,,,,
11812,15,"When even a flag triggers them, then you know that Hollywood is full of butthurt snowflakes!",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11812,10,"When even a flag triggers them, then you know that Hollywood is full of butthurt snowflakes!",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11812,8,"When even a flag triggers them, then you know that Hollywood is full of butthurt snowflakes!",0,0,0,0,,,,,,,,,,
11820,4,"Yep! Bono is a retard, the rest of U2 are retards, the Pope covers up systemic pedophilia inside the Catholic Church, and the EU are corrupt dictators, flooding Europe with dangerous infidelophobic Muslim refugees!! https://www.bitchute.com/video/kQIgciyHIG4/",0,0,0,1,,,,,,,,,,
11820,15,"Yep! Bono is a retard, the rest of U2 are retards, the Pope covers up systemic pedophilia inside the Catholic Church, and the EU are corrupt dictators, flooding Europe with dangerous infidelophobic Muslim refugees!! https://www.bitchute.com/video/kQIgciyHIG4/",0,0,0,0,,,,,,,,,,
11820,10,"Yep! Bono is a retard, the rest of U2 are retards, the Pope covers up systemic pedophilia inside the Catholic Church, and the EU are corrupt dictators, flooding Europe with dangerous infidelophobic Muslim refugees!! https://www.bitchute.com/video/kQIgciyHIG4/",1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11820,8,"Yep! Bono is a retard, the rest of U2 are retards, the Pope covers up systemic pedophilia inside the Catholic Church, and the EU are corrupt dictators, flooding Europe with dangerous infidelophobic Muslim refugees!! https://www.bitchute.com/video/kQIgciyHIG4/",1,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11985,4,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",0,0,0,0,,,,,,,,,,
11985,15,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",0,0,0,0,,,,,,,,,,
11985,10,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",0,0,0,0,,,,,,,,,,
11985,8,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11985,14,"'Axios article claimed a “conservative social network would fail,”  So what's Gab, chopped liver?https://www.breitbart.com/tech/2018/08/31/trump-ca...",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12186,4,"Best article on Hanoi John's passing I've seen tonight:  Let’s be honest. John McCain is a bitter, angry crank who clings to resentments as tightly as an old woman clutches her pocketbook.  http://patriotretort.com/does-dying-make-you-a-sai...",0,0,0,0,,,,,,,,,,
12186,15,"Best article on Hanoi John's passing I've seen tonight:  Let’s be honest. John McCain is a bitter, angry crank who clings to resentments as tightly as an old woman clutches her pocketbook.  http://patriotretort.com/does-dying-make-you-a-sai...",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
