,Text,Annotator_0,Annotator_11
424,Actually its about safety. Gun rights are results of men with the foresight to know that we would one day have to fight for our GOD GIVEN rights. They knew that men with power always want more and that our gov would one day become tyrannical because of people like you who have no vision. ,1,0
425,"This is how dindus get drug discounts, except this one got much more than that for his shoot, grab and run... ",1,0
426,I don't think that pussy's got the biochemical certification to be doing masculinity QC like that. His t-count hovers around his age.,1,0
427,"I'm laughing, because our idiotic, child molesting ex VP, Joe Biden, recommended a few years back we all turn in our guns, and use umbrellas and hair spray to ward off attackers! :-)",1,0
428,I'm afraid Hillary Clinton won't make it to trial at the rate she continues to harm herself. http://www.dailymail.co.uk/news/article-5506823/Hillary-Clinton-fractures-wrist-slipping-bathtub.html #HelloMyNameIsHillaryAndImAnAlcoholic,1,0
429,That is a truly shocking number of shootings. What on earth is going on there ? Surely this must be a priority for President Trump ?,1,0
430,"The porn whore will say whatever it has to to make a buck.....""Does that feel good?"", ""You like it like that?"", ""Trump touched me there!"".",1,0
431,backstreet and on the 'down low'.  fooled the chicks thats for sure. homos forever. ,1,0
432,which one of these fat fucking homos is you @PattonGunn?,1,0
433,"I'm skeptical.  Nearly every time this type of vandalism occurs, it is perpetrated by someone affiliated with the synagogue.",1,0
434,Voter fraud is rampant among the Dems. ,1,0
435,Here is the real story on corruption:  https://www.weaselzippers.us/394785-flashback-fec-hit-with-lawsuit-over-ignoring-civil-complaint-accusing-clinton-dnc-in-election-money-laundering/,1,0
436,How Jewgle will collapse: https://hackernoon.com/how-google-collapsed-b6ffa82198ee ,1,0
437,"Ohhh I'm so hurt, some deranged overweight virgin Dosent like me ",1,0
438,"Her boyfriend, Pinocchio, keeps lying n she loves him for it.",1,0
439,I will not engage an SJW type unless I have an audience. ,1,0
440,Exactly. The same people who can't use math to balance our national budget are going to use math to take us into outer space. They can't use mathematics to fix the hood but mathematics will get us to Mars.,1,0
441,Brave sir Donny ran away. Bravely ran away away. When danger reared its ugly head he bravely turned his tail and fled. Yes brave sir Donny turned about and gallantly he chickened out. ,1,0
442,The fact that they even would consider such an illegal action and attach their names to it shows you exactly what they want to do. ,1,0
443,"While the young ""badasses"" sit in Starbucks, drinking coffee on their parents' dime, debating comic book plotlines, and planning their next trip to Whole Foods. For fuck's sake, don't any of the younger males want to FIGHT anymore? Soccer hooliganism is an outlet, sure, but it's a waste of time. Fight, young men.....fight!",1,0
444,Bannon warned us that these creatures and their pimps won't give up former POWER without a fight.,1,0
445,Anyone being around the Clinton ought to have life insurance for their families.,1,0
446,The media's walk of shame ,1,0
447,Put my link on here 1968 jews gun laws.. these people can’t read. They need a video 😝 🐸 Thanks!!! ,1,0
448,"Hahahahaha...because the minute scientific facts raise their heads, liberal degenerates start shouting incoherently. ",1,0
449,"Koreans of the world, unite! ",1,0
450,"Go home Hillary, you’re DRUNK: Hillary Clinton trashes Trump on Haiti, gets RIPPED by Conservatives http://www.infowars.com/go-home-hillary-youre-drunk-hillary-clinton-trashes-trump-on-haiti-gets-ripped-by-conservatives/ via @realalexjones",1,0
451,I left twitter because I was not interested in the left wing echo chamber they wanted to create. I treat Facebook as a point of contact with my far flung family (and because my wife wants me to exist in that space) Give unto Caesar what is Caesar's and stick with Gab =) ,1,0
452,"”Sevran has a high number of residents with migrant backgrounds, many from Muslim-majority countries. As far back as 2013, it was shown that more than half of the residents of the area, declared a “sensitive urban zone” or ZUS, were from migrant backgrounds.” ",1,0
453,Australia's gov paid muslim invasion brain washing. ,1,0
454,"Just a different name now.  Look up the mass shooters, and the strange ways they acted afterwards.  Like grabbing a burger on the way home from Parkland school. ",1,0
455,"Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard against Dems, will start “falling in love” with Republicans and their President! We are about RESULTS.",1,0
456,"The Left is really stupid, they had no idea Facebook was F'in them. It was their business model.",1,0
457,Does The #MeToo Movement Leave Behind #Children?  https://thegoldwater.com/news/24665-Does-The-MeToo-Movement-Leave-Behind-Children #news #Rosearmy #LockThemAllUp #Pedophiles #PizzaGate #Hollywood,1,0
458,[grendelreport] Russia Special Counsel Mueller Worked with Radical Islamist Groups to Purge Anti-Terrorism Training Material Offensive to Muslims https://www.judicialwatch.org/blog/2017/05/russia-special-counsel-mueller-conspired-radical-islamic-groups-fbi-chief/,1,0
459,"Every attempt to stop ""antisemitism"" and ""racism"" is having the opposite effect",1,0
460,"Student charged with bringing loaded gun, knife to Montgomery Co. school - YouTube https://www.youtube.com/watch?time_continue=1&v=59A2AsnBLOA",1,0
461,It’s your favorite ‘bleeding while trans’ activist back at it again! (Warning: blood) ,1,0
462,If you do not kill those that wish you harm you are setting yourself up to be killed by those same individuals. Our ideologies are way too far apart to ever co-exist and frankly...I don't want to coexist with them.,1,0
463,I'll check it out even though that cuck shadowbanned me for saying I was disappointed in him. ,1,0
464,"There is a reason why the media and the democrats didn't freak out when Ryan was nominated for Speaker. These people freak out about literally everything else under the sun, so why the silence about Ryan? Can't want for him to leave.",1,0
465,Lol we actually get wood chippers on my street. You just put your prunings on the side of the road. Why not have an Alt Right wood chipper? Its the free market Shlomo! Just toss in faggots and other bundles of sticks.,1,0
466,"""Forget do no evil. Google has joined the Dark Side in China. The Chinese version of its search engine, code-named Dragonfly, will match searches with phone numbers, giving Technocrats instant knowledge of your every move on the Internet."" ",1,0
467,"The Banner was supposed to be put up next to the US Embassy. Once on site, police came to the location, frisked us, checked our IDs and ordered us to not take any pictures. Finnish sovereignty does not exist it seems.",1,0
468,The cowardly attack upon Marine Le Pen's daughter confirms the globalist's fear and hatred of the great patriotist who poses a real threat to the left.,1,0
469,#DEMS [Desperate] & #MSM #FakeNews Hysterical Narrative CAN’T Hide TRUTH ,1,0
470,"seriously almost the stupidest post I have read this week possibly this month who the fuck travels hopefully this is some overeducated jackass trying and failing to show how ""enlightened"" they ain't",1,0
471,We are on the verge of a civil war in America. Everyone should start preparing before the war begins. The war could begin very soon so everyone needs to be prepared. It's crazy that the left wants to start a war. The left won't win since they aren't very intelligent and most of them are anti-gun. https://www.bitchute.com/video/e4pfkiW58OM/,1,0
472,if we're not murdering employees of the federal government we arent making change,1,0
473,"#ROFLMAO - @HillaryClinton complains #FoxNews is out to get her, when every other #News net is in her back pocket; someone please put this crone in an asylum : http://www.foxnews.com/politics/2018/04/04/hillary-clinton-claims-fox-news-is-always-trying-to-impeach-me.html",1,0
474,"On May 2, pro-2A high school students plan a walk-out to spport our 2nd Amendment. ",1,0
475,"Fickle Left:Discipline of science that evolutionists, atheists, & secular progressives supposedly deified was conveniently cast aside when transgenderism came into vogue. Suddenly, despite DNA & basic biology, gender has been declared “fluid.”  Grown men can say, 'I feel like a woman' on any given day, & must be allowed to use restrooms 4 women & girls.",1,0
476,"Trump deports some poor 95 year old fart to be skinned alive by psychotic self hating Germans, but allows “Dreamers” to steal resources from American kids and cartels to flood in heroin to kill our youth. Wish he had the same resoluteness on Latinos. ",1,0
477,"But, but ... I wanted NSA-level surveillance of Americans, using a fake dev identity created over Tor, in exchange for Google taking ad revenue...  How could they betray this sacred trust?",1,0
478,They are ALL ugly--------inside. Her's just shows more on her outside appearance as well. ,1,0
479,Turf this dumb ass douche bag from the bench!  ,1,0
480,Haven't got my internet up yet since moving... tried to download   Real News while grocery shopping but keepvid was blocked by the free wi-fi.  I'm Jones'n for the Real News it seems. It's like.. whud I miss? I get Hannity on the radio and have enough data to Gab a bit here and there for updates...    ,1,0
481,Got to test my suppressor on my rifle for first time today.  I listen to Democrats and watch TV so I know my rifle was supposed to be nearly silent and just go pfft! Pfft! My rifle did NOT go pfft. It went BANG MOFO! No fair.  Democrats and Hollywood are such LIARS.  ,1,0
482,"Re 2nd spy: Remember (or not) that early in the campaign, Trump had Epstein thrown out of Mqra-Lago... He'd misrepresented himself as a friend and it was only when Trump found out he was even there that he was thrown out in quite a heated exchange too according to locals. MSM quashed it, but Infowars was all over te story at the time.",1,0
483,I knew there was something odd about Qatar when Pelosi said it depended what happens w Qatar or something like that. ,1,0
484,This SUCKS...Americans you CAN do better...get off your asses and buy more guns!! Small Arms Survey Shows US With 46% of Privately Owned Firearms http://www.thetruthaboutguns.com/2018/06/dean-weingarten/small-arms-survey-shows-us-with-46-of-privately-owned-firearms/amp/ #2A #NRA #GabGuns #GunsofGab ,1,0
485,Learner's permit at 15 or 16. License at 16 or 17. No additional testing or anything but a vision test for the rest of your life. ,1,0
486,":) All to change the way our country thinks. HR 4310 2013 national defense act, section 1078 is the law that Barry Sotoero put into action.. makes propaganda (hoaxes) legal.",1,0
487,ok.  gone from twitter. fuck those commies.  done.,1,0
488,Maybe Trump doesn't even want this prize. As it puts him in despicable company.,1,0
489,"The DEMOCRATS would’ve walked out, even if this SMEAR CAMPAIGN never occurred! They have been trying to BLOCK this nomination since day 1!",1,0
490,Facebook employees are cephalopods ...  ,1,0
491,"“Where they have burned books, they will end in burning human beings.” ",1,0
492,"If the MSM is controlled by Jews, how come their “news” ALWAYS reports how evil they are? MSM always favors Israel’s adversaries.",1,0
493,RT @charliekirk11:  ,1,0
494,"Am I that drunk I’m seeing quadruple fun? Love Boobs and beers, and guns",1,0
495,When I had a hernia he put my cock in an arm sling,1,0
496,Ali was faster at dodging draft orders than Superman ever could hope to be.,1,0
497,if we cant get roe vs wade overturned... we need to make a law that women having abortions have to.. have to.. listen while their child is being shredded alive...... they need to live with that.,1,0
498,Granny Schicklgruber's Cherries Jewbilee Recipe ,0,1
499,"Because the democrats and the establishment republicans have too much invested in our war machine. Although there wasn't much I liked about Eisenhower, he did warn the American people about the Military Industrial Complex. Since he was president, there has not been a war our government did not like or the politicians did not financially benefit from. While the troops have always fought and died for freedom, the people who sent them often had completely different goals. My generation spanned WW2, Korea, Vietnam and a host of mini-conflicts and engagements sandwiched in between.  Since the mid-1980s, our fighting forces have been abused and stretched beyond the breaking point. While I would repeat my Marine Corps/Vietnam War experience over again, I understand a lot more now about the politicians and their true motives. The only thing I would do differently now is that I would apply for training with the Special Operations Command, then use that training later to overthrow this communist/Globalist government. We've reached that tipping point where we need a benign dictatorship to rid this country of those seeking to destroy our culture and religious heritage.",1,0
500,you are soo funny...the real indian has more integrity the the fake warren out one! no that's not a miss spelling! ,1,0
501,#RINOhunt #Politics Better a 'D' for a term than a RINO for a lifetime.   Never vote for evil.  The lesser of two evils is still EVIL!   Don't support evil.  Bring back categories #BringBackCategories,1,0
502,"Same old, same old: ""Oh, the money, the money..."" ",1,0
503,FBI Agents In Little Rock Meet Informant After GOP Rep. Warns ‘Justice May Be Coming VERY SOON’ In Clinton Foundation Probe ,1,0
504,"I'm now a male to ALPHA MALE tranny, I demand doctors give me 400 milligrams of steroids a week, paid for by the government, so I can get fucking jacked. This is a violation of my civil rights!",1,0
505,"Top three warning phrases you're about to read a leftist use to attempt to manipulate you.   1. "" Even you can/have to agree that""  2. ""I'm not saying that, im saying""  3. "" You have to understand when i say""   Be wary, for their next words will be used to back you into a corner.",1,0
506,"Makes me wish for extinction to happen so we can start the human race over. I would hope for only the smart people to survive instead of the stupids, but unfortunately, that idea won't work either. so we're sunk. =_=",1,0
507,suppression of free speech is not British.,1,0
508,🗺 Map of San Franshithole💩,1,0
509,"I was raised not to lie, ",1,0
510,It is beyond time to be done with their influence on Earth.  It has always been a negative influence and it needs to go.,1,0
511,"I don't always agree with the tactics of everyone on the ""far-right"" which is a pretty loosely based term. Someone can be radical left on everything but immigration and still be under that label like in Europe. It's weird. The left-right description can be very misleading at times.",1,0
512,Exactly. They have become Fashy and don't realize that part of their use value is because of accounts with high follower status. I left after Trump's win because Twitter Nazis woke up the next morning banning accounts that I follow. I wish more major conservatives would swear Twitter for Gab.,1,0
513,"Most of it is people who don't know what a ""normal"" relationship looks like.  Soy boys, militant gays, brainwashed bimbos who blather on about ""toxic masculinity"" and psychopaths who don't see others as people.  They can't be happy or find joy in the dating process and they want to make sure everyone partakes of their misery.",1,0
514,Those who talk about taking action won't do it themselves. I won't. ,0,1
515,Diamond and Silk in Congress.  I am enraged at how they were treated. Treated like criminals for wanting to have a business and pursue the American Dream!   Racism against black women who want to succeed. They want to keep them down on the plantation!!,1,0
516,"It’s both sad and infuriating how Marxism has taken over. They think they fight for freedom, but it’s literally just weaponized Marxist ideas using them as pawns to overthrow a system and install communism, and become pathetic degenerate scum themselves that will be gulaged.",1,0
517,"This evil filthy POS has been on Andy Cohen's Bravo channel alot on late night depraved show.   as well as many other Pedos in Hollywood.  Evil filth.  They have all always given me the creeps, but had no idea at the depth of their evil depravity",1,0
518,http://www.foxnews.com/opinion/2018/04/21/trump-has-constitutional-authority-to-fire-mueller-heres-why.amp.html ,1,0
519,We are being ruled by self destructive lunatics,1,0
520,DOG DOXXED This will be the Fate of you and all the world's Jew and Israel haters SHORTLY die Dog die https://www.youtube.com/watch?v=YcR9k8o4I0w,1,0
521,"THEY SHOULD BE ""LOCKED UP FOR LYING!""  OH YEAAAAH!",1,0
522,"Photos spark speculations over #JohnKerry’s ‘secret meeting’ with #Iran|ians in France, as US media questions whether the diplomat broke the law http://ara.tv/wz2cs  ",1,0
523,Ask yourself: how much of the #Bozos #Billions are the result and insult of all the freebies this bastard gets in sweetheart deals with the #Feds? #BoycottBozos #StopBuyingAmazon #RealWritersUseSmashwords http://www.latimes.com/business/la-fi-blue-origin-investment-20180919-story.html#,1,0
524,"We had relatives that caused both my parents grief while they were living, but I wasn't thinking about them.  And I think kids & grandkids you raised that do you wrong in your old age & sickness hurts a lot worse than anything Donald Trump did to McCain.  Weird.",1,0
525,"Trump is on the verge of taking us to WWIII with his 'military parade' idea. Come on Mr. President, only communist countries do this sort of stuff! If you're the best, then why and try to be like the rest?",1,0
526,No name is is just one of many traitors...he does love isis for sure.,1,0
527,"That doesn't happen in #shitcago, they just catch and release there.",1,0
528,"Kinda like how #SutherlandSprings is ""Allowed to play ""church-victims"" when they are really #satanist Scumbags working for Homeland Security and the #UN. ",1,0
529,"I will stick with my original prediction: Ford’s attorneys will be ugly and abusive (get ready for a “Have you no decency?” moment), Ford will be shielded from any hard questions, and there will be at least one drama queen gesture from Ford and the Democrats (walkout, crying fit, demonstration, etc). ",1,0
530,need to edit this ... ,1,0
531,I thought the same thing. I'm so afraid for him. Those animals will stop at absolutely nothing to take him out. They don't care how many US citizens they have to kill!,1,0
532,https://www.naturalnews.com/2018-04-19-people-with-bad-social-credit-china-banned-from-using-trains-airplanes.html  ,1,0
533,Koch Brothers Blackmailed Their Allegedly Gay Brother ,1,0
534,"""You’re Going To JAIL!”, Nunes DROPS A NUKE On Hillary, Confirms Her Worst Form Of Collusion Yet https://www.youtube.com/watch?v=tNzSXkUodF8",1,0
535,McCain completely out of the closet,1,0
536,"""Sex education classes are like in-home sales parties for abortions."" - Phyllis Schlafly",1,0
537,I am going to start whacking people with a stick when they tell me to “google something”,1,0
538,We shouldn't waste a lot of time on #Iran ,1,0
539,Charged? In Canada? Muslims? We all have dreams. But please stand back because I have to do this. WE WILL PAY THE FAMILY MILLIONS! THAT FUCKING MORON TRUDEAU NAMED THE CHILD IN PUBLIC! They will sue and win because he exposed her to potential harm. I now know why people cut themselves.,1,0
540,To be clear-THIS California wants to criminalize restaurants giving plastic straws,1,0
541,"Yes, agreed!  Affirmative action = RACIST!  Minority Owned Business (preferred status) = RACIST!  Providing someone anything on the basis of their skin-color = RACIST!",1,0
542,I'm behind you Mary 100 % We will get 3 powerful female Democrats out of office. Most of the DNC and about 10 Republicans.,1,0
543,I'm gen x....Figured out something was amiss about 20 years ago. Then I got access to the internet and everything fell into place. All the lies were exposed.,1,0
544,Pakistani migrant arrested for fathering three children with his daughter in Britain ,1,0
545,"Carillion business in the shit. Government won't bail them out, but they'll bail out the bestie banker wankers. More jobs going and more migrants coming in. Backwards politics ",1,0
546,https://youtu.be/yF87BtxffXo  ,1,0
547,IMHO — We are witnessing the actual intent of the internet revolution: to facilitate manipulation of the masses! The onus is on the electorate to reject the technology industry’s efforts to influence/control public opinion!,1,0
548,#MAGA is winning. And liberals are getting more hysterical with each passing day. The #NeverTrump cucks who feared Trump would be a Cryin’ Chuck Schumer ally are no denigrating POTUS for being “too tough” and a “bully”.😂😂😂,1,0
549,Common Purpose INDEED.  Just watch their faces: scared to answer !,1,0
550,"We need more men like this, not the pansies you see these days, that talk like fags !",1,0
551,"What you're talking about is so hypothetical and in the clouds thinking its insane. Stop attacking Christians, no large group of people in America takes Pagans seriously. At some point you need to accept reality and stop LARPing as these pagan warriors. None of us are even deserving of pretending to be like our ancestors",1,0
552,City Officials in France Face Trial for Article on Migrant Assault.  ,1,0
553,"(2) & I thought the whole point behind Trump being president is that he was different to other politicians, that he was an alternative to the political animals that had been president before him. I was under the impression he was ""clearing the swamp"". Does this mean he's just the same as the people he claims to be replacing?",1,0
554,Agree - I was posting earlier that a clinical psychologist with a political agenda -particularly a perverted one - is DANGEROUS.,1,0
555,Should get a medal and be allowed to scalp the coon,1,0
556,"I miss the days when the writing community was fun, not just a bunch of holier than thou preachers for the Church of Regressive Leftism. ",1,0
557,"Americans complain mightily about TSA, **but they continue to fly**. If even a third refused to put up w TSA, the airlines would cave in a month. As is, we can only conclude that the comlainers don't really mean it.",1,0
558,"#NJ #Mass #Shooting Doesn't Fit Narrative, Garners Little Attention. It's just American lives so they aren't as important as #illegal immigrants...right?   #News #Politics #MAGA #Trump #America #Democrats #Immigration ",1,0
559,LOLWUT???.... Pewtube doesn't ban shit does it???  WTF?,1,0
560,"I say this in the best possible spirit and with goodwill to all.  Getting rid of genocidal psychopaths is a good thing.  Ricky had a good idea.  I disagree with him about the JQ, but purging basement psychos... who would object to that (but, a basement psycho)?  Then again, we're not part of the Alt-Right and never will be.  We're just folk who refuse to be bullied for being white and reject communism in all forms.  So we don't really matter since we're not in any movement.",1,0
561,"whoa dude, those club things look pretty nasty, you better watch those optics ya fuckin cuck",1,0
562,We need to start building insane asylums for these deranged lunatics that wanna bomb a mosque to build a temple to butcher   red cows ey?,1,0
563,Well my twitter account is suspended again.  I stated to a #theresistance troll that People believed #theresistance members should be hung as traitors.  That is what the Government did to traitors.,1,0
564,Former Top FBI Lawyer Testified that Rosenstein “Seriously” Considered Secretly Recording Trump. ,1,0
565,The Twilight Zone : What changed Chucky?  The out and out hypocrisy and lies from the Democratic party and it's leadership is astounding - how the hell any American could vote for these self serving globalists is beyond understanding! ,1,0
566,"it's a great summer season, put down the crack otouto.",1,0
567,"[Creston, Iowa, family found dead in Tulum, Mexico]  https://www.desmoinesregister.com/story/news/2018/03/23/iowa-family-reported-missing-mexico/452511002/",1,0
568,"Well of course, actors are the smartest people on the planet, right. They lead lives that most people understand and agree with. 3.......2.....1......Not!",1,0
569,"What really sucks is that's the whole reason why we voted for Trump (or at least me). Instead of a corrupt lizard politician, we'd have a hard working American citizen fighting for our freedom... And his scales are showing.",1,0
570,Hmm the begin of psycho starts with a psychotic relationship ; two people fornicating. ,1,0
571,"I think well be going socialist by 2020 because this economy will crash while trump is president and they will say see cutting taxes, cutting regulations, and blah crashed the economy and they will raise taxes add more regulations etc or full out takeover business. ",1,0
572,"Says gillibrand pictured with Clinton, serial rapist, pictured with weinstein serial rapist,,, you have zero credibility ",1,0
573,Just got a 30 day zucc for a picture I’ve never seen and definitely didn’t post....,1,0
574,"Trudeau, at news conference his fake eyebrow came unglued and was just hanging there, both hilarious and creepy. What guy shaves his eyebrows?",1,0
575,He seems to be a bigger limp wristed homo than Barack Obama.,1,0
576,"Definitely has that ""please help me"" look.",1,0
577,Milo wouldn't even know a diamond if he held it in his hand.  The things he thinks are precious I can't understand. ,1,0
578,"they won't condemn FGM, Palestinians using children as Human Shields,Honor Killings,Child Marriage(RAPE),human right abuses by China,North Korea etc",1,0
579,I bet she’s posting those shitty pro Hillary memes on Pol,1,0
580,We are going to court ,1,0
581,"we all got our fucking issues, man. But i shouldn't have to qualify just to fucking relate as a human being. fuck that shit.",1,0
582,White male's build this world yet are the recipient of the modern day left wing hatred and just trying to survive in a post male menstruating world.. Hard times bring strong male's.. strong male's bring good times.. good times = weak males https://www.youtube.com/watch?v=qmVn6b7DdpA&feature=youtu.be,1,0
583,Establishment RINO traitors plan to give Congress back to the Establishment Democrat traitors.,1,0
584,Q !!mG7VJxZNCI No.211  ,1,0
585,Apparently she had her kids there all week. What about school? Its time to call child protective services!,1,0
586,"Te Democratic Party MUST FAIL, Their ALL Traitors!!!",1,0
587,"the country didn't vote as great Scotland it voted as great Britain and voted to leave,all the latest polls show apart from the wee ginger jimmy krankie Scotland want to remain in the union",1,0
588,😂 If he fellates Israel any harder... ,1,0
589,"No idea what you are babbling about here, but that's not a shocker.",1,0
590,Only truly free markets can save us. Crony capitalism is destructive,1,0
591,"What kind of cowards send 6 yr old boys to suicide bomb police stations?  Punks not willing to sacrifice themselves, but ask mothers to give children.  We had better WAKE UP. https://www.youtube.com/watch?v=0i3Aev26N8w",1,0
592,"""The FBI did everything but drive Hillary’s getaway car.""  http://amp.nationalreview.com/article/455192/fbi-gave-hillary-co-special-treatment-during-email-probe?utm_source=PANTHEON_STRIPPED&utm_medium=PANTHEON_STRIPPED&__twitter_impression=true  ",1,0
593,That Boer woman is gorgeous. I promise to keep this story alive until the Boer get justice. Fuck these commies of the EFF. Laws in a civil society are to be race blind. The fact that these fools want to confiscate land based on race is absolutely immoral and ungodly.,1,0
594,as a criminologist you should already know the LGBT disproportionate representations of deeply disturbed folks behind bars that go unpublished due to PC bullshite ,1,0
595,A Lesson for the GOP: Political Appeasement Doesn’t Work ,1,0
596,Are Twitter Employees Viewing D*ck Picks and Naked Shots of Minor Users?… Or Just Adults?  http://thegatewaypundit.com/2018/01/twitter-employees-viewing-dick-picks-naked-shots-minor-users-just-adults/  Getting paid to view kiddie porn for work? Who do we report this to?,1,0
597,https://www.youtube.com/watch?v=MyA87wYpiCc ,1,0
598,"You see , Trump isn't sucking enough jew dick. He has to be sucking 24 hours a day, seven days a week. Trump is only sucking jew dick 23 hours a day , seven days a week. he has 7 hours a week of free time, you see . But if you put a maga hat on a negro that will solve everything, I promise ",1,0
599,"He/she will never be a woman and how dare him/her try to speak as a woman, for woman.",1,0
600,everything they say the other side did is Exactly what they have done! How can any thinking person not see what is the truth?  Fox Sunday brought up collusion but only where it pertains to the lie they want us to swallow = no talk about the documents now in public hands Mad-Cow disease? ,1,0
601,"Right, in some urban area where they can hide and have the numbers....Bring that shit out here and we will see where you fall. ",1,0
602,"Not all globalists are Jews . Again,  there are good Jews and there are bad Jews . There are good Germans and there are bad Germans Etc . Etc , Etc . As faras Jews not being gassed , I know a WW2 vet that brought home black and white photos of gas chambers and ovens and dead Jews ., I don't think that was propaganda.",1,0
603,"Sen. Chuck Schumer says legislation is not the way to go, co-sponsors legislation https://t.co/RuNZamfPtA",1,0
604,"Why does the occurrence of a Muslim holiday,  Eid al-Adha , bring out all the anti Semites?  Though Arabs are a Semitic people most Muslims are not Arabic.  From all the posters I am now muting most of them appear to be simple minded Jew haters.",1,0
605,"He didn't stop, even after my boss (also clueless) ordered him to.  It was a server that was to run the entire bank's security systems.  I guarantee that it wasn't hardened any more.  That's what we've got running the infrastructure in this country.  And the malware in the hardware controllers of cheap servers are taking advantage of these people's carelessness",1,0
606,"thats the killer for me,  They would prefer to bring a rapist to your own door for a few hundred quid.  They would have to take a damn good kicking. ",1,0
607,It wouldn't be a stretch to think this demon has killed children‼️ ,1,0
608,TIME FOR JENNIFER TO GO AND LIVE  IN A COMMUNIST  COUNTRY....THAT WHERE ALL LIBERAL/SOCIALIST SHOULD LIVE! ,1,0
609,#2A #Guns #FloridaShooting,1,0
610,"#TommyRobinson rants in disgust at how the soldiers he met are being treated; and both he and #KatieHopkins urge the public to sign the petition which they will deliver to Gen. Sir Nick Carter, Chief of the Defence Staff. https://www.therebel.media/standwithourlads",1,0
611,‘London is DEBASED' Morrissey rages at Sadiq Khan after violent epidemic,1,0
612,"@stefanmolyneux they note completely gynocentric reasons why one can have the FBI called on him, including “not emotionally attached to other peers”.. gee that’s not subjective or anything. I’m sure we can just take our gov and female peers word this won’t be abused!",1,0
613,The real Desarea Millers would whoop your ass.,1,0
614,https://www.puppetstringnews.com/blog/feinstein-staffer-involved-in-leaking-classified-material-to-media-working-for-fusion-gps ,1,0
615,That's the Lampshadinator 3000 that turns Jewish lies into indisputable historical facts.,1,0
616,Good Morning Maniac Message From ,1,0
617,"While all of these outlets have us looking here and there...well China, is being it's same old self... Communist ",1,0
618,Welcome faggot's follow me ty,1,0
619,"I have many...  1. Friend of mine dating a girl...claims she is pregnant. Kid is born, she sues for child support. At hearing,  his doctor is witness. Doctor says ""i gave him a vasectomy 3 years ago."" She still owes his legal fees.",1,0
620,"One of my favorite ""bumps of 2018"".  So glad to see this backstabbing witch hit the bricks.",1,0
621,"Kids DO NOT have to wear kevlar vests, any more than they have to wear rubber boots, despite being far more likely to be struck by lightning than shot.  Media manipulation is scaring kids, using the bodies of dead kids as props, and the fears of living kids as currency. It has conned you into supporting violating the rights of 340 million law abiding Americans.",1,0
622,I’m seeing media hype the growing danger of “Civil War” in America. ,1,0
623,"You say you have no problem with Jews, yet imply it is a bad thing that Southern is ""from a jewish clan"" .. that doesn't add up.  Either you are confused, or trying to cause problems. Which is it?",1,0
624,If they are still on government subsidies then they haven't accomplished the American dream and should be immediately deported.  ,1,0
625,"Yo, idiot, The US fired the first shot. Where'd U get UR info-Pravda?",1,0
626,Please watch this video. It's could have been a horror movie if Hillary had won. https://youtu.be/zG30G7sqNnQ,1,0
627,Cooper resorted to booking a juggling act.,1,0
628,Saw & thought of you.  Don't know if true but no surprise to me.   Worth some reflection?,1,0
629,Notice how you can't quote any of it? Especially anything that supports Catholic heresies? Telling.,1,0
630,Gab won't load for me in Opera (my preferred browser). Getting real tired of this shit.,1,0
631,These horrible shootings are only a distraction! Stay Focused America #DrainTheSwamp They're trying to take guns so We The People have nothing to fight back with! We should cry over the children! But don't lose focus! The real A**holes that are doing this are not good people! They are trying to get control with FEAR! #WakeUpAmerica #StandUpAmerican,1,0
632,"I know from personal experience the pressure being put on clergy to be silent in the face of the heresy, immorality and corruption in the Church",1,0
633,May thet rot in the lowest pit of Hell!,1,0
634,It's fake. He was always a fraud,1,0
635,"https://t.co/QGogXRB6TQ this is running our country !! this is the best we have ? time to stop voting if this is the  result and the best we can do ,,  ",1,0
636,"1993, if not before. That piece of garbage Clinton (the male one) sold secrets, Congress has been happy to play along, Bush43 was no US partisan, and Obowma bent over and spread 'em.",1,0
637,Since Katrina it became a negroid refuge on the order of Africa. I got chased in a road rage incident from round shreevport to Huston during the exodus,1,0
638,"so now we know the motivation behind this circus charade. this would have never happend at any previous time period, they are running this now to get votes for Sharia, just like ""They"" do these terrorist attacks on schools... to take your guns..",1,0
639,Still didn't answer ..Why did you even comment if you didn't have an argument to bring to this debate .. How am i the evil one in this. You commented i didn't force you did i. I asked nicely yet you're to ignorant to actually contribute. Not my fault now ain't it ..,1,0
640,This is total BULL SHIT..http://www.breitbart.com/tech/2018/01/02/germany-to-begin-enforcing-hate-speech-laws-on-social-media-sites/,1,0
641,That's Because Japan has nothing but Financially Conservative Herbivore Virgin men and they're trying to convince them to bone but it's instead making them celibate. #RobotsareComing,1,0
642,The website posted today on #Q's post: ,1,0
643,"This is the future for your white children's children...if you keep refusing to fight, white men and women.",1,0
644,Q Just posted 5 NEW pics.. What's up with Apple today I wonder? New CEO (after Steve Jobs) is Tim Cook.. we already know how corrupt most of these CEO's are... but what's up with the back of this truck... what is that? ,1,0
645,"Their foul and destructive agendas are not going to be tolerated here any longer. We've had 50 years of their directing this nation's path, and those 50 years of direction clearly show us it must be stopped.",1,0
646,"Ya think! ""Rape Suspects Hard to Find Due to Illegal Status, ABC Admits"" https://www.infowars.com/rape-suspects-hard-to-find-due-to-illegal-status-abc-admits/  ",1,0
