,Unnamed: 0,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
541,541,7010,"GOP CONGRESSMEN: The FISA Abuse at the DOJ Shithole Has Hit the Fan; THEY ALL Spied on Trump, Flynn #QAnon https://truepundit.com/watch-gop-congressmen-fisa-abuse-doj-shithole-hit-fan-spied-trump-flynn-videos/",0.0,1.0,0.4,0.6,"The post uses vulgar language ('shithole') which could be considered offensive, but it is not directed at a specific individual or group based on protected characteristics. The post also discusses political topics and allegations of spying, which are contentious but not inherently hate speech. The use of the hashtag #QAnon may suggest alignment with conspiracy theories, which could influence perceptions. Overall, the post may lead to some disagreement among annotators due to the use of offensive language and the political context, but it is not a clear case of hate speech.","The post contains vulgar language ('shithole') which may be considered offensive, but it is not directed at a specific individual or group based on protected characteristics. The post discusses political topics and allegations of spying, which are contentious but not inherently hate speech. The use of the hashtag #QAnon may suggest alignment with conspiracy theories, which could influence perceptions. Overall, the post may lead to some disagreement among annotators due to the use of offensive language and the political context, but it is not a clear case of hate speech.",0.4
556,556,7205,They give way more to israel not to mention it is illegal for them to do so.,0.0,1.0,0.4,0.6,"The post makes a statement about giving aid to Israel and mentions it being illegal. It does not contain vulgarity or offensive language, nor does it explicitly call for violence. However, it could be interpreted as an assault on human dignity if perceived as targeting a specific group (Israelis or Jews) in a negative light. The post's ambiguity and potential for different interpretations could lead to moderate disagreement among annotators.","The post discusses aid to Israel and its legality. It lacks vulgarity or direct calls for violence but could be seen as targeting a group negatively, leading to moderate disagreement.",0.4
562,562,7289,The white self hating leftist mental disorder that push's people to vote for these scum bags. A few day's earlier he was boasting about how his ancestors came to the US from Italy for a better life. And we need more 3rd worlders from shit holes.,1.0,0.0,0.7,0.3,"The post contains language that could be interpreted as demeaning or degrading towards certain groups, particularly with the use of terms like 'white self hating leftist mental disorder' and '3rd worlders from shit holes.' These phrases suggest an assault on human dignity based on race or ethnicity. The post does not explicitly call for violence, but it does use vulgar and offensive language. The ambiguity in the interpretation of 'self hating' and 'scum bags' could lead to some disagreement among annotators, but the overall tone and language suggest a higher likelihood of being classified as hate speech.","The post uses derogatory language and phrases that could be seen as demeaning to certain groups, particularly with the use of 'white self hating leftist mental disorder' and '3rd worlders from shit holes.' This suggests an assault on human dignity based on race or ethnicity. While there is no explicit call for violence, the language is vulgar and offensive. The ambiguity in terms like 'self hating' and 'scum bags' might lead to some disagreement, but the overall tone and language suggest a higher likelihood of being classified as hate speech. Therefore, the predicted percentages are [0.7, 0.3].",0.3
563,563,7299,"In most states, people convicted of a felony cannot vote, in some states, a pending felony charge disqualifies them. No photo ID, no problem, they vote Democrat.",0.0,1.0,0.4,0.6,"The post suggests that individuals with felony charges or convictions, who are often disenfranchised, are associated with voting for a specific political party (Democrat) without needing a photo ID. This could be interpreted as an assault on human dignity by implying that a certain group of people (felons) are inherently aligned with a political party due to their criminal status. However, it does not explicitly call for violence or use vulgar language. The post's interpretation may vary based on political views, leading to moderate disagreement among annotators.","The post implies a stereotype about people with felony charges or convictions and their voting behavior, which could be seen as demeaning. However, it does not contain explicit hate speech elements like calls for violence or vulgar language. The interpretation of this post may vary, leading to moderate disagreement among annotators.",0.4
569,569,7402,We melted his magic mountain.  I think that was a shot.  We also caused the fail of the launch before that.  Were you watching?,0.0,1.0,0.4,0.6,"The post contains ambiguous language that could be interpreted in various ways. It does not clearly assault human dignity, call for violence, or use vulgar language. The reference to 'melting his magic mountain' and 'causing the fail of the launch' is vague and lacks context, making it difficult to determine if it is hate speech. This ambiguity is likely to lead to high disagreement among annotators.","The post's language is metaphorical and lacks clear context, which makes it difficult to categorize definitively as hate speech. The phrases used could be interpreted as metaphorical or literal, and without additional context, it's challenging to assess the intent or target of the statements. This ambiguity suggests that annotators might have varied interpretations, leading to a moderate level of disagreement.",0.4
579,579,7588,"My Youtube channel was shoa'd, too. ",0.0,1.0,0.4,0.6,"The term 'shoa'd' is a reference to the Holocaust ('Shoah' is the Hebrew term for the Holocaust) and is often used in a context that trivializes or mocks the Holocaust, which can be considered offensive and demeaning to Jewish people. This could be seen as an assault on human dignity. However, the post does not contain explicit calls for violence or vulgar language. The use of 'shoa'd' might lead to some disagreement among annotators, as it depends on the interpretation of the term's intent and context, leading to moderate disagreement.","The post uses the term 'shoa'd,' which is a reference to the Holocaust ('Shoah' is the Hebrew term for the Holocaust). This term is often used in a context that trivializes or mocks the Holocaust, which can be considered offensive and demeaning to Jewish people. This could be seen as an assault on human dignity. However, the post does not contain explicit calls for violence or vulgar language. The use of 'shoa'd' might lead to some disagreement among annotators, as it depends on the interpretation of the term's intent and context. Therefore, I predict moderate disagreement among annotators, with a slight tendency towards not classifying it as hate speech due to the lack of explicit offensive language or calls for violence. The predicted percentages are [0.4, 0.6].",0.4
581,581,7606,"In the next 20 years, Mandela's rule turns South Africa, the once crowning jewel of the African continent, into a Third World country. As of 2018, Cape Town is now experiencing a water shortage, making it the first capital city in the world to run out of water.",0.0,1.0,0.4,0.6,"The post attributes the decline of South Africa to Mandela's rule, which could be interpreted as an assault on human dignity by blaming a specific leader and, by extension, a racial group for the country's issues. However, it does not contain explicit vulgarity or calls for violence. The post's interpretation may vary based on one's views on historical and political contexts, leading to moderate disagreement among annotators.","The post discusses the impact of Mandela's rule on South Africa, suggesting a negative transformation of the country. This could be seen as an assault on human dignity by attributing blame to a specific leader and potentially a racial group. However, it lacks explicit vulgarity or calls for violence. The interpretation of this post may vary based on historical and political perspectives, leading to moderate disagreement among annotators.",0.4
597,597,7701,Goebbels’s Christian Wedding.  ,0.0,1.0,0.4,0.6,"The post references 'Goebbels's Christian Wedding,' which could be interpreted in various ways. Joseph Goebbels was a prominent Nazi figure, and mentioning him in a post could be seen as offensive or as an attempt to provoke. However, without additional context, it's unclear if the post is making a historical reference, a satirical comment, or something else entirely. The ambiguity of the post's intent and the potential for it to be interpreted as offensive or not leads to a high likelihood of disagreement among annotators.","The post 'Goebbels’s Christian Wedding' is ambiguous and lacks context. It references Joseph Goebbels, a Nazi figure, which could be seen as offensive or provocative. However, without further context, it's unclear if the post is making a historical reference, a satirical comment, or something else. This ambiguity likely results in high disagreement among annotators, with some potentially viewing it as hate speech due to the association with a Nazi figure, while others may not see it as such without additional context. Therefore, the predicted percentages of annotators classifying the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
599,599,7779,"Came across this recently. The way this pos treats this officer is disgusting. But if this degenerate needed help from the police, would he be as rude? https://twitter.com/westwood_hero/s tatus/1025486183588155394?s=21",0.0,1.0,0.4,0.6,"The post uses derogatory language ('pos', 'degenerate') to describe an individual, which could be seen as demeaning or degrading. However, it does not target a specific protected characteristic such as race, gender, or religion, which makes it less likely to be classified as hate speech by a majority. The post does not contain calls for violence or use vulgar language directed at a group based on protected characteristics. The disagreement may arise from the subjective interpretation of what constitutes demeaning language and whether it crosses the threshold into hate speech.","The post criticizes an individual's behavior towards a police officer, using derogatory terms like 'pos' (piece of shit) and 'degenerate'. While the language is offensive, it is directed at an individual's behavior rather than a group based on protected characteristics. This makes it less likely to be classified as hate speech by a majority of annotators. However, the use of derogatory language could lead to some annotators perceiving it as hate speech, resulting in moderate disagreement. The percentages reflect a likely split in opinion, with a minority viewing it as hate speech due to the offensive language, while the majority may not see it as crossing the threshold into hate speech.",0.4
601,601,7792,New Nike kneeling shoes. For those who hate America. How many other shoes are on the market? @Politacs7 #BoycottNike ,0.0,1.0,0.4,0.6,"The post criticizes Nike for its association with kneeling during the national anthem, which some interpret as unpatriotic. It uses the phrase 'for those who hate America,' which could be seen as demeaning to individuals who support the kneeling protest. However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary, leading to moderate disagreement among annotators.","The post criticizes Nike for its association with kneeling during the national anthem, which some interpret as unpatriotic. It uses the phrase 'for those who hate America,' which could be seen as demeaning to individuals who support the kneeling protest. However, it does not explicitly call for violence or use vulgar language. The interpretation of this post as hate speech may vary, leading to moderate disagreement among annotators.",0.4
604,604,7832,the Cabal lead Financial markets first victim on deck: ,0.0,1.0,0.4,0.6,"The post is vague and lacks explicit hate speech elements. It mentions 'Cabal' and 'Financial markets,' which could be interpreted as referencing conspiracy theories, potentially involving anti-Semitic undertones. However, without more context or explicit language, it is not clear if it directly assaults human dignity or calls for violence. The ambiguity in the language and lack of context may lead to varied interpretations among annotators.","The post mentions 'Cabal' and 'Financial markets,' which could be interpreted as referencing conspiracy theories, potentially involving anti-Semitic undertones. However, the post is vague and lacks explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. The ambiguity in the language and lack of context may lead to varied interpretations among annotators, resulting in a moderate level of disagreement. Therefore, the predicted percentages of annotators classifying the post as hate speech vs. not hate speech are [0.4, 0.6].",0.4
617,617,8064,"sick of #Q ""trust the plan"" - porn-hub convention",0.0,1.0,0.4,0.6,"The post uses the phrase 'sick of #Q ""trust the plan"" - porn-hub convention,' which could be interpreted in multiple ways. The use of 'porn-hub convention' might be seen as vulgar or offensive by some, but it is not directly assaulting human dignity or calling for violence. The reference to '#Q' and 'trust the plan' could relate to QAnon, a controversial topic, which might lead to different interpretations based on the reader's views on QAnon. This ambiguity and potential for different interpretations suggest a moderate level of disagreement among annotators.","The post contains a reference to '#Q' and 'trust the plan,' which are associated with QAnon, a controversial conspiracy theory. The mention of 'porn-hub convention' could be seen as vulgar or offensive, but it does not directly attack any group or individual based on protected characteristics, nor does it call for violence. The post's content is somewhat ambiguous and could be interpreted differently depending on the reader's perspective on QAnon and the use of vulgar language. This suggests a moderate level of disagreement among annotators, with some potentially viewing it as offensive or related to hate speech, while others may not.",0.4
640,640,8348,Trudeau's 'refugees' bring mayhem to hotel migrant camps  https://www.therebel.media/trudeau_s_refugees_brin...,0.0,1.0,0.4,0.6,"The post uses the term 'refugees' in quotes, which may imply skepticism or derogation towards the individuals being referred to. The phrase 'bring mayhem' suggests that the refugees are causing chaos or disorder, which could be interpreted as an assault on human dignity by attributing negative behavior to a specific group. However, the post does not contain explicit calls for violence or use vulgar language. The ambiguity in the tone and the potential for different interpretations of the term 'mayhem' could lead to some disagreement among annotators.","The post refers to 'refugees' in a way that could be seen as derogatory, suggesting they are causing 'mayhem' in hotel migrant camps. This could be interpreted as an assault on human dignity by attributing negative behavior to a specific group. However, it does not explicitly call for violence or use vulgar language. The use of quotes around 'refugees' and the term 'mayhem' could lead to varying interpretations, resulting in moderate disagreement among annotators.",0.4
643,643,8382,Tell me pro isn't recurring billing? How long was the conversation with the turd world call center to cancel?,0.0,1.0,0.4,0.6,"The post uses the term 'turd world' which is a derogatory play on 'third world,' potentially demeaning individuals from developing countries. This could be seen as an assault on human dignity based on ethnicity or nationality. However, the rest of the post is a complaint about a service, which is not inherently hate speech. The offensive term may lead to some annotators viewing it as hate speech, but others may see it as a minor offense or overlook it due to the context of a service complaint.","The post uses a derogatory term 'turd world' which is a play on 'third world,' potentially demeaning individuals from developing countries. This could be seen as an assault on human dignity based on ethnicity or nationality. However, the rest of the post is a complaint about a service, which is not inherently hate speech. The offensive term may lead to some annotators viewing it as hate speech, but others may see it as a minor offense or overlook it due to the context of a service complaint. Therefore, there is likely to be some disagreement among annotators, but not extremely high, as the post is not overtly hateful or violent.",0.4
662,662,8652,TELL ME ABOUT YUKO WE THINK SHE WAS JOHN'S HANDLER FROM A SUPER RICH ILLUMINATING JAPANESE BANKING FAMILY.DO YOU CONCUR? SHE WENT TO SEE A SATANISTS FROM WHAT WE'VE DUG UP DAYS BEFORE JOHN DIED PAID EITHER 30k IN 1980 DOLLARS WHATEVER THAT IS NOW...,0.0,1.0,0.4,0.6,"The post contains conspiracy theories involving a 'super rich illuminating Japanese banking family' and a 'satanist,' which could be interpreted as offensive or demeaning towards certain groups, particularly if it implies negative stereotypes about Japanese people or banking families. However, it does not explicitly call for violence or use vulgar language. The ambiguity and conspiracy nature of the content may lead to some disagreement among annotators about whether it constitutes hate speech, but it is likely to be seen as more of a conspiracy theory than direct hate speech.","The post discusses a conspiracy theory involving a person named Yuko, who is suggested to be a 'handler' from a wealthy Japanese banking family and allegedly involved with a 'satanist.' The language used does not directly assault human dignity, call for violence, or use vulgar language, but it does imply a negative stereotype about Japanese people and banking families, which could be seen as offensive. The post's content is ambiguous and relies on conspiracy theories, which may lead to varying interpretations among annotators. Therefore, there is likely to be some disagreement, but it is more likely to be classified as not hate speech by a majority of annotators.",0.4
678,678,8806,WATCH: President Trump Demands Action On Sanctuary Cities http://1600daily.com/2018/04/02/watch-president-trump-demands-action-sanctuary-cities/ I support President Trump. Arrest and Prosecute the mayors and city council members of sanctuary cities now! ,0.0,1.0,0.4,0.6,"The post expresses support for President Trump's stance on sanctuary cities and calls for the arrest and prosecution of mayors and city council members of these cities. This could be interpreted as a call for legal action rather than violence, but the aggressive language ('Arrest and Prosecute') might be seen as inciting action against specific individuals based on their political decisions. The post does not contain vulgarity or offensive language, nor does it directly assault human dignity based on protected characteristics. However, the political nature and the call for action against specific political figures could lead to some disagreement among annotators about whether it constitutes hate speech.","The post supports President Trump's demand for action on sanctuary cities and calls for the arrest and prosecution of mayors and city council members of these cities. This could be interpreted as a call for legal action rather than violence, but the aggressive language ('Arrest and Prosecute') might be seen as inciting action against specific individuals based on their political decisions. The post does not contain vulgarity or offensive language, nor does it directly assault human dignity based on protected characteristics. However, the political nature and the call for action against specific political figures could lead to some disagreement among annotators about whether it constitutes hate speech. Therefore, I predict a moderate level of disagreement, with percentages of annotators classifying the post as hate speech vs. not hate speech as [0.4, 0.6].",0.4
680,680,8875,Can we all just agree that when McCain is finally flushed that we never speak his name again? I am done with hearing about him. He's even more annoying in death.,0.0,1.0,0.4,0.6,"The post expresses a strong negative sentiment towards John McCain, suggesting that people should stop talking about him after his death. While it does not explicitly attack McCain based on any protected characteristic, it does use disrespectful language ('flushed') that could be seen as demeaning to his memory. However, it does not contain calls for violence or use vulgar language. The post may be interpreted differently based on personal views about respect for the deceased, leading to some disagreement among annotators.","The post expresses a strong negative sentiment towards John McCain, suggesting that people should stop talking about him after his death. While it does not explicitly attack McCain based on any protected characteristic, it does use disrespectful language ('flushed') that could be seen as demeaning to his memory. However, it does not contain calls for violence or use vulgar language. The post may be interpreted differently based on personal views about respect for the deceased, leading to some disagreement among annotators.",0.4
681,681,8877,"To all the McCain mourners. Got a great idea. Lets unseal his military records so we know exactly what a great war hero he was. Yes, the same records he sued to have sealed so he could run for office. Yes, the same records that his dad and grandad the Admirals lobbied Richard Nixon himself to have sealed so McCain could get a pardon from the court martial charges.",0.0,1.0,0.4,0.6,"The post criticizes John McCain and questions his military record, suggesting that he was not the war hero he is often portrayed as. While the post is critical and potentially offensive to McCain supporters, it does not directly assault human dignity based on protected characteristics, nor does it call for violence. The language is not overtly vulgar or offensive, though it is accusatory. The post may lead to some disagreement among annotators, as it could be seen as disrespectful or defamatory, but it does not clearly fall into the hate speech categories. Therefore, there is likely moderate disagreement, with a slight majority classifying it as not hate speech.","The post questions the integrity of John McCain's military record and suggests that there was a cover-up involving his family and political figures. It does not contain vulgar language or direct calls for violence. The post could be seen as an assault on McCain's dignity, but it does not target a group based on race, ethnicity, gender, or other protected characteristics. The post is likely to be interpreted differently based on personal views about McCain, leading to moderate disagreement among annotators. Therefore, the predicted percentages are [0.4, 0.6].",0.4
691,691,8920,"New Evidence suggests #LasVegas Shooter #StephenPaddock ran a #CIA #ChildTrafficking Ring.  The appalling LasVegas massacre was never adequately explained, and the smell of a cover up was overwhelming.. 'Alleged Las Vegas shooter, Stephen Paddock, ran a drug running and child trafficking company – making millions of dollars in the process – according to explosive new evidence that threate...",0.0,1.0,0.4,0.6,"The post makes serious allegations about a public figure, Stephen Paddock, suggesting involvement in a CIA child trafficking ring. While it does not directly assault human dignity or call for violence, it could be seen as spreading conspiracy theories that may indirectly harm groups or individuals by promoting false narratives. The language is not overtly vulgar or offensive, but the content is provocative and could be interpreted as harmful or misleading. Annotators may disagree on whether this constitutes hate speech due to the lack of direct offensive language or calls for violence, leading to moderate disagreement.","The post suggests a conspiracy theory involving Stephen Paddock and the CIA, alleging child trafficking and drug running. It does not contain direct assaults on human dignity, calls for violence, or vulgar language. However, it could be seen as harmful due to the nature of the allegations and the potential to spread misinformation. Annotators may have differing opinions on whether this constitutes hate speech, resulting in moderate disagreement.",0.4
715,715,9119,The NAACP has gone on the record wanting the total confiscation of all firearms. How will this be facilitated when they have demonized the police? ,0.0,1.0,0.4,0.6,"The post mentions the NAACP and suggests that they want the total confiscation of firearms, which could be interpreted as an assault on the organization's intentions. However, it does not explicitly demean or degrade individuals or groups based on protected characteristics. The mention of 'demonizing the police' could be seen as a critique of the NAACP's stance, but it does not directly incite violence or use vulgar language. The post may lead to some disagreement among annotators due to its political nature and the potential for different interpretations of the NAACP's intentions and the implications of 'demonizing the police.'","The post discusses the NAACP's stance on firearm confiscation and critiques their relationship with the police. It does not contain explicit hate speech elements such as demeaning language based on race or other protected characteristics, nor does it call for violence or use vulgar language. However, the political nature and the mention of 'demonizing the police' could lead to varying interpretations. Some may see it as a legitimate critique, while others might view it as an unfair characterization of the NAACP's actions. This could result in moderate disagreement among annotators.",0.4
718,718,9187,"Where are the hoards of the Pussy Marchers and Anti fascist clowns that virtue signal about Trump and come out in their thousands. And stay silent when people protest about real adversity, hardship and oppression and the Islamic fascist place are called on to quell demonstrations.     ",1.0,0.0,0.6,0.4,"The post uses derogatory language such as ""Pussy Marchers"" and ""Anti fascist clowns,"" which can be seen as demeaning to certain groups, particularly those involved in women's rights and anti-fascist movements. This falls under the aspect of 'Assaults on Human Dignity.' Additionally, the post implies a criticism of these groups for not protesting against ""real adversity,"" which could be interpreted as a form of hate speech against these activists. However, it does not explicitly call for violence or use vulgar language, which might lead to some disagreement among annotators. Therefore, there is likely to be moderate disagreement, with a higher percentage of annotators classifying it as hate speech due to the demeaning language used.","The post contains derogatory language towards certain activist groups, which can be interpreted as demeaning and degrading. This aligns with the 'Assaults on Human Dignity' aspect of hate speech. However, it does not explicitly call for violence or use vulgar language, which might lead to some annotators not classifying it as hate speech. Therefore, there is likely to be moderate disagreement among annotators, with a higher percentage classifying it as hate speech due to the demeaning language used.",0.4
721,721,9264,"I'm pretty torn about joining the NRA.  The habit of endorsing milquetoast candidates, and the bump stock issue is troubling.  However, one has to admit that a large jump in membership now would make the left lose their fucking minds.  If they don't cuck on the ""European style socialist"" remarks, they can have my membership dues.",0.0,1.0,0.4,0.6,"The post discusses joining the NRA and criticizes certain political stances, using strong language like 'cuck' and 'European style socialist.' While it contains vulgar language ('fucking minds'), it does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The post's content may be interpreted as politically charged rather than hate speech, leading to potential disagreement among annotators. The use of terms like 'cuck' and 'European style socialist' may be seen as offensive or derogatory by some, but not necessarily as hate speech, resulting in moderate disagreement.","The post contains elements that could be seen as offensive or politically charged, particularly in its use of terms like 'cuck' and 'European style socialist.' However, it does not explicitly attack individuals or groups based on protected characteristics, nor does it call for violence. The vulgarity present ('fucking minds') is more of an expression of frustration rather than a direct attack. Given these factors, there is likely to be moderate disagreement among annotators, with some viewing it as offensive but not necessarily hate speech. Therefore, the predicted percentages are [0.4, 0.6].",0.4
740,740,9552,"You're so Jew cucked you can't even see straight.  I said despite seeing Hellstorm you still can't find empathy.  What is your ethics code with lying and blaming it on someone else?  Please elaborate on the ""virtues"" of the Katyn Massacre cover up. ",1.0,0.0,0.7,0.3,"The post contains language that can be interpreted as demeaning or degrading towards Jewish people, which falls under the 'Assaults on Human Dignity' aspect of hate speech. The term 'Jew cucked' is offensive and derogatory, suggesting a high likelihood of being classified as hate speech by annotators. Additionally, the reference to historical events like the Katyn Massacre in a context that questions ethics and virtues may be seen as provocative or offensive. However, the post does not explicitly call for violence or use vulgar language, which might lead to some annotators not classifying it as hate speech. Overall, the post is likely to result in low disagreement among annotators, with a majority classifying it as hate speech due to its demeaning language.","The post uses the term 'Jew cucked,' which is derogatory and offensive, targeting Jewish people. This falls under the 'Assaults on Human Dignity' aspect of hate speech. The post also references historical events like the Katyn Massacre in a way that could be seen as provocative or offensive, questioning ethics and virtues. While it does not explicitly call for violence or use vulgar language, the demeaning language towards a specific group is likely to lead to a majority of annotators classifying it as hate speech. Therefore, the prediction is that 70% of annotators would classify it as hate speech, while 30% would not, resulting in low disagreement.",0.3
746,746,9599,"Half of the judiciary are abusing their powers trying to stop #Brexit. The other half, it seems, are stealing our money. How is it possible not to have utter contempt for our current crop of judges? https://www.thesun.co.uk/news/6642702/three-immigr...",0.0,1.0,0.4,0.6,"The post criticizes the judiciary, accusing them of abusing power and stealing money, which could be seen as an assault on human dignity by undermining trust in a professional group. However, it does not contain explicit calls for violence or use vulgar or offensive language. The language is strong but not overtly hateful, leading to potential disagreement among annotators about whether it constitutes hate speech.","The post expresses strong criticism of the judiciary, suggesting they are abusing power and stealing money. This could be interpreted as an assault on human dignity, as it undermines trust in a professional group. However, it does not explicitly call for violence or use vulgar language. The language is strong but not overtly hateful, which may lead to disagreement among annotators about whether it constitutes hate speech. Therefore, I predict a moderate level of disagreement, with approximately 40% of annotators classifying it as hate speech and 60% not.",0.4
749,749,9602,Re-education by any other name. How very soviet of the lovely BBC. If you are still buying a TV license you really need to fuck off. https://www.mirror.co.uk/news/lord-sugar-pass-unco...,0.0,1.0,0.4,0.6,"The post contains offensive language ('fuck off') and criticizes the BBC in a harsh manner, which could be seen as an assault on human dignity, particularly if the BBC is viewed as representing a group of people. However, it does not explicitly call for violence or use slurs. The language is strong but not necessarily hate speech, leading to potential disagreement among annotators.","The post criticizes the BBC and uses offensive language, which may be interpreted as an attack on an institution rather than a specific group of people. The use of the phrase 'fuck off' is vulgar, but it does not necessarily constitute hate speech. The post does not call for violence or use slurs, which are stronger indicators of hate speech. Therefore, there may be some disagreement among annotators, with a moderate percentage classifying it as hate speech due to the offensive language and tone, while others may not see it as hate speech.",0.4
758,758,9667,The Jacksonville shooter was a raging liberal who routinely went after Trump supporters online  If he was a Republican or Trump voter it would be headline news and the media would blame Trump for inciting violence in our society,0.0,1.0,0.4,0.6,"The post discusses a shooter and implies a political bias in media coverage, suggesting that if the shooter were a Republican, the media would react differently. It does not directly assault human dignity or call for violence, but it does contain a potentially offensive implication about media bias and political affiliations. The language is not overtly vulgar or offensive, but the context of discussing a shooter and political bias can be sensitive and lead to varied interpretations. This could result in moderate disagreement among annotators about whether it constitutes hate speech.","The post discusses a shooter and implies a political bias in media coverage, suggesting that if the shooter were a Republican, the media would react differently. It does not directly assault human dignity or call for violence, but it does contain a potentially offensive implication about media bias and political affiliations. The language is not overtly vulgar or offensive, but the context of discussing a shooter and political bias can be sensitive and lead to varied interpretations. This could result in moderate disagreement among annotators about whether it constitutes hate speech.",0.4
769,769,9731,Somebody forgot the Nürnberg trials. Military tribunals isn't the solution my friend.,0.0,1.0,0.4,0.6,"The post references the Nürnberg trials, which were military tribunals held after World War II to prosecute prominent leaders of Nazi Germany. The mention of 'military tribunals' could imply a call for similar actions, which might be interpreted as a call for violence or extreme measures against certain groups or individuals. However, the post does not explicitly demean or degrade any specific group, nor does it contain vulgar or offensive language. The ambiguity lies in the interpretation of 'military tribunals' as a solution, which could lead to disagreement among annotators about whether it constitutes hate speech.","The post references the Nürnberg trials, which were military tribunals held after World War II to prosecute prominent leaders of Nazi Germany. The mention of 'military tribunals' could imply a call for similar actions, which might be interpreted as a call for violence or extreme measures against certain groups or individuals. However, the post does not explicitly demean or degrade any specific group, nor does it contain vulgar or offensive language. The ambiguity lies in the interpretation of 'military tribunals' as a solution, which could lead to disagreement among annotators about whether it constitutes hate speech. Therefore, there is likely to be moderate disagreement among annotators, with some viewing it as a call for violence and others not interpreting it as hate speech.",0.4
776,776,9811,"So your problem is the ""numbers""...? Not that it actually happened?",0.0,1.0,0.4,0.6,"The post is ambiguous and lacks context, making it difficult to determine if it constitutes hate speech. It could be interpreted as questioning the significance of an event based on numbers, which might be seen as dismissive or offensive, but it does not explicitly assault human dignity, call for violence, or use vulgar language. The lack of context and specificity may lead to high disagreement among annotators.","The post's ambiguity and lack of context make it challenging to categorize definitively as hate speech. It could be interpreted in various ways, leading to potential disagreement among annotators. Therefore, a moderate percentage of annotators might classify it as hate speech, while others may not.",0.4
786,786,9939,The official narrative of #WW2 is a lie.  ‼️THINK‼️ Thinking is so important.,0.0,1.0,0.4,0.6,"The post suggests that the official narrative of World War II is a lie, which can be interpreted as a form of Holocaust denial or revisionism. This can be seen as an assault on human dignity, particularly for those affected by the events of World War II. However, the post does not explicitly use vulgar or offensive language, nor does it call for violence. The ambiguity lies in the interpretation of what 'official narrative' refers to and whether it directly denies or undermines historical atrocities. This could lead to some disagreement among annotators, but the suggestion of historical revisionism is likely to lead to a moderate level of agreement that it constitutes hate speech.","The post questions the official narrative of World War II, which can be interpreted as a form of Holocaust denial or revisionism. This can be seen as an assault on human dignity, particularly for those affected by the events of World War II. However, the post does not explicitly use vulgar or offensive language, nor does it call for violence. The ambiguity lies in the interpretation of what 'official narrative' refers to and whether it directly denies or undermines historical atrocities. This could lead to some disagreement among annotators, but the suggestion of historical revisionism is likely to lead to a moderate level of agreement that it constitutes hate speech.",0.4
787,787,9943,🌻 DEFEND EUROPA 🌻,0.0,1.0,0.4,0.6,"The post '🌻 DEFEND EUROPA 🌻' is quite ambiguous and lacks context. The phrase 'Defend Europa' could be interpreted in various ways, potentially as a call to protect European culture or identity, which might be seen as innocuous or as a veiled reference to anti-immigrant or nationalist sentiments, which could be considered hate speech. The use of the sunflower emoji does not provide additional clarity. Without more context, it is difficult to definitively categorize this post, leading to a likely high level of disagreement among annotators.","The post '🌻 DEFEND EUROPA 🌻' is ambiguous and lacks context. The phrase 'Defend Europa' could be interpreted in various ways, potentially as a call to protect European culture or identity, which might be seen as innocuous or as a veiled reference to anti-immigrant or nationalist sentiments, which could be considered hate speech. The use of the sunflower emoji does not provide additional clarity. Without more context, it is difficult to definitively categorize this post, leading to a likely high level of disagreement among annotators.",0.4
789,789,9945,🌻 DEFEND 🌻 EUROPA 🌻,0.0,1.0,0.4,0.6,"The post '🌻 DEFEND 🌻 EUROPA 🌻' is ambiguous and lacks context, which can lead to high disagreement among annotators. The phrase 'Defend Europa' could be interpreted in various ways, including as a call to protect European culture or identity, which some might associate with nationalist or exclusionary sentiments. However, without additional context, it does not explicitly demean, degrade, or call for violence against any group. The use of symbols like sunflowers does not inherently convey hate speech, but the phrase could be associated with certain political movements that have been criticized for xenophobic or nationalist rhetoric. Therefore, the post may be interpreted differently based on the reader's perspective and knowledge of the context, leading to a moderate level of disagreement.","The post '🌻 DEFEND 🌻 EUROPA 🌻' is quite ambiguous and lacks specific context that would clearly categorize it as hate speech or not. The phrase 'Defend Europa' could be interpreted in various ways, including as a call to protect European culture or identity, which some might associate with nationalist or exclusionary sentiments. However, without additional context, it does not explicitly demean, degrade, or call for violence against any group. The use of symbols like sunflowers does not inherently convey hate speech, but the phrase could be associated with certain political movements that have been criticized for xenophobic or nationalist rhetoric. Therefore, the post may be interpreted differently based on the reader's perspective and knowledge of the context, leading to a moderate level of disagreement among annotators.",0.4
