,ID,Text,Hate,Hate_LLM,Reasoning_LLM,Raw_output_LLM,Hate_diff
46,17087,"A little Kitchen Karaoke this AM, Texas style. #SundayCookin @lyliandria @americanmade @snugglebunny @lowlifeamerican @lovelymiss @ravicrux @haremesc @JimLosi‍ @theteutonicavenger @Drivenfast @DouglasMcGrew @oldschoolvet @tillygal @Sockalexis @TexasVet‍ @kaseyflud @radioinfidelshow  ",0,0,"The post appears to be a light-hearted and casual message about enjoying some kitchen karaoke, with a mention of 'Texas style' and a series of tagged usernames. There is no indication of any demeaning or degrading language, calls for violence, or vulgarity. The content is benign and does not relate to any of the aspects of hate speech.","The post is a casual and friendly message about enjoying kitchen karaoke, with no elements of hate speech present. It is likely to be labeled as non-hate speech by Andy.",0
47,19560,"How can so few people so easily manipulate so many? Well, mainly just the western population. The rest of the world has been opening their eyes for decades. ",1,0,"The post questions how a small group of people can manipulate a large population, specifically mentioning the western population. It does not explicitly demean or degrade any specific group based on protected characteristics, nor does it call for violence. The language used is not vulgar or offensive. The post seems to express a general opinion or observation about manipulation without targeting a specific group or using hate speech.","The post questions how a small group of people can manipulate a large population, specifically mentioning the western population. It does not explicitly demean or degrade any specific group based on protected characteristics, nor does it call for violence. The language used is not vulgar or offensive. The post seems to express a general opinion or observation about manipulation without targeting a specific group or using hate speech.",1
48,22216,@Heartiste  ,0,0,"The post consists solely of a mention of a Twitter handle, '@Heartiste'. Without additional context or content, it is not possible to determine if this post contains hate speech. There is no explicit language, demeaning content, or calls for violence present in the post itself. Therefore, Andy would likely not label this as hate speech.","The post '@Heartiste' does not contain any explicit content or context that would categorize it as hate speech. It lacks any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. As such, Andy would likely label this post as not hate speech, resulting in a label of 0.",0
49,22170,Ha ha ha ha ha ha. They were paid what they were worth. ,1,0,"The post does not contain any explicit demeaning or degrading language towards any specific group based on race, ethnicity, gender, religion, or other protected characteristics. It also does not incite or encourage violence, nor does it contain vulgar or offensive language. The statement is vague and lacks context, making it difficult to determine any hate speech elements. Therefore, Andy would likely not label this as hate speech.","The post is vague and lacks context, making it difficult to determine any hate speech elements. It does not contain explicit demeaning language, calls for violence, or vulgarity. Andy would likely label it as not hate speech.",1
50,7131,BEFORE Trump agrees to testify to Mueller [IF this still continues on] he should insist to know the actual crime  for which the investigation is being conducted...so far there is NO definition of a crime.,1,0,"The post discusses a political opinion regarding the investigation of Trump by Mueller. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is focused on a legal and political issue without targeting any individual or group based on protected characteristics.","The post is a political opinion about the investigation of Trump by Mueller. It does not contain hate speech as it lacks any demeaning language, calls for violence, or offensive language. Andy would likely label this as not hate speech.",1
51,1291,"i live in the middle fo the experiment. the uk, forfront of the diversity bullshit. and the outcome? its peak islam thats yur issue. the end.",1,1,"The post uses derogatory language to describe diversity as 'bullshit' and blames 'peak Islam' as the issue, which can be seen as demeaning or degrading to Muslims. This falls under the category of assaults on human dignity based on religion. The language used is offensive and dismissive towards diversity and Islam, which suggests that Andy would likely label this as hate speech.","The post uses derogatory language to describe diversity as 'bullshit' and blames 'peak Islam' as the issue, which can be seen as demeaning or degrading to Muslims. This falls under the category of assaults on human dignity based on religion. The language used is offensive and dismissive towards diversity and Islam, which suggests that Andy would likely label this as hate speech. Therefore, the label for this post is 1.",0
52,24348,If you're white and like Niggers you've got serious fucking mental issues.,1,1,"The post contains a racial slur directed at Black people, which is a clear assault on human dignity based on race. The use of the slur is highly offensive and demeaning, and the post suggests that liking Black people is a mental issue, further demeaning the group. This aligns with the aspects of hate speech related to assaults on human dignity and vulgarity/offensive language.","The post uses a racial slur and degrades a group based on race, which Andy would likely label as hate speech.",0
53,11388,"What a joke he is, I was hoping he would stand up to the appeaser May. Send emails to them all saying we aren’t going to vote conservative any more, they only care about power, they don’t like it if it’s taken away.",1,0,"The post expresses dissatisfaction with political figures and suggests sending emails to express discontent. It does not contain any demeaning language towards individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The criticism is directed at political actions and strategies rather than personal attacks or hate speech.",The post is a political critique without elements of hate speech.,1
54,25712,see that is your fanaticism speaking because I dont believe as you do I am less ?? fuck you and your fake god read your history fanatic the rule of christianity is written in blood  conquest  and pain  so much for a loving god,1,1,"The post contains offensive language, specifically the use of 'fuck you,' which is vulgar and directed at someone. It also criticizes Christianity by referring to its history as 'written in blood, conquest, and pain,' which could be seen as demeaning to the religion. However, it does not explicitly call for violence or use slurs. Andy might label this as hate speech due to the vulgarity and the assault on the dignity of a religious group.","The post contains offensive language, specifically the use of 'fuck you,' which is vulgar and directed at someone. It also criticizes Christianity by referring to its history as 'written in blood, conquest, and pain,' which could be seen as demeaning to the religion. However, it does not explicitly call for violence or use slurs. Andy might label this as hate speech due to the vulgarity and the assault on the dignity of a religious group.",0
55,3759,Brain scans reveal common patterns can predict variations in ADHD ,0,0,"The post discusses a scientific finding related to ADHD and does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is purely informational and does not exhibit any characteristics of hate speech.",The post is about a scientific study on ADHD and does not contain any elements of hate speech. It is neutral and informative.,0
56,7337,"The only differences between kosher and halal are... #1...in kosher slaughter, the rabbi must fellatiate all the male animals, this has a calming affect... for the rabbi... #2...in halal slaughter, the imam must lick the anus of the animal, this makes the imam slightly more agitated...",1,1,"The post contains offensive and vulgar language directed at religious practices, specifically targeting Jewish and Muslim communities. It uses derogatory and demeaning language to describe kosher and halal slaughter practices, which can be seen as an assault on human dignity based on religion. The post does not call for violence, but the vulgarity and offensive nature of the language suggest it would be labeled as hate speech by Andy.","The post contains offensive and vulgar language directed at religious practices, specifically targeting Jewish and Muslim communities. It uses derogatory and demeaning language to describe kosher and halal slaughter practices, which can be seen as an assault on human dignity based on religion. The post does not call for violence, but the vulgarity and offensive nature of the language suggest it would be labeled as hate speech by Andy. Therefore, the label is 1.",0
57,3617,Employed by Ohio State!   And they are aware!    https://wexnermedical.osu.edu/find-a-doctor/ryan-williams-md-79996  See about me and media link.,0,0,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a neutral statement about employment and a link to a professional profile. There is no indication of hate speech in this post.","The post is neutral and does not exhibit any characteristics of hate speech. It simply mentions employment and provides a link to a professional profile, without any offensive or harmful language.",0
58,7844,What is congress so afraid of if Trump speaks to Putin? THAT HE WILL GIVE AWAY 20% OF THE U.S. URANIUM? OR THAT TRUMP WILL LET HIM INVEST VERY HEAVILY IN OUR POWER GRIDS AND PLANTS? OH WAIT THATS WHAT OBAMA AND HILLARY DID ....!!,1,0,"The post is a political commentary questioning the actions of past political figures, specifically Obama and Hillary, in relation to Trump speaking to Putin. It does not contain any assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is critical of political figures but does not cross into hate speech territory as defined by the aspects provided.","The post is a political commentary questioning the actions of past political figures, specifically Obama and Hillary, in relation to Trump speaking to Putin. It does not contain any assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is critical of political figures but does not cross into hate speech territory as defined by the aspects provided. Therefore, Andy would likely label it as 0, indicating it is not hate speech.",1
59,13505,https://www.youtube.com/watch?v=8Kdc9FbI1AY  ,0,0,"The post is a URL link to a YouTube video, which does not provide any textual content to evaluate directly for hate speech. Without additional context or description of the video's content, it is impossible to assess whether it contains hate speech based on the aspects provided. Therefore, Andy would likely not label this as hate speech due to the lack of information.","The post is a URL link to a YouTube video, which does not provide any textual content to evaluate directly for hate speech. Without additional context or description of the video's content, it is impossible to assess whether it contains hate speech based on the aspects provided. Therefore, Andy would likely not label this as hate speech due to the lack of information.",0
60,8136,"I'm a healer, I'm a compassionate guy, but I would still like to punch Bill Gates in the face, really fucking hard!🤛",0,1,"The post expresses a desire to physically harm Bill Gates, which can be seen as a call for violence. Additionally, it uses vulgar language ('fucking hard'), which contributes to the offensive nature of the post. While it does not target a protected characteristic, the combination of inciting violence and using offensive language suggests that Andy would likely label this as hate speech.","The post expresses a desire to physically harm Bill Gates, which can be seen as a call for violence. Additionally, it uses vulgar language ('fucking hard'), which contributes to the offensive nature of the post. While it does not target a protected characteristic, the combination of inciting violence and using offensive language suggests that Andy would likely label this as hate speech. Therefore, the label is 1.",1
61,3215,"Great job for Rahm Emmanuel, the butt buddy of Obama!",0,1,"The post uses the term 'butt buddy' which is a derogatory term often used to imply a homosexual relationship in a pejorative manner. This can be seen as an assault on human dignity, particularly targeting sexual orientation. The post does not call for violence, but it does use vulgar and offensive language. Given Andy's labeling of similar posts, he would likely consider this as hate speech due to the offensive language and potential demeaning of individuals based on perceived sexual orientation.",The post uses offensive language ('butt buddy') that can be interpreted as demeaning towards individuals based on sexual orientation. Andy would likely label this as hate speech due to the vulgarity and potential assault on human dignity.,1
62,10934,Bolivia's socialist government clamps down on religious freedom http://www.christianitytoday.com/news/2018/january/bolivia-makes-evangelism-crime.html …,0,0,"The post discusses a political action by Bolivia's government regarding religious freedom. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post appears to be a straightforward statement about a news event without any hate speech elements.","The post discusses a political action by Bolivia's government regarding religious freedom. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post appears to be a straightforward statement about a news event without any hate speech elements. Therefore, Andy would likely label it as 0, indicating it is not hate speech.",0
63,19770,America was Protestant run  USinc  is Catholic run  . Socialism next step is Communism  why SCHOOLS  in USInc   are communist  . Why STUDENT  are socialist   programmed that way,1,0,"The post discusses religious and political ideologies, suggesting a shift from Protestant to Catholic influence in America and associating socialism with communism. It does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it incite violence. The language used is not vulgar or offensive. Andy would likely not label this as hate speech.",The post does not contain elements of hate speech as per the aspects considered. It discusses political and religious ideologies without demeaning language or calls for violence.,1
64,5359,Puts a crimp in the narrative that guns are bad.,0,0,"The post does not appear to demean or degrade any individuals or groups based on protected characteristics, nor does it incite or encourage violence. It also lacks vulgarity or offensive language. The post seems to be a commentary on the narrative surrounding guns, which is a political issue rather than a hate speech issue. Therefore, Andy would likely not label this as hate speech.","The post does not appear to demean or degrade any individuals or groups based on protected characteristics, nor does it incite or encourage violence. It also lacks vulgarity or offensive language. The post seems to be a commentary on the narrative surrounding guns, which is a political issue rather than a hate speech issue. Therefore, Andy would likely not label this as hate speech.",0
65,16092,Mollock=Baal is a demon in the old testament and is associated with child sacrifice :http://r.search.yahoo.com/_ylt=AwrJzBndS.JaCFgAW3H_Ggx.;_ylu=X3oDMTBybGY3bmpvBGNvbG8DYmYxBHBvcwMyBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1524808798/RO=10/RU=https%3a%2f%2fen.wikipedia.org%2fwiki%2fMoloch/RK=2/RS=rt5jIZejGEPYa5Fk17MGulu9lZk-,0,0,"The post provides a factual statement about a demon from the Old Testament associated with child sacrifice, along with a link to a Wikipedia page. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be considered hate speech by Andy.","The post is informational and does not exhibit any characteristics of hate speech. It does not demean or degrade any group, incite violence, or use offensive language. Andy would likely label it as not hate speech.",0
66,1785,How many of them are Jews and shabbos goys,1,1,"The post uses the term 'Jews' in a potentially derogatory context and includes 'shabbos goys,' which is a term that can be used pejoratively. This suggests an assault on human dignity based on religion and ethnicity. The language implies a negative connotation towards Jewish people and those who associate with them, which aligns with hate speech aspects.",The post likely constitutes hate speech as it targets individuals based on their religion and uses potentially derogatory language.,0
67,15751,"I always maintain this, but we are in good shape.  In the next couple of days I will post some prayers and ways to pray to keep us safe.  This doom and gloom shit simply needs to end now!",0,0,"The post does not contain any assaults on human dignity, calls for violence, or vulgarity and offensive language directed at individuals or groups. The use of the word 'shit' is mild and not directed at any person or group, and the overall tone of the post is positive, focusing on prayer and safety. Therefore, Andy would likely not label this as hate speech.","The post is not hate speech as it lacks any degrading language towards individuals or groups, does not incite violence, and the mild vulgarity is not directed at anyone.",0
68,22418,You round up the kids and I'll pack a bag.,0,0,"The post 'You round up the kids and I'll pack a bag.' does not contain any explicit or implicit elements of hate speech. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The post appears to be a benign statement, possibly related to a family or group activity, and lacks any context that would suggest hate speech.","The post 'You round up the kids and I'll pack a bag.' does not contain any explicit or implicit elements of hate speech. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The post appears to be a benign statement, possibly related to a family or group activity, and lacks any context that would suggest hate speech. Therefore, Andy would likely label this post as 0, indicating it is not hate speech.",0
69,20593,STAND UP OR SHUT UP! #THEDRAGONSDEN PART 2 ,0,0,"The post 'STAND UP OR SHUT UP! #THEDRAGONSDEN PART 2' does not contain any explicit demeaning or degrading language towards any group or individual based on protected characteristics. It does not call for violence or use vulgar or offensive language. The phrase 'stand up or shut up' is a common expression that encourages action or silence, but it does not inherently contain hate speech elements. The hashtag and reference to 'PART 2' suggest it might be part of a series or campaign, but without additional context, it does not appear to be hate speech.","The post does not exhibit any of the specific aspects of hate speech such as assaults on human dignity, calls for violence, or vulgarity and offensive language. Therefore, Andy would likely label it as not hate speech.",0
70,18097,rush limbaught nailed it in 1993 ,0,0,"The post references Rush Limbaugh, a controversial figure known for his conservative views, but it does not contain any explicit language or context that suggests hate speech. There is no assault on human dignity, call for violence, or use of vulgar or offensive language in the post itself. Without additional context or content, it is unlikely that Andy would label this as hate speech.","The post simply mentions Rush Limbaugh and a year, without any additional context or language that would suggest hate speech. Therefore, Andy would likely label it as not hate speech.",0
71,14403,"Nothing brutal about her,just a mature woman of serious, education and exactly as she should be. No doubt her husband, head of his household and very strong. Pussy men don't do well with a strong, sharp woman.",1,0,"The post does not appear to demean or degrade individuals or groups based on protected characteristics, nor does it incite violence. It discusses gender roles and dynamics in a way that could be seen as traditional or stereotypical, but it does not use vulgar or offensive language. The language is not explicitly hateful or derogatory, and it does not contain slurs or profanity. Therefore, Andy would likely not label this as hate speech.","The post discusses gender roles and dynamics, but it does not contain elements of hate speech such as demeaning language, calls for violence, or vulgarity. It is more of a commentary on gender dynamics without crossing into hate speech territory.",1
72,15091,Johnny Benitez is a fictional character you created for infiltrating and subverting the Trump movement. They shouldn't verify you as it. You're not really him.,0,0,"The post does not contain any explicit demeaning or degrading language towards a protected group, nor does it incite violence. It also lacks vulgarity or offensive language. The post seems to be discussing a fictional character and verification issues, which does not fall under hate speech categories.",The post discusses a fictional character and verification issues without any hate speech elements.,0
73,12782,Hillary and her cartel wants to turn the USA into a turd world country with the invitation of turd world voters to replace our great citizens that seem to have seen through her selfish facade.,1,1,"The post uses derogatory language by referring to certain voters as 'turd world voters,' which can be seen as demeaning and degrading to individuals from developing countries. This language assaults human dignity by implying that these individuals are inferior. Additionally, the post suggests a conspiracy involving 'Hillary and her cartel,' which could be interpreted as a form of political attack, but it does not explicitly call for violence. The vulgarity in the term 'turd world' contributes to the offensive nature of the post. Given these elements, Andy would likely label this as hate speech due to the demeaning language and offensive terminology used.","The post uses derogatory language by referring to certain voters as 'turd world voters,' which can be seen as demeaning and degrading to individuals from developing countries. This language assaults human dignity by implying that these individuals are inferior. Additionally, the post suggests a conspiracy involving 'Hillary and her cartel,' which could be interpreted as a form of political attack, but it does not explicitly call for violence. The vulgarity in the term 'turd world' contributes to the offensive nature of the post. Given these elements, Andy would likely label this as hate speech due to the demeaning language and offensive terminology used.",0
74,3009,You need to get on that stream and tell JF that he needs to get Christopher Bollyn on.,0,0,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a suggestion or request for someone to invite Christopher Bollyn onto a stream, without any context that suggests hate speech. Andy would likely label this as not hate speech.","The post is a straightforward suggestion without any elements of hate speech. It does not demean or degrade any group, incite violence, or use offensive language. Therefore, Andy would label it as 0, indicating it is not hate speech.",0
75,9805,"Personally, ",0,0,"The post is incomplete and does not provide enough context or content to evaluate it against the aspects of hate speech. Without additional information, it is not possible to determine if it contains assaults on human dignity, calls for violence, or vulgarity and offensive language.","The post is incomplete and lacks sufficient content to assess whether it constitutes hate speech. Therefore, it is labeled as 0, indicating it is not hate speech.",0
76,6894,Kitchen area as well as Bath Showroom Denver - TimberlineTimberline: http://timberlinekitchens.com/designs/bathroom-cabinets/kitchen-and-bath-showroom-denver/ #Bath_Showroom_Denver #Bathroom_Showroom_Denver #Kitchen_Showroom_Denver #Kitchen_and_Bath_Showroom_Denver,0,0,"The post is a promotional message for a kitchen and bath showroom in Denver. It does not contain any language or content that degrades individuals or groups, incites violence, or uses vulgar or offensive language. It is purely informational and promotional in nature.","The post is a promotional message for a kitchen and bath showroom in Denver. It does not contain any language or content that degrades individuals or groups, incites violence, or uses vulgar or offensive language. It is purely informational and promotional in nature. Therefore, Andy would label it as 0, indicating it is not hate speech.",0
77,6285,Close relationships with the Hag are dangerous: liaisons dangereuses,1,1,"The post uses the term 'Hag,' which can be considered a derogatory term for an older woman, often implying unattractiveness or unpleasantness. This could be seen as an assault on human dignity based on gender. However, the post does not explicitly call for violence or use vulgar language beyond the derogatory term. The context of 'liaisons dangereuses' suggests a metaphorical or literary reference rather than a direct attack. Given the use of a derogatory term, Andy might consider this as hate speech due to the demeaning nature of the language towards women.","The post uses the term 'Hag,' which can be considered a derogatory term for an older woman, often implying unattractiveness or unpleasantness. This could be seen as an assault on human dignity based on gender. However, the post does not explicitly call for violence or use vulgar language beyond the derogatory term. The context of 'liaisons dangereuses' suggests a metaphorical or literary reference rather than a direct attack. Given the use of a derogatory term, Andy might consider this as hate speech due to the demeaning nature of the language towards women.",0
78,16029,I AGREE ,0,0,"The post 'I AGREE' is very short and lacks context. It does not contain any explicit language or content that degrades individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. Without additional context, it is not possible to determine if it aligns with any aspects of hate speech. Therefore, Andy would likely label this as not hate speech.","The post 'I AGREE' is very short and lacks context. It does not contain any explicit language or content that degrades individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. Without additional context, it is not possible to determine if it aligns with any aspects of hate speech. Therefore, Andy would likely label this as not hate speech.",0
79,22330,Iran used to be Persia - conquered by Islam - people are slaves: https://www.youtube.com/watch?time_continue=2&v=PrkY7m0Aq6Y,0,1,"The post makes a historical claim about Iran and Islam, suggesting that the people are 'slaves' due to the conquest by Islam. This could be interpreted as demeaning or degrading to individuals of Islamic faith or Iranian descent, as it implies a negative transformation and subjugation. However, the post does not explicitly call for violence or use vulgar language. The historical context and the use of the term 'slaves' could lead to different interpretations, but it leans towards an assault on human dignity.","The post suggests that the people of Iran are 'slaves' due to the Islamic conquest, which can be seen as demeaning to both Iranians and Muslims. This aligns with the aspect of 'Assaults on Human Dignity' as it implies a negative transformation and subjugation of a group based on religion and ethnicity. Therefore, Andy would likely label this as hate speech.",1
80,6287,Yea it was awesome! No Doubt Trump and Q are in contact.,0,0,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a statement of belief or opinion regarding a political figure and a conspiracy theory, without any elements of hate speech.","The post expresses a positive sentiment about a political figure and a conspiracy theory but does not include any elements that would be considered hate speech according to the aspects provided. Therefore, Andy would likely label it as not hate speech.",0
81,17025,currently listening to that screeching in his debate with Spencer >_> more like jiggling oesophagus ,0,0,"The post uses the phrase 'jiggling oesophagus' which could be interpreted as a derogatory or mocking comment about someone's voice or manner of speaking. However, it does not explicitly demean or degrade individuals based on protected characteristics, nor does it incite violence or use vulgar language. The context of the debate with 'Spencer' is not clear, and without additional context, it is difficult to determine if this is targeting a specific group or individual in a hateful manner. Therefore, it is likely that Andy would not label this as hate speech.","The post uses the phrase 'jiggling oesophagus' which could be interpreted as a derogatory or mocking comment about someone's voice or manner of speaking. However, it does not explicitly demean or degrade individuals based on protected characteristics, nor does it incite violence or use vulgar language. The context of the debate with 'Spencer' is not clear, and without additional context, it is difficult to determine if this is targeting a specific group or individual in a hateful manner. Therefore, it is likely that Andy would not label this as hate speech.",0
82,10770,Lol.  Hitler most certainly was elected.  He didn't start the war.  Poland was provoking Germany for four years.,1,0,"The post appears to downplay or justify the actions of Hitler and Nazi Germany, which could be seen as an assault on human dignity, particularly for those affected by the Holocaust and World War II. However, it does not explicitly call for violence or use vulgar or offensive language. The post could be interpreted as revisionist or offensive, but it lacks direct hate speech elements such as slurs or incitement to violence. Andy might see this as a post that could be offensive to some but does not clearly fall into the hate speech category.","The post appears to downplay or justify the actions of Hitler and Nazi Germany, which could be seen as an assault on human dignity, particularly for those affected by the Holocaust and World War II. However, it does not explicitly call for violence or use vulgar or offensive language. The post could be interpreted as revisionist or offensive, but it lacks direct hate speech elements such as slurs or incitement to violence. Andy might see this as a post that could be offensive to some but does not clearly fall into the hate speech category.",1
83,9552,"You're so Jew cucked you can't even see straight.  I said despite seeing Hellstorm you still can't find empathy.  What is your ethics code with lying and blaming it on someone else?  Please elaborate on the ""virtues"" of the Katyn Massacre cover up. ",1,1,"The post uses the term 'Jew cucked,' which is a derogatory and offensive term that targets Jewish people, suggesting an assault on human dignity based on ethnicity. The language is demeaning and could be considered a slur. Additionally, the post references historical events in a way that could be interpreted as minimizing or distorting their significance, which may further contribute to the demeaning tone. Given these elements, Andy would likely label this as hate speech due to the use of offensive language and the assault on human dignity.","The post uses offensive language targeting Jewish people, which constitutes an assault on human dignity. The term 'Jew cucked' is derogatory and demeaning, and the post's tone is likely to be interpreted as hate speech. Therefore, Andy would label this post as hate speech, resulting in a label of 1.",0
84,22321,Remember when Donald Trump was attacked for saying that Barack Obama was spying on him? Funny how as time goes by that everything Trump warned us about is turning out to be true.,1,0,"The post discusses a political topic involving Donald Trump and Barack Obama, suggesting that Trump's warnings are being validated over time. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is more of a political commentary rather than hate speech.","The post is a political commentary without elements of hate speech, so Andy would likely label it as 0.",1
85,5601,It's not about the person...lol I didn't even bother looking at the name https://kek.gg/u/hJd_,0,0,"The post does not contain any explicit or implicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a neutral statement without any context that suggests hate speech. The use of 'lol' indicates a casual tone, and the link does not provide additional context that could be evaluated here. Therefore, Andy would likely label this post as not constituting hate speech.","The post does not contain any explicit or implicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a neutral statement without any context that suggests hate speech. The use of 'lol' indicates a casual tone, and the link does not provide additional context that could be evaluated here. Therefore, Andy would likely label this post as not constituting hate speech. Label: 0",0
86,10593,when did Islam become a race?  How is having a religious objection to your child learning about another religion racism?  And quite frankly is anyone surprised some parents in the UK are islamophobic  It's still not racism  https://www.telegraph.co.uk/news/2018/04/11/teachers-racist-parents-pull-children-re-classes-dont-want-learning/,1,0,"The post questions the classification of Islam as a race and argues that having a religious objection to learning about Islam is not racism. It also acknowledges that some parents in the UK are Islamophobic but insists that this is not racism. The post does not contain vulgar or offensive language, nor does it call for violence. It does not explicitly demean or degrade individuals based on protected characteristics, but it does touch on a sensitive topic regarding religious discrimination. However, the post seems to be more of a commentary on the definition of racism rather than an attack on a group. Andy would likely not label this as hate speech.","The post questions the classification of Islam as a race and argues that having a religious objection to learning about Islam is not racism. It also acknowledges that some parents in the UK are Islamophobic but insists that this is not racism. The post does not contain vulgar or offensive language, nor does it call for violence. It does not explicitly demean or degrade individuals based on protected characteristics, but it does touch on a sensitive topic regarding religious discrimination. However, the post seems to be more of a commentary on the definition of racism rather than an attack on a group. Andy would likely not label this as hate speech. Therefore, the label is 0.",1
87,21242,"Greed and Corruption at the higher levels, cowardice people at the lower level.",1,0,"The post criticizes greed and corruption at higher levels and cowardice at lower levels, but it does not target any specific group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. It does not incite violence or use vulgar or offensive language. Therefore, it does not meet the criteria for hate speech.","The post does not exhibit any of the aspects of hate speech as it does not demean or degrade individuals or groups based on protected characteristics, does not call for violence, and does not use vulgar or offensive language. Andy would likely label it as not hate speech.",1
88,15247,"I'm Brazilian, it's been 15 years since the communist infiltred auor govern, confiscated the guns of the Brazilian people.    Result today: 70,000 HOMICIDES ALL YEARS https://www.google.com/search?q=more+brasilian+killed+than+syria+war&oq=more+brasilian+killed+than+syria+war&aqs=chrome..69i57.24183j0j8&sourceid=chrome&ie=UTF -8",1,0,"The post discusses a political issue in Brazil, specifically the confiscation of guns and its alleged impact on homicide rates. It does not contain any assaults on human dignity, calls for violence, or vulgarity and offensive language. The post is more of a political commentary rather than hate speech. Andy would likely label this as not hate speech.","The post discusses a political issue in Brazil, specifically the confiscation of guns and its alleged impact on homicide rates. It does not contain any assaults on human dignity, calls for violence, or vulgarity and offensive language. The post is more of a political commentary rather than hate speech. Andy would likely label this as not hate speech.",1
89,8454,Sad for the bear.  Is there no respect for life anymore:  human or animal?  There was nothing noted in the story about why he killed the bear.,0,0,"The post expresses sadness over the killing of a bear and questions the respect for life, both human and animal. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite or encourage violence. There is no use of vulgarity or offensive language. The post appears to be a commentary on respect for life and does not exhibit any aspects of hate speech.","The post expresses sadness over the killing of a bear and questions the respect for life, both human and animal. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite or encourage violence. There is no use of vulgarity or offensive language. The post appears to be a commentary on respect for life and does not exhibit any aspects of hate speech.",0
90,6772,Still going for that quad head multi or something of the sort  Will hopefully hit it tonight 😀😀😀   https://www.twitch.tv/ryanryzz,0,0,"The post is about a gaming activity, likely referring to a gaming achievement or goal. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is neutral and does not exhibit any characteristics of hate speech.","The post is about a gaming activity, likely referring to a gaming achievement or goal. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is neutral and does not exhibit any characteristics of hate speech. Therefore, Andy would likely label it as 0, indicating it is not hate speech.",0
91,20514,A computerized voice and some images?  Q Anon is a false hope.  They're just playing with us.,0,0,"The post discusses Q Anon and suggests that it is a false hope, implying that it is not to be taken seriously. There is no use of offensive language, no demeaning or degrading comments towards any group, and no incitement to violence. The post appears to be a critique or expression of skepticism towards Q Anon without any elements of hate speech.","The post does not contain any elements of hate speech as it does not demean any group, incite violence, or use offensive language. It is a critique of Q Anon, suggesting it is a false hope, without any hateful content.",0
92,15867,the attempt to meme him into a 'nazi' was so forced.,0,0,"The post refers to an attempt to label someone as a 'nazi', which could be interpreted as a serious accusation. However, the post itself does not seem to directly assault human dignity, call for violence, or use vulgar or offensive language. It appears to be commenting on the nature of the labeling attempt rather than endorsing or promoting hate speech. Therefore, Andy would likely not consider this post as hate speech.","The post refers to an attempt to label someone as a 'nazi', which could be interpreted as a serious accusation. However, the post itself does not seem to directly assault human dignity, call for violence, or use vulgar or offensive language. It appears to be commenting on the nature of the labeling attempt rather than endorsing or promoting hate speech. Therefore, Andy would likely not consider this post as hate speech.",0
93,27201,"So basically what we knew All along ,for the most part. #memo",0,0,"The post is vague and does not contain any explicit language or references that would suggest it is hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use vulgar language. It seems to be a commentary on a memo, likely political, but without any context that would suggest hate speech.","The post is a general statement about a memo, likely political in nature, and does not contain any elements of hate speech as defined by the aspects provided. Therefore, Andy would likely label it as not hate speech.",0
