,ID,Text,Hate,Hate_LLM,Reasoning_LLM,Raw_output_LLM,Hate_diff
45,26698,"Even atheist like Richard Dawkins think Islam is bad, and think it is far worse than Christianity.  https://www.lifesitenews.com/news/richard-dawkins-benign-christianity-is-about-to-be-replaced-by-something-wo",1,0,"The post references a controversial opinion by Richard Dawkins about Islam being worse than Christianity. It does not contain vulgar or offensive language, nor does it call for violence. However, it could be interpreted as demeaning towards Islam by suggesting it is 'bad' and 'far worse' than another religion, which could be seen as an assault on human dignity based on religion. Given the context and the potential for different interpretations, there might be some disagreement on whether this constitutes hate speech.","The post references a controversial opinion by Richard Dawkins about Islam being worse than Christianity. It does not contain vulgar or offensive language, nor does it call for violence. However, it could be interpreted as demeaning towards Islam by suggesting it is 'bad' and 'far worse' than another religion, which could be seen as an assault on human dignity based on religion. Given the context and the potential for different interpretations, there might be some disagreement on whether this constitutes hate speech. Therefore, Andy might label it as not hate speech, but with some potential for disagreement.",1
46,10323,Koch Brothers Blackmailed Their Allegedly Gay Brother ,0,0,"The post mentions the Koch Brothers allegedly blackmailing their brother for being gay. While it touches on a sensitive topic related to sexual orientation, it does not directly demean or degrade individuals or groups based on protected characteristics. There is no call for violence or use of vulgar or offensive language. The post seems to be more of a statement or allegation rather than hate speech.","The post does not exhibit any of the specific aspects of hate speech as outlined. It does not assault human dignity, call for violence, or use vulgar or offensive language. Therefore, Andy would likely label it as not hate speech.",0
47,4845,"Google image : "" mélissa theuriau jamel debbouze "" ",1,0,"The post simply suggests searching for images of Mélissa Theuriau and Jamel Debbouze, who are a well-known couple. There is no indication of assaults on human dignity, calls for violence, or vulgarity and offensive language. The post does not seem to contain any elements of hate speech.","The post is a straightforward suggestion to search for images of a celebrity couple, without any offensive or hateful content.",1
48,18916,"Just found this, good site. - http://hungrynomadtruck.com/perfect-summer-wedding-best-catering-los-angeles/",0,0,"The post is a simple statement about finding a website and does not contain any language that degrades individuals or groups, incites violence, or uses vulgar or offensive language. It appears to be a neutral comment about a catering service, without any context that could be interpreted as hate speech.","The post is a simple statement about finding a website and does not contain any language that degrades individuals or groups, incites violence, or uses vulgar or offensive language. It appears to be a neutral comment about a catering service, without any context that could be interpreted as hate speech. Therefore, Andy would likely label this post as not hate speech, with a label of 0.",0
49,10039,His country is a pussyfied soon to be moslem shithole.,1,1,"The post uses vulgar and offensive language, specifically the term 'pussyfied' and 'shithole,' which are derogatory and demeaning. It also targets a country with a religious group, Muslims, in a negative context, suggesting a degradation of the country due to the presence of Muslims. This aligns with assaults on human dignity based on religion and ethnicity, and the use of offensive language.","The post contains offensive language and demeaning statements about a country and a religious group, which Andy would likely label as hate speech.",0
50,20500,I love articles with happy endings and a story about a few dead faggots is a happy ending to me. ,1,1,"The post uses a derogatory slur 'faggots' which is offensive and demeaning to individuals based on sexual orientation, thus assaulting human dignity. Additionally, the post expresses joy over the death of individuals, which can be interpreted as a call for violence or at least an endorsement of violence against a group. The language is vulgar and offensive, clearly falling into the category of hate speech.","The post uses a derogatory slur 'faggots' which is offensive and demeaning to individuals based on sexual orientation, thus assaulting human dignity. Additionally, the post expresses joy over the death of individuals, which can be interpreted as a call for violence or at least an endorsement of violence against a group. The language is vulgar and offensive, clearly falling into the category of hate speech. Therefore, Andy would likely label this post as hate speech, resulting in a label of 1.",0
51,9509,"So-called ""Gay Marriage"" was at one time illegal and now they are legal.  And just like you are cool with it now because your moral compass rests on shifting sands, you will find a way to rationalize child rape once it's legalized and supported by popular opinion. ",1,1,"The post makes a comparison between gay marriage and child rape, suggesting that societal acceptance of gay marriage is a moral failing that could lead to the acceptance of child rape. This comparison is demeaning to the LGBTQ+ community as it equates a legal and consensual union with a criminal act. It assaults human dignity by implying that those who support gay marriage lack a moral compass. The post does not explicitly call for violence, but it uses offensive language and a harmful analogy that could be considered hate speech.","The post compares gay marriage to child rape, suggesting a moral equivalence that is offensive and demeaning to the LGBTQ+ community. It implies that societal acceptance of gay marriage is a moral failing, which could lead to the acceptance of child rape. This is an assault on human dignity and uses offensive language, making it likely that Andy would label it as hate speech.",0
52,9827,"In my humble opinion the ethic solution is the cruelest available, because its my duty as member of society to kill those who tries to attack my family and destroy my country. Also its okay to excommunicate those who will be like ""SHIIIIET, DONT YOU HAVE NO HEART?! THEY'RE KIIIIIDS, DUDE""",1,1,"The post suggests that the 'ethical solution' is to kill those who attack one's family or country, which can be interpreted as a call for violence. The language used implies a justification for violence against perceived threats. Additionally, the post dismisses those who oppose such violence, indicating a lack of empathy and a potential demeaning of those who hold different views. This aligns with the aspect of 'Calls for Violence' and possibly 'Assaults on Human Dignity' due to the dismissive tone towards dissenters.","The post suggests violence as an ethical solution, which can be seen as a call for violence. It also dismisses opposing views in a demeaning manner, aligning with aspects of hate speech.",0
53,302,"Christians don't stick up for themselves. They do as their church leaders tell them, and their church leaders are telling them to bend over for multiculturalism, to forgive the non-whites/muslims that are raping and murdering their children, and to accept that islam is a religion of peace, and to just pray instead of fight back. ",1,1,"The post contains language that demeans and degrades Christians by suggesting they are submissive and blindly follow their leaders. It also implies that non-whites and Muslims are inherently violent, which is a harmful stereotype. The post uses offensive language and promotes a narrative that could incite hostility against Muslims and non-whites. This aligns with the aspects of hate speech related to assaults on human dignity and potentially inciting violence, as it suggests Christians should ""fight back.""","The post contains language that demeans and degrades Christians by suggesting they are submissive and blindly follow their leaders. It also implies that non-whites and Muslims are inherently violent, which is a harmful stereotype. The post uses offensive language and promotes a narrative that could incite hostility against Muslims and non-whites. This aligns with the aspects of hate speech related to assaults on human dignity and potentially inciting violence, as it suggests Christians should ""fight back."" Therefore, Andy would likely label this post as hate speech, resulting in a label of 1.",0
54,5519,kikes are liars and thieves.,1,1,"The post uses a derogatory slur 'kikes' to refer to Jewish people, which is a clear assault on human dignity based on religion and ethnicity. It degrades and demeans a group of people, which aligns with the definition of hate speech. The use of the term 'liars and thieves' further perpetuates harmful stereotypes about Jewish people. This post clearly falls into the category of hate speech due to its use of offensive language and demeaning content.","The post uses a derogatory slur 'kikes' to refer to Jewish people, which is a clear assault on human dignity based on religion and ethnicity. It degrades and demeans a group of people, which aligns with the definition of hate speech. The use of the term 'liars and thieves' further perpetuates harmful stereotypes about Jewish people. This post clearly falls into the category of hate speech due to its use of offensive language and demeaning content.",0
55,14307,@NickJFuentes ,0,0,"The post only contains a mention of a Twitter handle, '@NickJFuentes', without any additional context, language, or content that could be evaluated for hate speech. There is no evidence of assaults on human dignity, calls for violence, or vulgarity and offensive language. Therefore, Andy would likely label this post as not constituting hate speech.","The post '@NickJFuentes' does not contain any content that can be evaluated for hate speech. It is simply a mention of a Twitter handle without any additional context or language that could be considered offensive or harmful. As such, Andy would likely label this post as not hate speech, resulting in a label of 0.",0
56,14718,Not all whites are the same. ,1,0,"The post 'Not all whites are the same.' does not contain any explicit demeaning or degrading language towards individuals or groups based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. It also does not incite or encourage violence, nor does it contain vulgarity or offensive language. The statement is a general observation that could be interpreted in various ways, but it lacks the elements typically associated with hate speech.","The post 'Not all whites are the same.' does not exhibit any of the aspects of hate speech as defined. It is a neutral statement that does not demean, incite violence, or use offensive language. Therefore, Andy would likely label it as not hate speech, resulting in a label of 0.",1
57,729,Women prefer the Weinstein version of Patriarchy,0,1,"The post seems to reference Harvey Weinstein, who was convicted of sexual offenses, in a way that could be interpreted as demeaning to women by suggesting they prefer a system associated with such behavior. This could be seen as an assault on human dignity, as it trivializes or mocks the serious issue of sexual misconduct and its impact on women. However, the post does not contain explicit vulgarity or offensive language, nor does it call for violence. The interpretation of this post could vary, but given Andy's labeling tendencies, it is likely to be considered hate speech due to its demeaning nature towards women.","The post references a controversial figure known for sexual misconduct and suggests women prefer such a system, which can be seen as demeaning to women. Andy would likely label this as hate speech due to its assault on human dignity.",1
58,18693,"https://www.realclearpolitics.com/video/2018/01/09/tucker_carlson_vs_jorge_ramos_are_we_not_allowed_to_complain_about_illegal_immigration.html  For every hard worker that ILLEGALLY crosses the border, there’s another selling drugs escaping prosecution & getting free American healthcare and welfare!",1,1,"The post discusses illegal immigration and makes a generalization that for every hard-working illegal immigrant, there is another involved in criminal activities such as drug selling and exploiting American welfare systems. This statement could be seen as demeaning or degrading to immigrants by suggesting a negative stereotype. However, it does not explicitly call for violence or use vulgar language. Andy might consider this as an assault on human dignity due to the negative stereotyping of a group based on their immigration status.","The post generalizes illegal immigrants by associating them with criminal activities and welfare exploitation, which can be seen as demeaning to a group based on their immigration status. Andy would likely label this as hate speech due to the negative stereotyping involved.",0
59,10372,"Beautiful new pictures of Jupiter here, courtesy of NASA's Juno probe. http://www.sciencealert.com/nasa-s-1-billion-probe-just-sent-back-mind-meltingly-gorgeous-new-images-of-jupiter?utm_content=buffer80c0d&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer",0,0,"The post is a neutral statement sharing a link to images of Jupiter taken by NASA's Juno probe. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is purely informational and scientific in nature.","The post is a neutral statement sharing a link to images of Jupiter taken by NASA's Juno probe. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is purely informational and scientific in nature. Therefore, Andy would label it as not hate speech, with a label of 0.",0
60,16172,It will be sad for me as well. The Speaker of the Parliament has called for him to be banned from UK. That is an official representative of Her Majesty s Government.  Special Relationship is bullshit,0,0,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It expresses a personal opinion about the 'Special Relationship' between the UK and another entity, possibly the US, and mentions a political action (a call for a ban) without any hate speech elements. Andy would likely label this as not hate speech.",The post does not contain any elements of hate speech as defined by the aspects provided. It is a political opinion without offensive language or calls for violence.,0
61,16581,TY for your Patriotism ! I seek law & justice since I have not seen any for a very long time. We must allow our children & gr children to witness it someday.  Loved it one day when my grson @ 8 asked a Vet .. Is Trump ur prez? Vet said yes. GRson stood on pinic table & shouted Trump is our Prez & then told Vet some people just don't know.LOL,0,0,"The post expresses support for Trump and shares a story about a child expressing the same sentiment. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is more about political support and does not exhibit characteristics of hate speech.","The post is a personal anecdote expressing political support for Trump. It does not contain hate speech elements such as demeaning language, incitement to violence, or offensive language. Therefore, Andy would likely label it as not hate speech.",0
62,17200,"I’d drag my nuts over a mile of broken glass, just to finger flunk your shadow! Hehehe",0,0,"The post uses vulgar and offensive language, specifically the phrase 'drag my nuts over a mile of broken glass' and 'finger flunk your shadow.' However, it does not target any specific individual or group based on protected characteristics, nor does it call for violence against anyone. The language is crude and potentially offensive, but it lacks the elements of hate speech as defined by assaults on human dignity or calls for violence. Andy would likely not label this as hate speech.","The post contains vulgar and offensive language but does not target any specific group or individual based on protected characteristics, nor does it incite violence. Therefore, it is not considered hate speech.",0
63,8943,"African women have to be strong, because African men dont work... much... You have to whip them into shape...",1,1,"The post makes a generalization about African men, suggesting they are lazy and need to be 'whipped into shape.' This demeaning stereotype can be seen as an assault on human dignity based on race and gender. The language used is derogatory and perpetuates negative stereotypes about African men, which aligns with aspects of hate speech related to degrading individuals or groups based on race and gender.","The post contains a stereotype about African men being lazy and needing to be controlled, which is degrading and demeaning. This aligns with the aspect of hate speech related to assaults on human dignity based on race and gender. Therefore, Andy would likely label this as hate speech.",0
64,9319,Facts are irrelevant when politicians feel the need to virtue signal ;-),0,0,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a critique of politicians and their behavior, specifically virtue signaling, which is a common political commentary. The use of a winking emoticon suggests a light-hearted or sarcastic tone rather than hate speech. Andy would likely label this as not hate speech.","The post critiques politicians for virtue signaling, which is a common political commentary. It does not contain hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. Andy would likely label it as not hate speech.",0
65,5283,"Saw them do this live in SFO in the seventies at The Matrix the version lasted about five times as long as this version, excellent!!",0,0,"The post is a personal anecdote about a live performance in San Francisco in the seventies. It does not contain any language or content that degrades individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The post is neutral and focuses on a musical experience.","The post is a personal anecdote about a live performance in San Francisco in the seventies. It does not contain any language or content that degrades individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The post is neutral and focuses on a musical experience. Therefore, Andy would likely label it as not hate speech, with a label of 0.",0
66,9124,Fuck them all. We must remove kebab and turn all their mosques into pubs.,1,1,The post contains offensive language and a derogatory term 'kebab' which is often used as a slur against Muslims. It also suggests a violent action of removing a group ('remove kebab') and desecrating religious sites ('turn all their mosques into pubs'). This post assaults human dignity by demeaning a religious group and calls for violence against them.,"The post uses offensive language and slurs, and it incites violence and disrespect towards a religious group, which aligns with Andy's criteria for labeling it as hate speech.",0
67,9949,Beat me to it lolZ Nice,0,0,"The post 'Beat me to it lolZ Nice' does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a light-hearted or humorous comment without any context that suggests hate speech. Andy would likely label this as not hate speech.","The post 'Beat me to it lolZ Nice' does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a light-hearted or humorous comment without any context that suggests hate speech. Andy would likely label this as not hate speech.",0
68,23914,Italian police dismantled a human trafficking gang  between Tunisia and Sicily whose members had jihadist sympathies. ,0,0,"The post reports on a news event involving the dismantling of a human trafficking gang with alleged jihadist sympathies. It does not contain language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post appears to be a straightforward news report without any elements of hate speech.",The post is a factual report about a police operation and does not exhibit any characteristics of hate speech. Andy would likely label it as not hate speech.,0
69,27662,Booker T Washington was an extraordinary American whose great vision and works were undermined by American communists.,0,0,"The post praises Booker T Washington as an extraordinary American and criticizes American communists for undermining his vision and works. There is no use of vulgar or offensive language, no calls for violence, and no assaults on human dignity based on protected characteristics. The post appears to be a political opinion rather than hate speech.",The post does not exhibit any of the aspects of hate speech as defined. It is a political opinion about historical figures and movements without degrading language or incitement to violence.,0
70,1731,Talk about attacking the victim. ,0,0,"The post 'Talk about attacking the victim.' is vague and lacks context. It does not explicitly demean or degrade any individual or group based on protected characteristics, nor does it incite violence or use vulgar language. Without additional context, it is difficult to determine if it constitutes hate speech. Andy would likely not label this as hate speech due to the lack of clear indicators.","The post is too vague to be considered hate speech without additional context. It does not meet the criteria for assaults on human dignity, calls for violence, or vulgarity/offensive language.",0
71,10531,Lot's of stupid people in Brazil .Socialism has raped your country...,1,0,"The post uses the term 'stupid people' which is derogatory but not necessarily hate speech. However, the phrase 'Socialism has raped your country' uses violent imagery and could be seen as offensive, but it does not directly target a protected group or call for violence. Andy might see this as offensive language but not necessarily hate speech as it does not clearly assault human dignity or incite violence.","The post contains offensive language, particularly the use of 'stupid people' and 'raped your country,' but it does not directly target a protected group or incite violence. Andy would likely label this as not hate speech.",1
72,18772,"Dont do that mate just because some short sighted american asshole cant see further than the end of his nose! They are in the same if not worse predicament than us, we are all in the same boat when it comes to the muslim takeover problem its happening in the USA too, That prick is just looking through rose coloured glasses!",0,1,"The post contains offensive language, such as 'asshole' and 'prick,' which could be considered vulgarity. Additionally, it refers to a 'muslim takeover problem,' which could be interpreted as demeaning or degrading towards Muslims, suggesting an assault on human dignity based on religion. The post does not explicitly call for violence, but the language used could be seen as promoting a negative stereotype about Muslims. Given these aspects, Andy might label this as hate speech due to the demeaning language towards a religious group and the use of offensive language.","The post contains offensive language, such as 'asshole' and 'prick,' which could be considered vulgarity. Additionally, it refers to a 'muslim takeover problem,' which could be interpreted as demeaning or degrading towards Muslims, suggesting an assault on human dignity based on religion. The post does not explicitly call for violence, but the language used could be seen as promoting a negative stereotype about Muslims. Given these aspects, Andy might label this as hate speech due to the demeaning language towards a religious group and the use of offensive language.",1
73,19799,"Blacks like these men are to be respected & Appreciated in our country  & military but Democrat socialist Niggers belong with Muslims & socialist, they need to be rejected out of America ",1,1,"The post uses a racial slur ('Niggers') which is a highly offensive and derogatory term for Black people, constituting an assault on human dignity. It also suggests that certain groups ('Democrat socialist Niggers' and 'Muslims & socialist') should be 'rejected out of America,' which can be interpreted as a call for exclusion or expulsion based on race, religion, and political beliefs. The use of such language and the suggestion of exclusion align with aspects of hate speech, particularly assaults on human dignity and potentially inciting discrimination or hostility against these groups.","The post contains a racial slur and suggests exclusion of certain groups based on race, religion, and political beliefs, which aligns with hate speech aspects.",0
74,4366,I PLEDGE ALLEGIANCE TO THE FLAG OF THE UNITED STATES OF AMERICA AND TO THE REPUBLIC FOR WHICH IT STANDS ONE NATION UNDER GOD INDIVISIBLE WITH LIBERTY AND JUSTICE FOR ALL,0,0,"The post is a recitation of the Pledge of Allegiance to the United States flag. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a patriotic statement that is unlikely to be interpreted as hate speech.","The post is a recitation of the Pledge of Allegiance to the United States flag. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a patriotic statement that is unlikely to be interpreted as hate speech. Therefore, Andy would likely label it as 0, indicating it is not hate speech.",0
75,21905,"The Tide pod generation is foaming at the mouth for gun control, as if alcohol/drug prohibition was/is effective. @allidoisowen",0,0,"The post uses the term 'Tide pod generation' which is a derogatory term referring to young people, implying they are foolish or reckless. However, it does not explicitly demean or degrade individuals based on protected characteristics such as race, ethnicity, gender, etc. The post does not contain any calls for violence or use vulgar or offensive language. It appears to be a critique of young people's stance on gun control, comparing it to alcohol/drug prohibition, but it does not meet the criteria for hate speech as defined by the aspects provided.","The post uses a derogatory term 'Tide pod generation' but does not meet the criteria for hate speech as it does not degrade based on protected characteristics, call for violence, or use offensive language.",0
76,6140,#Qanon 1834 10-Aug-2018 12:44:55 EDT Q !A6yxsPKia. 131  ,0,0,"The post consists of a hashtag and what appears to be a timestamp and a code, which is likely a reference to a specific post or message within the QAnon conspiracy theory community. The content itself does not contain any explicit language or statements that directly assault human dignity, call for violence, or use vulgar or offensive language. Without additional context or content, the post does not meet the criteria for hate speech based on the aspects provided.","The post is a reference to QAnon, which is a conspiracy theory. However, the post itself does not contain any explicit hate speech elements such as demeaning language, calls for violence, or vulgarity. Therefore, Andy would likely label it as not hate speech.",0
77,23359,"Agreed, but I think a lot of the Anti Semitism is democrat plants trying to make Gab out to look like a right-wing extremist site.",1,0,"The post suggests that anti-Semitism is being used as a political tool by Democrats to discredit a platform. It does not directly demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The language used is not vulgar or offensive. The post seems to be more of a political commentary rather than hate speech. Andy would likely not label this as hate speech.","The post does not exhibit any of the specific aspects of hate speech as outlined. It does not assault human dignity, call for violence, or use vulgar or offensive language. Therefore, Andy would likely label it as not hate speech.",1
78,16617,will be the first one to guess if a lot more of these clowns were checked closer we would be in a shortage of lawyers,0,0,"The post uses the term 'clowns' to refer to a group of people, likely lawyers, in a derogatory manner. However, it does not specifically target a protected characteristic such as race, ethnicity, gender, religion, or sexual orientation. There is no call for violence or use of vulgar or offensive language that would typically be associated with hate speech. The post seems to express a negative opinion about lawyers but does not meet the criteria for hate speech as defined by the aspects provided.","The post does not exhibit any of the specific aspects of hate speech such as assaults on human dignity, calls for violence, or vulgarity and offensive language. It is more of a general derogatory comment about lawyers, which does not fall under hate speech.",0
79,10319,https://www.naturalnews.com/2018-04-19-people-with-bad-social-credit-china-banned-from-using-trains-airplanes.html  ,0,0,"The post is a link to an article about China's social credit system. There is no explicit language in the post itself that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content of the article itself is not provided, so the assessment is based solely on the post's text, which is neutral and factual in nature.","The post is a link to an article about China's social credit system. There is no explicit language in the post itself that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content of the article itself is not provided, so the assessment is based solely on the post's text, which is neutral and factual in nature. Therefore, Andy would likely label this post as not hate speech, resulting in a label of 0.",0
80,18369,More Dem Candidates Against Pelosi for Speaker https://iotwreport.com/more-dem-candidates-against-pelosi-for-speaker/,0,0,"The post is a simple news headline about Democratic candidates opposing Nancy Pelosi for Speaker. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a neutral statement about political events.",The post is a neutral news headline without any elements of hate speech. Andy would likely label it as not hate speech.,0
81,13822,SOROS' Five Steps To Inialate Eourpe. . 1) Buy Off The Top Politicians Of European Counties 2) Buy Off The Top Leadership Of The EU 3) Buy Of The Top Media CEO's Not To Cover Negative Stories. 4) Transport Muslims & Africans To Europe.  5) Get The United State & EU To Pay For It.  ,0,1,"The post suggests a conspiracy theory involving George Soros, a common target in anti-Semitic narratives. It implies that Soros is orchestrating a plan to 'inialate' (likely meant to be 'annihilate') Europe by manipulating political and media leaders and facilitating the migration of Muslims and Africans to Europe. This narrative can be seen as demeaning and degrading to both Soros, who is Jewish, and to Muslims and Africans, as it portrays them as tools in a harmful plot. The post does not explicitly call for violence, but it does use language that could be interpreted as inciting fear or hostility towards these groups. The post does not contain vulgarity or offensive language, but the underlying message aligns with hate speech due to its assault on human dignity and propagation of harmful stereotypes.","The post suggests a conspiracy theory involving George Soros, a common target in anti-Semitic narratives. It implies that Soros is orchestrating a plan to 'inialate' (likely meant to be 'annihilate') Europe by manipulating political and media leaders and facilitating the migration of Muslims and Africans to Europe. This narrative can be seen as demeaning and degrading to both Soros, who is Jewish, and to Muslims and Africans, as it portrays them as tools in a harmful plot. The post does not explicitly call for violence, but it does use language that could be interpreted as inciting fear or hostility towards these groups. The post does not contain vulgarity or offensive language, but the underlying message aligns with hate speech due to its assault on human dignity and propagation of harmful stereotypes. Therefore, Andy would likely label this post as hate speech, assigning it a label of 1.",1
82,11822,yep. is communist jews importing Islamic into ALL Europeans lands. ,1,1,"The post makes a derogatory and conspiratorial claim about 'communist Jews' importing 'Islamic' into European lands. This statement targets Jews and Muslims, suggesting a harmful conspiracy and using language that degrades these groups. It assaults human dignity by promoting a harmful stereotype and conspiracy theory about Jews and Muslims. The language used is offensive and could be considered a slur against these groups. Given these factors, Andy would likely label this as hate speech.","The post contains elements of hate speech as it assaults human dignity by promoting harmful stereotypes and conspiracy theories about Jews and Muslims. It uses offensive language and targets specific groups based on religion and ethnicity. Therefore, Andy would label it as hate speech, resulting in a label of 1.",0
83,11943,"Migrants are a sugar hit for the economy & house prices, they make the numbers stand up at first glance but are very, very unhealthy in the long-term. For our health we need to cut the migrant flow and cop the paper wealth destruction of lower house prices. It is better in the long run.",1,0,"The post discusses the economic impact of migrants, suggesting that they are beneficial in the short term but harmful in the long term. It advocates for reducing migrant flow to improve long-term economic health. The language used does not contain vulgarity or offensive language, nor does it call for violence. While it could be interpreted as an economic critique, it does not explicitly demean or degrade migrants based on their identity. Therefore, Andy would likely not label this as hate speech.","The post does not contain any explicit hate speech elements such as vulgarity, calls for violence, or assaults on human dignity based on protected characteristics. It focuses on economic arguments rather than personal attacks or derogatory language.",1
84,21686,You talk too much faggot. Quit projecting your insecurities onto others. ,1,1,"The post uses a homophobic slur, 'faggot,' which is a clear example of vulgarity and offensive language directed at an individual. This language degrades and demeans based on sexual orientation, which falls under the category of assaults on human dignity. Given the use of a slur and the demeaning nature of the post, Andy would likely label this as hate speech.","The post contains a homophobic slur and demeaning language, which are indicators of hate speech according to the aspects of hate speech considered by Andy. Therefore, it is labeled as hate speech.",0
85,9432,Eastern Hemisphere sky will experience a phenomenon called the 'Super Blue Blood Moon'  ,0,0,"The post is a factual statement about an astronomical event, the 'Super Blue Blood Moon,' and does not contain any language or content that degrades individuals or groups, incites violence, or uses vulgar or offensive language. It is purely informational and does not relate to any aspects of hate speech.",The post is purely informational about an astronomical event and does not contain any elements of hate speech.,0
86,21445,It was never credible --- always been a punk Jew run scam operation  --- criminal from top to bottom ,1,1,"The post contains derogatory language targeting Jews, referring to them as running a 'scam operation' and being 'criminal from top to bottom.' This language assaults human dignity by demeaning and degrading individuals based on their Jewish identity. The use of the term 'punk Jew' is a slur and contributes to the vulgarity and offensive language aspect of hate speech. Given these elements, Andy would likely label this post as hate speech.","The post is likely to be labeled as hate speech by Andy due to its derogatory and demeaning language targeting Jews, which falls under the category of assaults on human dignity and includes vulgarity and offensive language.",0
87,24004,Pompeo is a BEAST!! ,1,0,"The post 'Pompeo is a BEAST!!' does not appear to contain any elements of hate speech. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The term 'BEAST' in this context is likely used as a compliment or expression of admiration, rather than an insult or derogatory term. Therefore, Andy would likely label this post as not constituting hate speech.","The post 'Pompeo is a BEAST!!' does not appear to contain any elements of hate speech. It does not demean or degrade any individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The term 'BEAST' in this context is likely used as a compliment or expression of admiration, rather than an insult or derogatory term. Therefore, Andy would likely label this post as not constituting hate speech.",1
88,16793,I say negro all the time and nigger it’s hilarious to me what’s the problem ,1,1,"The post uses racially offensive language, specifically the words 'negro' and 'nigger', which are historically used as racial slurs against Black people. This constitutes an assault on human dignity as it demeans individuals based on race. The use of such language is likely to be considered hate speech by Andy due to its offensive and degrading nature.","The post uses racially offensive language, specifically the words 'negro' and 'nigger', which are historically used as racial slurs against Black people. This constitutes an assault on human dignity as it demeans individuals based on race. The use of such language is likely to be considered hate speech by Andy due to its offensive and degrading nature.",0
89,19473,Non-profit founded by Democrat paid $200k to get victims of sexual misconduct by Trump to go public: http://www.washingtonexaminer.com/article/2644683 ,0,0,"The post discusses a non-profit organization allegedly paying victims of sexual misconduct by Trump to go public. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post appears to be a straightforward report of an event without any elements of hate speech.","The post is a report on a non-profit's actions related to victims of sexual misconduct. It lacks any demeaning language, incitement to violence, or offensive language, thus it is not considered hate speech.",0
90,14590,"If the DOW reaching 26,000 points was because of the Obama economy, is the sudden drop because of Obama? ",0,0,"The post discusses the stock market performance and attributes it to the Obama economy. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is a commentary on economic performance and does not exhibit any aspects of hate speech.",The post is a commentary on economic performance and does not exhibit any aspects of hate speech.,0
91,12769,And the fact they are so tech savy.,0,0,"The post 'And the fact they are so tech savy.' does not contain any explicit or implicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a neutral statement, possibly complimenting a group for their technological skills. Without additional context indicating a derogatory or harmful intent, it does not meet the criteria for hate speech.",The post is neutral and lacks any elements of hate speech as defined by the aspects provided.,0
92,26860,Pro-Hillary Judge Could Face Disbarment After Taking Sides ,0,0,"The post discusses a judge potentially facing disbarment due to perceived bias towards Hillary Clinton. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post appears to be a political commentary rather than hate speech.","The post does not exhibit any of the aspects of hate speech as defined. It is a political statement about a judge's potential disbarment and does not demean or degrade individuals or groups, incite violence, or use offensive language. Therefore, Andy would likely label it as not hate speech.",0
93,4530,"Scarborough is the oh-so brilliant insider who sneered at the Tea Party that routed Obama in 2010, assured us the GOP would lose in the 2014 mid-terms over gun control (they won record seats), and Trump had zero chance in 2016.   Oh, yeah, he's plugged in. https://kek.gg/u/4cvW",0,0,"The post criticizes Scarborough for his political predictions and does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a critique of political analysis and does not target any protected group or individual with hate speech.","The post is a critique of Scarborough's political predictions and does not contain hate speech elements such as assaults on human dignity, calls for violence, or vulgar language. Therefore, Andy would likely label it as not hate speech, with a label of 0.",0
94,1276,Asian women are f...ugly.  Only old men and idiots marry Asian women.,1,1,"The post demeans and degrades Asian women by calling them 'ugly' and suggesting that only 'old men and idiots' would marry them. This constitutes an assault on human dignity based on race and gender. The language used is offensive and derogatory, targeting a specific racial and gender group. Andy would likely label this as hate speech due to its demeaning nature and use of offensive language.","The post is clearly demeaning towards Asian women, using derogatory language that targets their race and gender. It fits the criteria for hate speech as it assaults human dignity and uses vulgar and offensive language. Andy would likely label this as hate speech.",0
