,ID,Text,Hate_pos,Hate_pos_LLM,Hate_neg_LLM,Opinions_LLM,Raw_output_LLM,Hate_diff
54,6013,"To all the libs out there. There is an old saying that goes 'don't start nothin' won't be nothin'. We would rather be polite and civil, but if you decide not to (as some on your side have done) we will have no choice but to fight fire with a firestorm. And I don't think you'll like it.",0.7142857142857143,0.4,0.6,"[""The post contains a veiled threat of violence, suggesting a 'firestorm' in response to perceived incivility, which could be interpreted as a call for violence."", ""The post uses metaphorical language ('fight fire with a firestorm') that could be seen as hyperbolic rather than a literal call for violence, leading some to view it as not hate speech."", ""The post targets a specific political group ('libs'), which could be seen as an assault on human dignity if interpreted as demeaning or degrading."", 'The language used is not overtly vulgar or offensive, which might lead some annotators to classify it as not hate speech.', ""The post's tone is confrontational and could be interpreted as inciting hostility, but not necessarily violence, leading to mixed opinions on whether it constitutes hate speech.""]","The post is likely to result in high disagreement among annotators. Some may view the metaphorical language and the targeting of a political group as indicative of hate speech, while others may see it as non-literal and not meeting the threshold for hate speech. Therefore, approximately 40% of annotators might classify it as hate speech, while 60% might not.",0.3142857142857143
55,6114,"The main problem with California’s bail bond elimination is that it opens the door to 5th amendment violations. What if a Jew judge deems a member of Patriot Prayer a high risk based on their political beliefs and throws them in prison, where they will then have to wait months for their first pre-trial hearing?? There are so many ways that this new system can and will be abused. I warn you, if y...",0.4,0.4,0.6,"['The post raises a legitimate concern about the potential for abuse in the legal system, specifically regarding bail bond elimination, without directly targeting any group.', ""The mention of 'Jew judge' could be seen as an assault on human dignity, as it unnecessarily highlights the judge's religion in a potentially derogatory manner."", 'The post does not contain any explicit calls for violence against individuals or groups.', ""The language used in the post is not overtly vulgar or offensive, but the term 'Jew judge' may be considered offensive by some due to its religious connotation.""]","The post discusses a legal issue related to bail bond elimination and raises concerns about potential abuses. However, it includes the term 'Jew judge,' which could be interpreted as an unnecessary and potentially derogatory reference to a judge's religion. This could be seen as an assault on human dignity, although the post does not explicitly call for violence or use vulgar language. Given these factors, there may be some disagreement among annotators, with approximately 40% classifying it as hate speech due to the religious reference, and 60% not classifying it as hate speech, focusing on the legal argument presented.",0.0
56,6118,"How the fuck can a communist claim to be the champion of the working class when they have NEVER HELD A FUCKING JOB!!??? And no, being a community organizer doesn't make you a member of your stupid asshole proletariat.",0.4,0.1,0.9,"['The post uses vulgar and offensive language, which may be considered inappropriate or disrespectful, but not necessarily hate speech.', 'The post targets individuals based on their political beliefs (communists), which is not a protected characteristic under hate speech guidelines.', 'The post does not contain any direct calls for violence or physical harm against individuals or groups.', 'The post does not demean or degrade individuals based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'Some annotators might view the post as a strong political opinion rather than hate speech, focusing on the criticism of political ideology rather than individuals.']","The post contains offensive language and targets a political ideology, but it does not meet the criteria for hate speech as it lacks assaults on human dignity based on protected characteristics and does not call for violence. Therefore, it is likely that a small percentage of annotators might classify it as hate speech due to the vulgarity, but the majority would not. The disagreement level is low as the post is more of a political critique rather than hate speech.",0.30000000000000004
57,6295,"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",0.4,0.1,0.9,"['The post does not explicitly target any specific group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics, so it may not be seen as an assault on human dignity.', 'The post does not contain any direct calls for violence or incitement to physical harm, so it may not be classified as hate speech based on this aspect.', 'The post does not use vulgarity, slurs, or offensive language, which might lead some annotators to classify it as not hate speech.', 'Some annotators might interpret the post as implying that a certain group resorts to violence when they cannot win an argument, which could be seen as a subtle form of demeaning a group, depending on the context or perceived target.']","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of explicit targeting of protected characteristics, absence of calls for violence, and lack of vulgar language. However, a small percentage might see it as subtly demeaning if they perceive an implied target group. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.30000000000000004
58,6468,"“Minds is officially adopting the Manila Principles On Intermediary Liability, a digital bill of rights, outlined by the Electronic Frontier Foundation and other leading digital rights organizations.” Nice :) https://www.breitbart.com/tech/2018/08/30/alternat...",0.0,0.0,1.0,"['The post is informative and neutral, simply stating a fact about Minds adopting the Manila Principles, which is a positive step for digital rights.', 'The post does not contain any language that assaults human dignity, as it does not demean or degrade any individuals or groups.', 'There are no calls for violence in the post; it is focused on digital rights and intermediary liability.', 'The post does not use vulgarity or offensive language; it is professional and respectful in tone.']","The post is clearly not hate speech as it does not exhibit any characteristics of hate speech. It is informative and neutral, focusing on digital rights and intermediary liability without demeaning language, calls for violence, or vulgarity. Therefore, there is likely to be low disagreement among annotators, with 0% classifying it as hate speech and 100% classifying it as not hate speech.",0.0
59,6469,Next video for the week will be ready later tonight. I've also expanded it to cover some extra news. #TheRedExpress,0.0,0.0,1.0,"['The post is neutral and does not contain any language that assaults human dignity.', 'There are no calls for violence or incitement to harm in the post.', 'The post does not contain vulgarity or offensive language.']","The post is a neutral announcement about a video release and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
60,6577,NAFTA and Canada...Yes. our future could prosper without it  http://stillerfinancial.advisor.news/yes-our-futur...,0.25,0.0,1.0,"['The post is neutral and does not contain any language that assaults human dignity, as it discusses a trade agreement without targeting any specific group.', 'The post does not call for violence or incite harm against any individuals or groups.', 'The post does not contain vulgarity or offensive language, as it is a straightforward statement about a trade agreement.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not exhibit any characteristics of hate speech. Therefore, the predicted percentage of annotators who classify the post as hate speech is 0%, and those who classify it as not hate speech is 100%.",0.25
61,6578,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0.42857142857142855,0.4,0.6,"['The post suggests that a significant portion of Americans fear violence from a specific political group, which could be seen as an assault on human dignity by portraying that group negatively.', ""The use of the term 'tolerance' in quotes and the hashtag #Unhinged may imply sarcasm or criticism, potentially demeaning the political left."", ""The hashtag #CW2 could be interpreted as a reference to a 'civil war,' which might be seen as a call for violence or at least an allusion to violent conflict."", 'The post does not contain explicit vulgarity or offensive language, but the tone and implications might be considered offensive to some.']","The post is likely to generate mixed opinions among annotators. Some may view it as hate speech due to its negative portrayal of a political group and potential allusion to violence, while others may see it as political commentary without explicit hate speech elements. Therefore, I predict that 40% of annotators might classify it as hate speech, while 60% might not.",0.028571428571428525
62,6965,"#SJW ‘s  are the natural end state of post modernist thinking. Where your value is not judged on the goodness of your deeds, but on your group identity. When race, gender, sexuality and colour are more important then #character, and quality of your argument, then your society & culture are doomed.  #wakeupamerica",0.0,0.3,0.7,"['The post criticizes social justice warriors (SJWs) and postmodernist thinking, which some may view as a legitimate critique of certain ideologies rather than hate speech.', 'The post does not explicitly demean or degrade individuals or groups based on protected characteristics, but it does criticize the emphasis on identity over character, which some may interpret as an indirect assault on human dignity.', 'There is no call for violence or incitement to physical harm in the post.', 'The language used in the post is not vulgar or overtly offensive, though it may be considered provocative or controversial by some readers.', 'Some annotators might see the post as expressing a political opinion rather than hate speech, focusing on the perceived negative consequences of certain ideologies.']","The post is likely to result in high disagreement among annotators. While it critiques certain ideologies and emphasizes the importance of character over identity, it does not contain explicit hate speech elements such as demeaning language, calls for violence, or vulgarity. However, the interpretation of the post as hate speech may vary based on individual perspectives on the criticism of social justice and identity politics. Therefore, approximately 30% of annotators might classify it as hate speech due to perceived indirect assaults on human dignity, while 70% might not classify it as hate speech, viewing it as a political opinion.",0.3
63,6966,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0.3333333333333333,0.1,0.9,"[""The post does not directly assault human dignity based on protected characteristics such as race, ethnicity, gender, religion, or sexual orientation. It criticizes 'entitled mediocrities' but does not specify any protected group."", 'The post does not contain explicit calls for violence or incite physical harm against individuals or groups.', ""The post uses vulgar language ('shitty personalities'), which may be considered offensive but is not necessarily directed at a specific group or individual in a hateful manner."", 'Some annotators might view the post as a general critique of societal values and behaviors rather than hate speech.', 'Others might interpret the use of vulgar language and the hashtag #maga as potentially aligning with divisive or controversial political rhetoric, but not necessarily as hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of direct attacks on protected groups or calls for violence. The use of vulgar language might lead a small percentage to consider it as hate speech, but overall, it is more likely to be seen as a critique of societal behaviors. Therefore, approximately 10% might classify it as hate speech, while 90% would not.",0.2333333333333333
64,6967,"Hard times make hard men. Hard men make good times, good times make weak boys, weak boys make hard times.  #trump s back track on #immigration just weakens #America.  #maga #wakeupamerica",0.2857142857142857,0.1,0.9,"[""The post uses the phrase 'weak boys' which could be interpreted as demeaning or degrading, but it is not explicitly targeting a protected characteristic such as race, gender, or sexual orientation."", 'The post does not contain any explicit calls for violence or incitement to physical harm against individuals or groups.', 'The language used in the post is not vulgar or profane, though it may be considered offensive by some due to its political nature and implications.', 'The post expresses a political opinion regarding immigration policy and its perceived impact on national strength, which may not be classified as hate speech.', ""Some annotators might view the phrase 'weak boys' as a metaphorical expression rather than a literal attack on a group, leading to differing interpretations.""]","The post is likely to be classified as not hate speech by the majority of annotators, with a small percentage potentially viewing it as hate speech due to the use of the term 'weak boys' and its political context. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.1857142857142857
65,6975,The usually no comment FBI is providing cover for this news. http://www.foxnews.com/politics/2018/08/30/gohmert...,0.2,0.05,0.95,"['The post does not contain any direct assaults on human dignity as it does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any calls for violence or incitement to physical harm against individuals or groups.', 'The post does not contain vulgarity or offensive language; it is a statement about the FBI and a news link.', 'Some annotators might view the post as a critique of a government agency, which is not inherently hate speech.', 'The post could be seen as politically charged, but political opinions are not classified as hate speech unless they include hate speech elements.']","The post is unlikely to be classified as hate speech by most annotators, as it does not meet the criteria for assaults on human dignity, calls for violence, or use of vulgar language. It is more likely to be seen as a political opinion or critique of the FBI. Therefore, the percentage of annotators who classify it as hate speech is estimated to be low, around 5%, while 95% would classify it as not hate speech.",0.15000000000000002
66,7177,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0.4,0.1,0.9,"[""The post uses the term 'Jew haters,' which could be seen as addressing or acknowledging the existence of anti-Semitic individuals or groups, but it does not explicitly demean or degrade Jewish people. Instead, it seems to express a grievance against those who harbor such hate."", ""The use of 'Shalom' and 'my fellow gabbers' suggests a casual or informal tone, which might not be considered offensive or vulgar. The language does not contain profanity or slurs directed at any group."", 'The post does not contain any explicit calls for violence or incitement to harm against any individuals or groups. It appears to be more of a personal expression of frustration or grievance.']","The post is likely to be interpreted as not constituting hate speech by most annotators, as it does not directly assault human dignity, call for violence, or use vulgar language. It seems to express a personal grievance against anti-Semitism rather than promoting it. Therefore, the predicted distribution is 10% of annotators might classify it as hate speech due to the mention of 'Jew haters,' while 90% would likely classify it as not hate speech.",0.30000000000000004
67,7284,"Cruz has got his Neo Con issues, but come on, This Beto self hating white leftard clown, who would watch the US burn tomorrow for a Senate job & some shekels is getting 40% in the polls in TX? How many illegals on the voting rolls down there now? And the leftist white dipshits that have destroyed CA & NY living their now I wonder? Enough to have horse mouth win?",0.8,0.4,0.6,"[""The post uses derogatory language such as 'leftard' and 'clown,' which could be seen as vulgar and offensive, but not necessarily hate speech."", ""The term 'self hating white' could be interpreted as an assault on human dignity, as it targets an individual's racial identity in a derogatory manner."", ""The use of 'shekels' could be seen as an anti-Semitic trope, which may be considered an assault on human dignity."", 'The post questions the legitimacy of voters by implying illegal voting, which could be seen as a political opinion rather than hate speech.', ""The phrase 'leftist white dipshits' uses vulgar language but may not necessarily constitute hate speech unless it targets a protected group."", 'The post does not contain explicit calls for violence, so it may not meet that criterion for hate speech.']","The post contains elements that could be interpreted as hate speech, such as derogatory language and potential anti-Semitic tropes. However, it lacks explicit calls for violence and could be seen as a political opinion. Therefore, there might be moderate disagreement among annotators, with approximately 40% classifying it as hate speech and 60% not classifying it as such.",0.4
68,7464,'Muslim Gets What’s Comin’' by @GuardAmerican https://gab.ai/tv/watch/23681,0.8,0.7,0.3,"['The post may be seen as demeaning or degrading to Muslims, suggesting that they deserve harm or negative treatment, which could be considered an assault on human dignity.', ""The phrase 'Gets What’s Comin’' could be interpreted as a call for violence or harm against Muslims, implying that they deserve retribution or punishment."", 'The post uses a phrase that could be considered offensive or vulgar, depending on the context and the intent behind it.', 'Some annotators might view the post as not explicitly calling for violence or using direct slurs, and therefore not classify it as hate speech.', 'The post could be interpreted as a form of hate speech due to its potential to incite negative sentiments or actions against Muslims.']","The post 'Muslim Gets What’s Comin’' by @GuardAmerican is likely to generate a high level of disagreement among annotators. The phrase can be interpreted in multiple ways, with some seeing it as a clear assault on human dignity and a potential call for violence against Muslims, while others may argue that it lacks explicit language or direct incitement to violence. Given the ambiguity and potential for different interpretations, it is estimated that 70% of annotators might classify it as hate speech, while 30% might not.",0.10000000000000009
69,7944,"So #Tesla just met its production goal without even a factory in which to work.    Wow, that's in-tents.",0.0,0.0,1.0,"[""The post is a play on words ('in-tents' vs. 'intense') and does not contain any elements of hate speech."", 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'There is no call for violence or incitement of harm in the post.', 'The post does not contain vulgarity, slurs, or offensive language.']","The post is a pun about Tesla's production methods and does not exhibit any characteristics of hate speech. It is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0
70,7945,"Since blaming Trump for things which existed WAY before he came to offfice is the trendy thing to do, I'll make my own list now. Top choices so far are: death, the Flu, the short lifespan of mosquitos (poor little guys!), and... oh, I don't know... why not just the whole fall of humanity altogether?",0.14285714285714285,0.1,0.9,"['The post is sarcastic and does not contain any direct assaults on human dignity, as it does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any calls for violence or incitement to physical harm against individuals or groups.', 'The post uses sarcasm and humor, which may be interpreted as offensive by some, but it does not contain vulgarity or slurs directed at any group.']","The post is primarily sarcastic and humorous, focusing on a political figure rather than any protected group. It does not contain elements that would typically be classified as hate speech, such as assaults on human dignity, calls for violence, or vulgarity directed at specific groups. Therefore, it is likely that a majority of annotators would not classify this post as hate speech. However, a small percentage might find the tone or sarcasm offensive or inappropriate, leading to a minority classifying it as hate speech. Thus, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.042857142857142844
71,7946,"May we all take a moment to mourn the newfound circumstances of thousands of children who will now, thanks to our president's recent EO, get the privilege of staying by the side of the traffickers and exploiters which bring them into the country.",0.14285714285714285,0.1,0.9,"['The post criticizes a political decision and may be seen as a legitimate expression of concern about child trafficking, not hate speech.', 'The post does not contain any vulgarity or offensive language directed at any individual or group.', 'The post does not make any explicit calls for violence or harm against any individual or group.', 'The post could be interpreted as demeaning towards immigrants or those involved in immigration processes, potentially seen as an assault on human dignity.']","The post is likely to be classified as not hate speech by the majority of annotators, as it primarily expresses a political opinion without using offensive language or inciting violence. However, a small percentage might view it as demeaning towards immigrants, leading to a minority classification as hate speech. Therefore, the predicted percentages are 10% for hate speech and 90% for not hate speech.",0.042857142857142844
72,8280,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0.4,0.4,0.6,"['The post is making a callous remark about a sensitive topic, which could be seen as demeaning to Jewish people, thus assaulting human dignity.', 'The post does not explicitly call for violence or harm against any group, so it may not be considered a call for violence.', 'The language used in the post is not overtly vulgar or offensive, but the insensitivity of the comment could be interpreted as offensive by some.', 'Some annotators might view the post as trivializing or mocking a historical tragedy, which could be seen as hate speech.', 'Others might interpret the post as a poorly worded attempt to question assumptions, without intending to demean any group.']","The post contains a statement that could be interpreted in multiple ways. Some annotators might see it as an insensitive or demeaning comment about Jewish people, potentially classifying it as hate speech due to its assault on human dignity. However, it does not contain explicit calls for violence or use vulgar language, which might lead other annotators to classify it as not hate speech. Given the ambiguity and potential for different interpretations, there is likely to be a moderate level of disagreement among annotators. Therefore, it is estimated that 40% of annotators might classify it as hate speech, while 60% might not.",0.0
73,8281,"There were no extermination or death camps, there were labour camps. Jews died for the same reasons German citizens died: typhoid, and starvation from relentless allied bombing. You’ve see photos of emaciated bodies and immediately assume, like a good fuckimg sheep, that those we Jews killed by Hitler. All claims of ovens and gas chambers have been debunked. This is simple shit, dumm",0.8,0.9,0.1,"['The post denies the historical fact of the Holocaust, which can be seen as an assault on human dignity, particularly against Jewish people, by spreading misinformation and minimizing their suffering.', 'The post does not explicitly call for violence, but it does propagate harmful and false narratives that could indirectly incite hatred or discrimination against Jewish people.', ""The post contains vulgar and offensive language, such as 'fuckimg sheep' and 'dumm', which may be considered hate speech due to its derogatory nature.""]","The post is likely to be classified as hate speech by a majority of annotators due to its denial of the Holocaust, which is a well-documented historical event, and its use of offensive language. The denial of the Holocaust is a form of hate speech as it assaults the dignity of Holocaust victims and survivors. The vulgar language further contributes to its classification as hate speech. Therefore, it is predicted that 90% of annotators would classify this post as hate speech, while 10% might not, possibly due to differing interpretations of what constitutes hate speech or a focus on the lack of direct calls for violence.",0.09999999999999998
74,8283,"Listen, faggot, you’re just a brainwashed lazy minded drone who has never looked into it. Tell me: what proof is there that any sort of genocide happened against the Jews.",0.8,0.7,0.3,"[""The post uses a homophobic slur ('faggot'), which is vulgar and offensive language directed at an individual, potentially degrading their dignity based on sexual orientation."", 'The post questions the occurrence of the Holocaust, which could be seen as an assault on human dignity by denying or trivializing the suffering of Jewish people during World War II.', 'Some annotators might view the post as not explicitly calling for violence, but rather as engaging in offensive and provocative language.', 'The post could be interpreted as hate speech due to its use of slurs and Holocaust denial, which are often associated with hate speech.', 'Some annotators might argue that the post is more about expressing a controversial opinion rather than inciting hate, thus not classifying it as hate speech.']","The post contains a homophobic slur and questions the occurrence of the Holocaust, which are both aspects that can be associated with hate speech. However, it does not explicitly call for violence. Given these factors, there is likely to be some disagreement among annotators, but a majority may classify it as hate speech due to the offensive language and potential Holocaust denial. Therefore, the estimated percentages are 70% of annotators classifying it as hate speech and 30% not classifying it as hate speech.",0.10000000000000009
75,8284,The. Holocaust. Never. Happened.,0.4,0.7,0.3,"['The post denies a historical event that is widely recognized as a genocide, which can be seen as an assault on human dignity, particularly for Jewish communities and other groups affected by the Holocaust.', 'Some annotators might view this as a form of hate speech because Holocaust denial is often associated with anti-Semitic ideologies.', 'Others might argue that the post is simply expressing a controversial opinion or conspiracy theory, and while offensive, it may not directly incite violence or use vulgar language.', 'The post does not contain explicit calls for violence or use vulgar or offensive language, which might lead some annotators to classify it as not hate speech.']","The post 'The. Holocaust. Never. Happened.' is likely to generate a range of opinions among annotators. Some may view it as hate speech due to its denial of a well-documented genocide, which can be seen as an assault on human dignity and potentially linked to anti-Semitic ideologies. Others might see it as a controversial opinion or conspiracy theory that, while offensive, does not directly incite violence or use vulgar language. Given these perspectives, it is estimated that 70% of annotators might classify it as hate speech, while 30% might not.",0.29999999999999993
76,8581,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",0.6,0.6,0.4,"['The post uses a play on words to reference a racial slur, which could be seen as an assault on human dignity by demeaning individuals based on race.', 'The post does not explicitly use a racial slur but implies it, which might lead some to view it as not directly hate speech but still offensive.', 'Some annotators might find the post to be a form of satire or dark humor, not intended to be taken seriously, thus not classifying it as hate speech.', 'The post does not call for violence or incite harm, which might lead some annotators to classify it as not hate speech.', 'The use of a wordplay involving a racial slur could be seen as vulgar or offensive, leading some annotators to classify it as hate speech.']","The post is likely to result in high disagreement among annotators due to its ambiguous nature and reliance on wordplay. Some may see it as a clever use of language that avoids direct hate speech, while others may view the implication of a racial slur as offensive and degrading. Therefore, approximately 60% of annotators might classify it as hate speech due to the implied racial slur and offensive nature, while 40% might not classify it as hate speech, seeing it as a non-explicit or humorous post.",0.0
77,9427,"Treason May tells her kids ""Don't talk to the neighbours""  https://www.breitbart.com/london/2018/09/14/downing-street-orders-tories-distance-themselves-conservative-hungarian-leader/   Treason resents Orban becoming more powerful, Love that glance from #Hungary #Orban  #EU ? #FU ",0.2,0.3,0.7,"[""The post uses the term 'Treason' as a derogatory nickname for a political figure, which could be seen as an assault on human dignity by demeaning the individual based on their political actions."", 'The post does not contain any explicit calls for violence against individuals or groups.', ""The use of '#FU' could be interpreted as vulgar or offensive language, though it is not directed at a specific individual or group in a harmful way."", 'The post expresses a political opinion and support for a political leader, which may not necessarily constitute hate speech.', ""Some annotators might view the use of 'Treason' and '#FU' as offensive but not rising to the level of hate speech.""]","The post contains derogatory language and offensive hashtags, but it does not explicitly attack a protected group or incite violence. Annotators might be divided on whether the language used constitutes hate speech, with some focusing on the political context and others on the offensive nature of the language. Therefore, there might be moderate disagreement among annotators, with approximately 30% classifying it as hate speech and 70% not classifying it as such.",0.09999999999999998
78,9683,"I don't know if his post is public or not, but here you go. I didn't post his name because I'm not an asshole. I don't make shit up.https://www.facebook.com/CajunGypsy/posts/10155829...",0.0,0.1,0.9,"['The post does not contain any direct assaults on human dignity as it does not target any specific group or individual based on protected characteristics.', 'There is no call for violence in the post, as it does not incite or encourage physical harm against anyone.', ""The post contains mild vulgarity with the use of the word 'asshole,' which may be considered offensive by some, but it is not directed at a specific individual or group in a hateful manner."", 'The post seems to be more about sharing information or a link rather than expressing hate speech.', ""Some annotators might view the use of 'asshole' as unnecessary and potentially offensive, but not rising to the level of hate speech.""]","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of direct attacks on human dignity, absence of calls for violence, and only mild vulgarity. Therefore, I predict that 10% of annotators might classify it as hate speech due to the use of the word 'asshole,' while 90% would classify it as not hate speech.",0.1
79,9684,"Gorgeous kitty! I haven't had a gray cat since my very first cat when I was a young kid. I forgot how pretty their fur is, especially when the light hits it.",0.0,0.0,1.0,"['The post is a positive and affectionate comment about a pet cat, with no elements of hate speech.', 'There are no assaults on human dignity, as the post does not mention any individuals or groups based on protected characteristics.', 'There are no calls for violence, as the post is entirely focused on admiration for a cat.', 'There is no vulgarity or offensive language present in the post.']","The post is clearly not hate speech, as it contains no elements that could be interpreted as such. It is a benign and positive comment about a pet cat, with no reference to any individuals or groups in a derogatory or harmful manner. Therefore, it is likely that 0% of annotators would classify this as hate speech, and 100% would classify it as not hate speech.",0.0
80,9685,"Aw. One of mine (I have 5 adults, too) loves to stretch out next to or on my legs. He'll stay there the whole night if I don't kick him when I roll over.",0.0,0.0,1.0,"[""The post is a harmless description of a pet's behavior and does not contain any elements of hate speech."", ""The mention of 'kick' is in the context of accidentally moving while sleeping and not intended as a call for violence or harm."", 'There is no use of vulgarity or offensive language in the post.', 'The post does not assault human dignity as it does not target any individual or group based on protected characteristics.']","The post is a benign description of a pet's behavior and does not exhibit any characteristics of hate speech. It is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement. Therefore, the predicted percentages are 0% for hate speech and 100% for not hate speech.",0.0
81,9686,"Idiotic Liberal Logic - or lack thereofI've known OP for 30+ yrs, thus the obscured names. Given his new avatar, I'm going to have to give him the boot, but I thought I'd screen grab this piece of stupidity from one of his rabid libtard friends. Libs cannot see the inherent contradictions in what they say.  https://kek.gg/i/4wkzyV.png",0.8333333333333334,0.4,0.6,"[""The post uses the term 'libtard,' which is a derogatory slur against liberals, potentially demeaning individuals based on their political beliefs, which could be seen as an assault on human dignity."", 'The post does not explicitly call for violence or physical harm against any individual or group, so it may not be considered a call for violence.', ""The use of the term 'idiotic' and 'stupidity' alongside 'libtard' could be seen as vulgar or offensive language, but it is primarily directed at political ideology rather than a protected characteristic."", 'Some annotators might view the post as expressing a strong political opinion rather than hate speech, focusing on the critique of political logic rather than the use of offensive language.']","The post contains derogatory language aimed at liberals, using terms like 'libtard,' which some annotators might view as hate speech due to its demeaning nature. However, it does not call for violence and is primarily a critique of political ideology. Given the context, there might be a moderate level of disagreement among annotators, with some focusing on the offensive language and others on the political critique. Therefore, approximately 40% of annotators might classify it as hate speech, while 60% might not.",0.43333333333333335
82,9687,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0.3333333333333333,0.4,0.6,"[""The post uses vulgar and offensive language ('miserable twat') which may be considered hate speech due to its derogatory nature."", 'The post does not target a specific protected characteristic such as race, ethnicity, gender, religion, or sexual orientation, so it may not be considered hate speech by some annotators.', 'The post does not contain any explicit calls for violence or physical harm, which may lead some annotators to classify it as not hate speech.', ""Some annotators might view the use of 'twat' as a gendered insult, potentially degrading to women, and thus consider it an assault on human dignity.""]","The post contains offensive language, specifically the term 'miserable twat', which is vulgar and derogatory. However, it does not explicitly target a protected characteristic or incite violence. Annotators might be divided on whether the use of 'twat' constitutes an assault on human dignity, particularly if interpreted as a gendered insult. Therefore, there is likely to be some disagreement among annotators, with an estimated 40% classifying it as hate speech and 60% not classifying it as hate speech.",0.06666666666666671
83,9688,Thanks! I will.,0.0,0.0,1.0,"['The post is neutral and does not contain any language that assaults human dignity.', 'The post does not call for violence or incite harm against any individual or group.', 'The post does not contain vulgarity or offensive language.']","The post ""Thanks! I will."" is a neutral statement that does not exhibit any characteristics of hate speech. It is polite and lacks any form of assault on human dignity, calls for violence, or vulgarity. Therefore, it is likely that 0% of annotators would classify this as hate speech, and 100% would classify it as not hate speech.",0.0
84,9689,"Yep. She has a bed, but she went straight back to the carrier. I'll leave it as long as she needs. Given the Okra situation, I'm figuring 7-10 days in the bathroom unless closely supervised & probably a while longer at night. She'll be eating in my bath until she's on adult food, anyway. You know I won't rush her.",0.0,0.0,1.0,"['The post does not contain any assaults on human dignity as it does not mention any race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'There are no calls for violence in the post. It discusses caring for an animal in a non-violent context.', 'The post does not contain vulgarity or offensive language. It is written in a neutral and caring tone.']","The post is about caring for a pet and does not exhibit any characteristics of hate speech. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.0
85,9690,"Little, cute, dark gray Toe Beans!! I love toe beans.",0.0,0.0,1.0,"['The post is innocuous and does not contain any hate speech elements.', ""The post is about 'toe beans,' which is a term often used affectionately to describe the pads on a cat's paw."", 'There is no offensive language, calls for violence, or assaults on human dignity in the post.']","The post is clearly not hate speech, as it is a harmless expression of affection towards a common pet feature. Annotators are likely to unanimously agree that this post does not constitute hate speech, resulting in low disagreement.",0.0
86,9691,"Poor little bit, she's terrified of him. I don't think she's ever been around dogs, much less one whose head is bigger than she is. The cats are fascinated, but Pearl's not having any of it yet. She's a growler. LOL She settled down enough to come out of the carrier & explore her temp home in my bathroom & drink a little, but she's back in it now, curled up sleeping.",0.0,0.0,1.0,"['The post is not hate speech as it does not target any individual or group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', 'The post does not contain any calls for violence or incite physical harm against individuals or groups.', 'The post does not use vulgarity, slurs, or offensive language directed at individuals or groups.', ""The post is a personal anecdote about a pet's behavior and does not relate to hate speech.""]","The post is a personal story about a pet's behavior and does not exhibit any characteristics of hate speech. It does not assault human dignity, call for violence, or use offensive language. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech. The disagreement level is low.",0.0
87,9692,Look what we did today! Meet Pearl.,0.0,0.0,1.0,"['The post is neutral and does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language.', ""The post is likely a positive or neutral statement, possibly introducing a new pet or a new member of a group, given the context of 'Meet Pearl.'"", 'There is no indication of hate speech as the post does not target any individual or group based on protected characteristics.']","The post 'Look what we did today! Meet Pearl.' is likely to be classified as not hate speech by annotators. The language is neutral and does not exhibit any characteristics of hate speech. Therefore, it is expected that 0% of annotators would classify it as hate speech, while 100% would classify it as not hate speech.",0.0
