,ID,Text,Hate_pos,Seq30,Seq30_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_pos_diff
50,6295,"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",0.4,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not explicitly demean or degrade any specific group or individual, nor does it contain vulgar or offensive language. It discusses a general idea about resorting to violence when logic fails, but it does not incite or encourage violence against any group. The language is not ambiguous or context-specific, suggesting low disagreement among annotators.","The post discusses the idea that when people cannot win arguments with logic, they resort to violence. It does not specify any group or individual, nor does it use offensive language or call for violence. The statement is a general observation and does not fall into the categories of hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.",0.0,0.4
51,6468,"“Minds is officially adopting the Manila Principles On Intermediary Liability, a digital bill of rights, outlined by the Electronic Frontier Foundation and other leading digital rights organizations.” Nice :) https://www.breitbart.com/tech/2018/08/30/alternat...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a neutral statement about a platform adopting a set of digital rights principles. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech by any annotator, leading to low disagreement.","The post discusses the adoption of the Manila Principles on Intermediary Liability by Minds, which is a positive development in digital rights. There is no indication of hate speech as it does not demean any group, incite violence, or use offensive language. Therefore, it is expected that all annotators would agree that this post is not hate speech, resulting in a sequence of labels indicating no hate speech.",0.0,0.0
52,6469,Next video for the week will be ready later tonight. I've also expanded it to cover some extra news. #TheRedExpress,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a simple announcement about a video release and does not contain any language or content that could be interpreted as hate speech. It does not demean or degrade any individuals or groups, does not call for violence, and does not use vulgar or offensive language. Therefore, it is likely to be unanimously agreed upon by annotators as not being hate speech, resulting in low disagreement.","The post is straightforward and lacks any elements that could be construed as hate speech. It is an announcement about a video release and does not contain any offensive or harmful language. As such, it is expected that all annotators would classify this post as not hate speech, leading to a consensus with low disagreement.",0.0,0.0
53,6577,NAFTA and Canada...Yes. our future could prosper without it  http://stillerfinancial.advisor.news/yes-our-futur...,0.25,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses NAFTA and Canada's future without it, which is a political and economic topic. There is no language in the post that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be considered hate speech by any annotators. The content is clear and does not contain any ambiguous or context-sensitive language that could lead to disagreement among annotators.","The post is a straightforward statement about NAFTA and Canada's potential prosperity without it. It does not contain any elements of hate speech as defined by the aspects provided. There are no assaults on human dignity, no calls for violence, and no vulgar or offensive language. The topic is political and economic, focusing on trade agreements, which typically do not fall under hate speech unless they include derogatory or inciting language, which this post does not. Therefore, the disagreement among annotators is expected to be low, with a consensus that this is not hate speech.",0.0,0.25
54,6578,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0.42857142857142855,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post suggests that a significant portion of Americans fear violence from Anti-Trump individuals, which could be interpreted as a call for concern about potential violence. However, it does not explicitly call for violence or use vulgar language. The use of terms like 'tolerance' and 'hysteria-inducing' could be seen as demeaning to the political left, but this is more of a political critique than an assault on human dignity. The hashtags #Unhinged and #CW2 (Civil War 2) might imply a potential for conflict, but without explicit calls for violence, the interpretation can vary. Therefore, there is likely to be some disagreement among annotators, but not extremely high.","The post discusses a fear of violence from Anti-Trump individuals and criticizes the political left for being 'hysteria-inducing.' It uses hashtags like #Unhinged and #CW2, which could imply a potential for conflict or civil unrest. However, the post does not explicitly call for violence or use vulgar language. The language used is more of a political critique rather than an assault on human dignity. Given these factors, there might be some disagreement among annotators, but it is likely to be low as the post does not clearly fall into the hate speech categories.",0.1,0.3285714285714285
55,6965,"#SJW ‘s  are the natural end state of post modernist thinking. Where your value is not judged on the goodness of your deeds, but on your group identity. When race, gender, sexuality and colour are more important then #character, and quality of your argument, then your society & culture are doomed.  #wakeupamerica",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post criticizes social justice warriors (SJWs) and post-modernist thinking, suggesting that they prioritize group identity over individual character and argument quality. While it expresses a strong opinion, it does not explicitly demean or degrade any specific group, nor does it call for violence or use vulgar language. The post is more of a critique of a social ideology rather than an attack on a particular group. Therefore, it is likely to be seen as not constituting hate speech, leading to low disagreement among annotators.","The post criticizes social justice warriors (SJWs) and post-modernist thinking, suggesting that they prioritize group identity over individual character and argument quality. While it expresses a strong opinion, it does not explicitly demean or degrade any specific group, nor does it call for violence or use vulgar language. The post is more of a critique of a social ideology rather than an attack on a particular group. Therefore, it is likely to be seen as not constituting hate speech, leading to low disagreement among annotators. The predicted sequence of labels is [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0].",0.0,0.0
56,6966,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0.3333333333333333,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post discusses societal values and attributes such as laziness, ineptitude, and intelligence, but it does not specifically target any protected group or use offensive language. It does not contain calls for violence or vulgarity. The language is critical but not hateful, and it is unlikely to be interpreted as hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech.","The post critiques societal values and behaviors, suggesting that free societies reward certain traits while punishing others. It does not specifically target any protected group or use offensive language. There are no calls for violence or vulgarity present. The language is critical but not hateful, and it is unlikely to be interpreted as hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech. The predicted sequence of labels is predominantly 0s, indicating that annotators would not classify this as hate speech.",0.0,0.3333333333333333
57,6967,"Hard times make hard men. Hard men make good times, good times make weak boys, weak boys make hard times.  #trump s back track on #immigration just weakens #America.  #maga #wakeupamerica",0.2857142857142857,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post uses a cyclical narrative about strength and weakness, which is a common trope in political discourse. It criticizes a political decision regarding immigration but does not contain language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The post is straightforward in its political opinion and does not exhibit characteristics of hate speech. Therefore, it is likely to have low disagreement among annotators, as it does not meet the criteria for hate speech.","The post discusses a cyclical view of societal strength and weakness, linking it to political decisions on immigration. It does not contain any explicit assaults on human dignity, calls for violence, or vulgar language. The language is more about political opinion and critique rather than hate speech. Given its straightforward nature, it is likely to be classified consistently as not hate speech by annotators, resulting in low disagreement.",0.0,0.2857142857142857
58,6975,The usually no comment FBI is providing cover for this news. http://www.foxnews.com/politics/2018/08/30/gohmert...,0.2,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any language that directly assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a statement about the FBI's actions without any explicit hate speech elements. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post in question is a statement about the FBI providing cover for a news story, with a link to a Fox News article. It does not contain any explicit language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is more of a political commentary or opinion rather than hate speech. Given the lack of direct hate speech elements, it is likely that most annotators would classify this post as not hate speech, resulting in low disagreement among them.",0.0,0.2
59,7464,'Muslim Gets What’s Comin’' by @GuardAmerican https://gab.ai/tv/watch/23681,0.8,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post 'Muslim Gets What’s Comin’' by @GuardAmerican is likely to be interpreted as hate speech by most annotators due to its clear assault on human dignity. The phrase suggests that Muslims deserve some form of retribution or punishment, which is a demeaning and degrading statement based on religion. This falls under the category of hate speech as it targets a specific religious group. The language used is also suggestive of a call for violence or harm, as it implies that Muslims should face consequences, potentially violent ones. Given the clarity of the post's content in relation to these aspects of hate speech, there is likely to be low disagreement among annotators, with most classifying it as hate speech.","The post 'Muslim Gets What’s Comin’' by @GuardAmerican is a clear example of hate speech. It targets a specific religious group, Muslims, and suggests that they deserve some form of retribution or punishment. This is an assault on human dignity as it demeans and degrades individuals based on their religion. The phrase 'gets what’s comin’' implies a call for violence or harm, suggesting that Muslims should face consequences, potentially violent ones. The language used is offensive and likely to be interpreted as a call for violence or harm against Muslims. Given the clarity of the post's content in relation to these aspects of hate speech, there is likely to be low disagreement among annotators, with most classifying it as hate speech.",1.0,0.19999999999999996
60,7944,"So #Tesla just met its production goal without even a factory in which to work.    Wow, that's in-tents.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a play on words, using 'in-tents' as a pun related to Tesla's production goal. It does not contain any elements of hate speech such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The content is clear and straightforward, likely resulting in low disagreement among annotators.","The post is a pun about Tesla meeting its production goal, using the phrase 'in-tents' to humorously suggest that they did so without a factory. It does not contain any elements of hate speech, such as demeaning language, incitement to violence, or offensive language. The post is clear and unambiguous, and it is unlikely to be interpreted as hate speech by annotators, leading to low disagreement.",0.0,0.0
61,7945,"Since blaming Trump for things which existed WAY before he came to offfice is the trendy thing to do, I'll make my own list now. Top choices so far are: death, the Flu, the short lifespan of mosquitos (poor little guys!), and... oh, I don't know... why not just the whole fall of humanity altogether?",0.14285714285714285,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a sarcastic commentary on the trend of blaming Trump for various issues. It does not contain any assaults on human dignity, calls for violence, or vulgarity/offensive language. The content is clear and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.","The post uses sarcasm to comment on the trend of blaming Trump for various issues. It does not contain any elements that would classify it as hate speech, such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is straightforward in its intent and does not rely on ambiguous or context-specific language that could lead to high disagreement among annotators. Therefore, it is likely that the majority of annotators would agree that this post is not hate speech, resulting in a sequence of labels with low disagreement.",0.0,0.14285714285714285
62,7946,"May we all take a moment to mourn the newfound circumstances of thousands of children who will now, thanks to our president's recent EO, get the privilege of staying by the side of the traffickers and exploiters which bring them into the country.",0.14285714285714285,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post appears to be a critical commentary on a political decision, specifically an executive order by the president. It does not contain any direct assaults on human dignity, calls for violence, or vulgar/offensive language. The language used is more sarcastic and critical rather than hateful. Therefore, it is likely to be interpreted as a political opinion rather than hate speech, leading to low disagreement among annotators.","The post is a critique of a political decision, specifically an executive order by the president, and does not contain any direct assaults on human dignity, calls for violence, or vulgar/offensive language. The language used is more sarcastic and critical rather than hateful. Therefore, it is likely to be interpreted as a political opinion rather than hate speech, leading to low disagreement among annotators. The labels are likely to be mostly 0s, indicating that annotators do not classify it as hate speech.",0.0,0.14285714285714285
63,8280,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0.4,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post appears to trivialize or deny the Holocaust, which is a form of hate speech as it assaults human dignity by demeaning the suffering of Jewish people during the Holocaust. The language used is dismissive and could be interpreted as Holocaust denial, which is a clear indicator of hate speech. Given the historical and cultural sensitivity surrounding the Holocaust, this post is likely to be unanimously considered hate speech by annotators, resulting in low disagreement.","The post trivializes the Holocaust by questioning the identity of the victims in a dismissive manner. This is a clear assault on human dignity, particularly towards Jewish people, and can be seen as a form of Holocaust denial. The language used is offensive and dismissive of a significant historical atrocity, which is likely to be interpreted as hate speech by most annotators. Therefore, the post is expected to have low disagreement among annotators, with the majority labeling it as hate speech.",1.0,0.6
64,8281,"There were no extermination or death camps, there were labour camps. Jews died for the same reasons German citizens died: typhoid, and starvation from relentless allied bombing. You’ve see photos of emaciated bodies and immediately assume, like a good fuckimg sheep, that those we Jews killed by Hitler. All claims of ovens and gas chambers have been debunked. This is simple shit, dumm",0.8,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post is a clear example of Holocaust denial, which is a form of hate speech that assaults human dignity by denying the historical atrocities committed against Jews during World War II. It also uses offensive language, such as 'fuckimg sheep' and 'dumm,' to demean those who believe in the historical facts of the Holocaust. The post is unambiguous in its denial and offensive language, leading to a likely consensus among annotators that it constitutes hate speech.","The post denies the existence of extermination or death camps during the Holocaust, claiming they were merely labor camps and that Jews died from typhoid and starvation, similar to German citizens. It dismisses the evidence of gas chambers and ovens as debunked and uses derogatory language to insult those who believe otherwise. This is a clear case of Holocaust denial, which is widely recognized as a form of hate speech that assaults human dignity by denying the genocide of Jews. The use of offensive language further supports the classification of this post as hate speech. Given the clarity and severity of the content, there is likely low disagreement among annotators, with most, if not all, labeling it as hate speech.",1.0,0.19999999999999996
65,8283,"Listen, faggot, you’re just a brainwashed lazy minded drone who has never looked into it. Tell me: what proof is there that any sort of genocide happened against the Jews.",0.8,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post contains multiple aspects of hate speech. It uses a homophobic slur ('faggot'), which falls under vulgarity and offensive language. Additionally, it questions the occurrence of the Holocaust, which is a form of Holocaust denial and an assault on human dignity, as it denies the suffering and genocide of the Jewish people. The language is clear in its offensive and degrading nature, making it likely that annotators would agree on labeling this as hate speech. Therefore, the disagreement level is low.","The post is highly likely to be classified as hate speech by most annotators due to its use of a homophobic slur and Holocaust denial. The language is explicit and offensive, targeting both the LGBTQ+ community and Jewish people. This makes it a clear case of hate speech with low disagreement among annotators.",1.0,0.19999999999999996
66,8581,"What's the worst thing, beginning with N and ending in R, that you can call a black man? Neighbour.",0.6,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","The post is a play on words that initially suggests a racial slur, which is a common form of hate speech. Although it ends with a non-offensive word, the setup relies on the expectation of a racial slur, which can be seen as an assault on human dignity. The post's ambiguity and reliance on a racial stereotype likely lead to high agreement among annotators that it constitutes hate speech.","The post uses a play on words that initially suggests a racial slur, which is a common form of hate speech. Although it ends with a non-offensive word, the setup relies on the expectation of a racial slur, which can be seen as an assault on human dignity. The post's ambiguity and reliance on a racial stereotype likely lead to high agreement among annotators that it constitutes hate speech. Therefore, the labels are likely to be [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1].",1.0,0.4
67,9427,"Treason May tells her kids ""Don't talk to the neighbours""  https://www.breitbart.com/london/2018/09/14/downing-street-orders-tories-distance-themselves-conservative-hungarian-leader/   Treason resents Orban becoming more powerful, Love that glance from #Hungary #Orban  #EU ? #FU ",0.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post uses the term 'Treason May' which is a derogatory play on the name of Theresa May, suggesting a betrayal or disloyalty. This could be seen as an assault on human dignity, particularly if interpreted as an attack on her character. The post also expresses support for Orban, a controversial figure, and uses the hashtag #FU, which is vulgar and offensive. However, it does not explicitly call for violence. The language and context may lead to varied interpretations, resulting in high disagreement among annotators.","The post refers to Theresa May as 'Treason May,' which is a derogatory term that could be interpreted as an assault on her dignity. It also expresses support for Orban, a controversial political figure, and uses the hashtag #FU, which is vulgar. While it does not explicitly call for violence, the language and context are likely to lead to varied interpretations, resulting in high disagreement among annotators.",0.3333333333333333,0.1333333333333333
68,9683,"I don't know if his post is public or not, but here you go. I didn't post his name because I'm not an asshole. I don't make shit up.https://www.facebook.com/CajunGypsy/posts/10155829...",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It appears to be a neutral statement about sharing a Facebook post without revealing the person's name. There is no indication of hate speech, and the content is straightforward, leading to low disagreement among annotators.","The post is a simple statement about sharing a Facebook post without revealing the person's name. It does not contain any elements of hate speech such as assaults on human dignity, calls for violence, or vulgarity. The language is neutral and does not target any individual or group based on protected characteristics. Therefore, it is likely that annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0,0.0
69,9684,"Gorgeous kitty! I haven't had a gray cat since my very first cat when I was a young kid. I forgot how pretty their fur is, especially when the light hits it.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a positive and innocuous comment about a cat, with no elements of hate speech. It does not contain any assaults on human dignity, calls for violence, or vulgarity/offensive language. Therefore, it is expected that all annotators would agree that this post is not hate speech, resulting in low disagreement.","The post is a positive comment about a cat, with no elements of hate speech. It does not contain any assaults on human dignity, calls for violence, or vulgarity/offensive language. Therefore, it is expected that all annotators would agree that this post is not hate speech, resulting in low disagreement. The labels would likely be all 0s, indicating no hate speech.",0.0,0.0
70,9685,"Aw. One of mine (I have 5 adults, too) loves to stretch out next to or on my legs. He'll stay there the whole night if I don't kick him when I roll over.",0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a benign and personal anecdote about a pet, likely a cat or dog, that enjoys sleeping next to the author. There are no elements of hate speech present, such as assaults on human dignity, calls for violence, or vulgarity/offensive language. The content is clear and unambiguous, leading to a consensus that it is not hate speech.","The post is a personal and light-hearted comment about a pet's behavior, specifically how a pet likes to sleep next to the author. There is no language or content that could be interpreted as hate speech. It does not demean or degrade any individual or group, nor does it incite violence or use offensive language. Therefore, it is expected that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0,0.0
71,9686,"Idiotic Liberal Logic - or lack thereofI've known OP for 30+ yrs, thus the obscured names. Given his new avatar, I'm going to have to give him the boot, but I thought I'd screen grab this piece of stupidity from one of his rabid libtard friends. Libs cannot see the inherent contradictions in what they say.  https://kek.gg/i/4wkzyV.png",0.8333333333333334,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post uses derogatory language such as 'idiotic' and 'libtard' to describe liberals, which could be seen as demeaning or degrading. However, it does not explicitly call for violence or use vulgar language. The term 'libtard' is offensive and could be considered a slur, leading to some annotators labeling it as hate speech. The post's content is somewhat ambiguous, as it criticizes a political ideology rather than a specific group based on protected characteristics, leading to a mix of interpretations. This results in a high level of disagreement among annotators.","The post criticizes liberals using derogatory language, specifically the term 'libtard,' which is offensive and could be considered a slur. This aspect may lead some annotators to classify it as hate speech due to its demeaning nature. However, the post does not explicitly call for violence or use vulgar language, which might lead others to not classify it as hate speech. The post's focus on political ideology rather than a specific group based on protected characteristics adds to the ambiguity, resulting in a high level of disagreement among annotators.",0.3333333333333333,0.5
72,9687,"I like that she talks about Great Comics and includes herself, 'our job'. That miserable twat wouldn't know great comedy if it slapped her on the ass.",0.3333333333333333,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","The post contains offensive language, specifically the term 'miserable twat,' which could be considered vulgar and degrading. However, it does not explicitly target a protected characteristic such as race, gender, or religion, nor does it call for violence. The offensive language may lead to some annotators labeling it as hate speech due to its demeaning tone, while others may not see it as crossing the threshold into hate speech. This results in a moderate level of disagreement among annotators.","The post uses offensive language ('miserable twat') which could be seen as vulgar and degrading. However, it does not target a specific protected characteristic or call for violence. The offensive nature of the language might lead some annotators to classify it as hate speech, while others might not see it as meeting the criteria for hate speech. This could lead to a moderate level of disagreement among annotators.",0.3333333333333333,0.0
73,9688,Thanks! I will.,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post 'Thanks! I will.' is a simple expression of gratitude and intention to follow through on something. It does not contain any language or context that could be interpreted as hate speech. There are no assaults on human dignity, calls for violence, or vulgar/offensive language present. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.","The post 'Thanks! I will.' is straightforward and lacks any content that could be construed as hate speech. It is a benign statement of gratitude and intent, with no elements of hate speech present. As such, it is expected that all annotators would classify this as not hate speech, leading to a consensus with low disagreement.",0.0,0.0
