,ID,Text,Hate_pos,Opinions_LLM,Labels_LLM,Raw_output_LLM,Hate_pos_LLM,Hate_diff
57,6295,"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",0.4,"['The post implies that a certain group resorts to violence, which could be seen as demeaning and degrading, thus constituting hate speech.', 'The post does not explicitly mention any specific group, so it may not be considered hate speech.', 'The post suggests a stereotype that some people are inherently violent, which could be interpreted as hate speech.', 'The post lacks vulgarity or offensive language, so it might not be classified as hate speech.', 'The post could be seen as a general statement about human behavior rather than targeting a specific group, thus not hate speech.', 'The post implies a negative stereotype about a group that cannot argue with reason, which could be considered hate speech.', 'The post does not call for violence or encourage harm, so it may not be hate speech.', 'The post could be interpreted as a critique of a specific ideology or belief system, which might not be hate speech.', ""The post's ambiguity about who 'they' refers to could lead to different interpretations, possibly resulting in high disagreement among annotators."", 'The post could be seen as an expression of frustration rather than hate speech.']","[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","1. The post implies that a certain group resorts to violence, which could be seen as demeaning and degrading, thus constituting hate speech. (Label: 1)
2. The post does not explicitly mention any specific group, so it may not be considered hate speech. (Label: 0)
3. The post suggests a stereotype that some people are inherently violent, which could be interpreted as hate speech. (Label: 1)
4. The post lacks vulgarity or offensive language, so it might not be classified as hate speech. (Label: 0)
5. The post could be seen as a general statement about human behavior rather than targeting a specific group, thus not hate speech. (Label: 0)
6. The post implies a negative stereotype about a group that cannot argue with reason, which could be considered hate speech. (Label: 1)
7. The post does not call for violence or encourage harm, so it may not be hate speech. (Label: 0)
8. The post could be interpreted as a critique of a specific ideology or belief system, which might not be hate speech. (Label: 0)
9. The post's ambiguity about who 'they' refers to could lead to different interpretations, possibly resulting in high disagreement among annotators. (Label: 1)
10. The post could be seen as an expression of frustration rather than hate speech. (Label: 0)",0.4,0.0
58,6468,"“Minds is officially adopting the Manila Principles On Intermediary Liability, a digital bill of rights, outlined by the Electronic Frontier Foundation and other leading digital rights organizations.” Nice :) https://www.breitbart.com/tech/2018/08/30/alternat...",0.0,"['The post is informative and does not contain any hate speech elements.', 'The post is neutral and simply shares information about a digital bill of rights.', 'There is no offensive language or slurs present in the post.', 'The post does not demean or degrade any individual or group.', 'The post does not incite or encourage violence against any individual or group.', 'The post is supportive of digital rights and does not target any protected characteristic.', 'The post is positive and promotes awareness of digital rights initiatives.', 'The post is unlikely to be interpreted as hate speech by most annotators.', 'The post is contextually focused on digital rights and lacks any hate speech indicators.', 'The post is a straightforward announcement and does not exhibit hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a neutral announcement about the adoption of the Manila Principles on Intermediary Liability by Minds, as outlined by the Electronic Frontier Foundation. It does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgarity and offensive language. The post is informative and supportive of digital rights, and it is unlikely to be interpreted as hate speech by annotators. Therefore, all opinions lead to a label of 0 for non-hate speech.",0.0,0.0
59,6469,Next video for the week will be ready later tonight. I've also expanded it to cover some extra news. #TheRedExpress,0.0,"['The post is purely informational and does not contain any hate speech elements.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'There is no call for violence or encouragement of physical harm in the post.', 'The language used in the post is neutral and does not contain vulgarity or offensive language.', 'The hashtag #TheRedExpress does not appear to be associated with any hate speech or offensive content.', 'The post is focused on providing updates about a video and does not address any controversial topics.', 'There is no evidence of assaults on human dignity in the post.', 'The post does not target any specific group or individual in a negative manner.', 'The content of the post is not inflammatory or provocative.', 'The post is unlikely to be interpreted as hate speech by most annotators.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a straightforward update about a video release and does not contain any elements that would typically be associated with hate speech. It is neutral in tone and content, focusing on providing information rather than expressing any harmful or offensive views. As such, it is unlikely to be labeled as hate speech by annotators.",0.0,0.0
60,6577,NAFTA and Canada...Yes. our future could prosper without it  http://stillerfinancial.advisor.news/yes-our-futur...,0.25,"['The post is a neutral statement about NAFTA and does not contain any hate speech elements.', 'The post discusses economic policy and does not target any specific group, so it is not hate speech.', 'There is no offensive language or slurs in the post, indicating it is not hate speech.', 'The post does not call for violence or harm against any group, so it is not hate speech.', 'The post does not demean or degrade any individuals or groups based on protected characteristics, so it is not hate speech.', 'The post is focused on economic perspectives and lacks any elements of hate speech.', 'The post is a personal opinion on trade agreements and does not contain hate speech.', 'The post does not exhibit any vulgarity or offensive language, suggesting it is not hate speech.', 'The post is about a financial topic and does not involve hate speech.', 'The post is unlikely to be interpreted as hate speech due to its focus on economic policy.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a discussion about NAFTA and Canada's economic future, which does not contain any elements of hate speech. It is focused on economic policy and does not target any specific group or use offensive language. There are no calls for violence or demeaning statements about any individuals or groups. Therefore, all opinions suggest that the post is not hate speech, resulting in a label of 0 for each opinion.",0.0,0.25
61,6578,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0.42857142857142855,"['The post is highlighting a statistic and expressing concern about potential violence, which does not constitute hate speech.', ""The use of the term 'Anti-Trumpers' could be seen as derogatory, but it does not directly demean a protected group."", 'The post does not explicitly call for violence, so it is not hate speech.', ""The hashtags '#Unhinged' and '#CW2' could be interpreted as offensive or inciting, but they are not direct calls for violence."", 'The post is critical of a political group, which is a form of political expression rather than hate speech.', 'The language used in the post is not vulgar or profane, so it does not meet the criteria for hate speech based on offensive language.', 'The post could be seen as fear-mongering, but it does not directly assault human dignity based on protected characteristics.', 'The post is expressing a political opinion, which is protected under free speech and not hate speech.', ""The reference to 'tolerance' and 'hysteria-inducing' could be seen as mocking, but it does not constitute hate speech."", 'The post is likely to be interpreted differently based on political views, leading to high disagreement among annotators.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not meet the criteria for hate speech based on the aspects considered. It does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence or use vulgar language. The opinions reflect a range of interpretations, but overall, the post is more of a political critique rather than hate speech. The disagreement level is high due to the political nature of the content, which can be interpreted differently depending on the reader's perspective.",0.0,0.42857142857142855
62,6965,"#SJW ‘s  are the natural end state of post modernist thinking. Where your value is not judged on the goodness of your deeds, but on your group identity. When race, gender, sexuality and colour are more important then #character, and quality of your argument, then your society & culture are doomed.  #wakeupamerica",0.0,"['The post criticizes social justice warriors (SJWs) but does not directly attack any specific group, so it may not be considered hate speech.', 'The post suggests that focusing on group identity over individual character is harmful, which could be seen as a critique rather than hate speech.', ""The use of the term 'doomed' could be interpreted as alarmist but not necessarily a call for violence or hate speech."", 'The post does not use vulgar or offensive language, so it may not qualify as hate speech based on language alone.', 'The post could be seen as demeaning to those who identify with social justice movements, potentially constituting hate speech.', ""The post's critique of identity politics might be interpreted as a legitimate political opinion rather than hate speech."", 'The hashtag #wakeupamerica suggests a call to action, but it is not explicitly violent or hateful.', 'The post could be seen as dismissive of issues related to race, gender, and sexuality, which might be interpreted as hate speech.', ""The post's focus on 'group identity' over 'character' could be seen as a philosophical stance rather than hate speech."", 'The post does not explicitly incite violence or harm against any group, so it may not be considered hate speech.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","1. The post criticizes social justice warriors (SJWs) but does not directly attack any specific group, so it may not be considered hate speech. (Label: 0)
2. The post suggests that focusing on group identity over individual character is harmful, which could be seen as a critique rather than hate speech. (Label: 0)
3. The use of the term 'doomed' could be interpreted as alarmist but not necessarily a call for violence or hate speech. (Label: 0)
4. The post does not use vulgar or offensive language, so it may not qualify as hate speech based on language alone. (Label: 0)
5. The post could be seen as demeaning to those who identify with social justice movements, potentially constituting hate speech. (Label: 1)
6. The post's critique of identity politics might be interpreted as a legitimate political opinion rather than hate speech. (Label: 0)
7. The hashtag #wakeupamerica suggests a call to action, but it is not explicitly violent or hateful. (Label: 0)
8. The post could be seen as dismissive of issues related to race, gender, and sexuality, which might be interpreted as hate speech. (Label: 1)
9. The post's focus on 'group identity' over 'character' could be seen as a philosophical stance rather than hate speech. (Label: 0)
10. The post does not explicitly incite violence or harm against any group, so it may not be considered hate speech. (Label: 0)",0.2,0.2
63,6966,"Free societies tend to punish laziness, ineptitude, stupidity and obnoxiousness, but reward graft, talent, intelligence and charisma - which is why entitled mediocrities with shitty personalities are hellbent on destroying them. #maga #wakeupamerica",0.3333333333333333,"['The post criticizes certain personality traits but does not target any specific protected group, so it is not hate speech.', ""The use of the term 'entitled mediocrities with shitty personalities' is offensive but not directed at a protected group, so it is not hate speech."", ""The post uses vulgar language ('shitty') which could be seen as offensive, but it does not constitute hate speech as it is not directed at a protected group."", 'The post does not call for violence or physical harm against any individuals or groups, so it is not hate speech.', 'The post could be interpreted as a critique of societal values rather than an attack on a specific group, so it is not hate speech.', 'The hashtags #maga and #wakeupamerica suggest a political context, but the post itself does not contain hate speech.', ""The post's language is harsh and critical, but it does not demean individuals based on race, ethnicity, gender, or other protected characteristics, so it is not hate speech."", 'The post could be seen as promoting divisiveness, but it does not meet the criteria for hate speech as it lacks specific targeting of a protected group.', ""The post's tone is negative and judgmental, but it does not incite violence or hatred towards any group, so it is not hate speech."", 'The post reflects a personal opinion on societal dynamics without targeting a specific group, so it is not hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post does not meet the criteria for hate speech as it does not target any specific protected group, incite violence, or use offensive language directed at a protected group. The language is critical and uses vulgarity, but it is not directed at a protected characteristic. The political context suggested by the hashtags does not change the assessment of the post as non-hate speech.",0.0,0.3333333333333333
64,6967,"Hard times make hard men. Hard men make good times, good times make weak boys, weak boys make hard times.  #trump s back track on #immigration just weakens #America.  #maga #wakeupamerica",0.2857142857142857,"['The post uses a historical cycle metaphor to comment on political leadership, which is not inherently hate speech.', ""The phrase 'weak boys' could be interpreted as demeaning to men who are perceived as not fitting traditional masculine roles, potentially assaulting human dignity."", 'The post does not contain any explicit calls for violence against individuals or groups.', ""The use of the term 'weak boys' might be seen as offensive or derogatory, but it lacks vulgarity or slurs."", 'The post criticizes political decisions without targeting a specific group based on protected characteristics, suggesting it is not hate speech.', 'The hashtags used are politically charged but do not inherently constitute hate speech.', 'The post could be interpreted as promoting a strong, possibly aggressive stance on immigration, but it does not explicitly incite violence.', 'The language used is not vulgar or profane, which suggests it is not hate speech.', 'The post reflects a political opinion that some may find offensive, but it does not meet the criteria for hate speech.', ""The post's message could be seen as divisive, but it does not explicitly demean or degrade any protected group.""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","1. The post uses a historical cycle metaphor to comment on political leadership, which is not inherently hate speech. (Label: 0)
2. The phrase 'weak boys' could be interpreted as demeaning to men who are perceived as not fitting traditional masculine roles, potentially assaulting human dignity. (Label: 1)
3. The post does not contain any explicit calls for violence against individuals or groups. (Label: 0)
4. The use of the term 'weak boys' might be seen as offensive or derogatory, but it lacks vulgarity or slurs. (Label: 0)
5. The post criticizes political decisions without targeting a specific group based on protected characteristics, suggesting it is not hate speech. (Label: 0)
6. The hashtags used are politically charged but do not inherently constitute hate speech. (Label: 0)
7. The post could be interpreted as promoting a strong, possibly aggressive stance on immigration, but it does not explicitly incite violence. (Label: 0)
8. The language used is not vulgar or profane, which suggests it is not hate speech. (Label: 0)
9. The post reflects a political opinion that some may find offensive, but it does not meet the criteria for hate speech. (Label: 0)
10. The post's message could be seen as divisive, but it does not explicitly demean or degrade any protected group. (Label: 0)",0.1,0.1857142857142857
65,6975,The usually no comment FBI is providing cover for this news. http://www.foxnews.com/politics/2018/08/30/gohmert...,0.2,"['The post does not contain any explicit demeaning language towards any group, so it may not be considered hate speech.', 'The post does not call for violence or physical harm against any individual or group, suggesting it is not hate speech.', 'The post does not use vulgar or offensive language, which may indicate it is not hate speech.', 'The post could be interpreted as a critique of the FBI, which is a government agency, not a protected group, so it may not be hate speech.', 'The post might be seen as spreading misinformation or conspiracy theories, but this does not necessarily constitute hate speech.', ""The post's link to a Fox News article could imply a political bias, but political bias alone is not hate speech."", 'The post could be interpreted as questioning the integrity of the FBI, but this does not fall under hate speech criteria.', 'The post does not target any specific individual or group based on protected characteristics, suggesting it is not hate speech.', ""The post's language is neutral and lacks any aggressive or harmful intent, indicating it is not hate speech."", 'The post may be seen as expressing distrust in a government agency, which is a form of political expression rather than hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post in question does not appear to meet the criteria for hate speech based on the aspects provided. It does not demean or degrade individuals or groups based on protected characteristics, does not incite violence, and does not use vulgar or offensive language. The opinions generated reflect a consensus that the post is not hate speech, resulting in a low disagreement among annotators.",0.0,0.2
66,7177,"Shalom, my fellow gabbers. I don’t follow anyone, but I’m here to air my grievances about Jew haters.",0.4,"[""The post uses the term 'Jew haters,' which could be seen as addressing anti-Semitism, not promoting it, thus not hate speech."", ""The use of 'Shalom' and 'Jew haters' suggests the post is from someone of Jewish descent expressing frustration, not hate speech."", 'The post does not contain any calls for violence, so it may not be considered hate speech.', 'The language used is not vulgar or offensive, so it may not qualify as hate speech.', 'The post could be interpreted as a personal grievance rather than an attack on a group, thus not hate speech.', 'The post could be seen as highlighting an issue of anti-Semitism, which is not hate speech.', 'The post does not demean or degrade any group; it addresses a grievance, so it may not be hate speech.', 'The post could be interpreted as a defensive stance against anti-Semitism, not promoting hate speech.', 'The post lacks context and could be seen as ambiguous, leading to different interpretations about hate speech.', 'The post does not incite violence or use slurs, so it may not be considered hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1. The post uses the term 'Jew haters,' which could be seen as addressing anti-Semitism, not promoting it, thus not hate speech. (Label: 0)
2. The use of 'Shalom' and 'Jew haters' suggests the post is from someone of Jewish descent expressing frustration, not hate speech. (Label: 0)
3. The post does not contain any calls for violence, so it may not be considered hate speech. (Label: 0)
4. The language used is not vulgar or offensive, so it may not qualify as hate speech. (Label: 0)
5. The post could be interpreted as a personal grievance rather than an attack on a group, thus not hate speech. (Label: 0)
6. The post could be seen as highlighting an issue of anti-Semitism, which is not hate speech. (Label: 0)
7. The post does not demean or degrade any group; it addresses a grievance, so it may not be hate speech. (Label: 0)
8. The post could be interpreted as a defensive stance against anti-Semitism, not promoting hate speech. (Label: 0)
9. The post lacks context and could be seen as ambiguous, leading to different interpretations about hate speech. (Label: 0)
10. The post does not incite violence or use slurs, so it may not be considered hate speech. (Label: 0)",0.0,0.4
67,7284,"Cruz has got his Neo Con issues, but come on, This Beto self hating white leftard clown, who would watch the US burn tomorrow for a Senate job & some shekels is getting 40% in the polls in TX? How many illegals on the voting rolls down there now? And the leftist white dipshits that have destroyed CA & NY living their now I wonder? Enough to have horse mouth win?",0.8,"[""The post uses derogatory language such as 'leftard' and 'dipshits,' which could be considered offensive but not necessarily hate speech."", ""The term 'self hating white' could be seen as an assault on human dignity by demeaning individuals based on race."", ""The use of 'shekels' could be interpreted as an anti-Semitic trope, which may constitute hate speech."", 'The post questions the legitimacy of voters by implying illegal voting, which could be seen as a political opinion rather than hate speech.', ""The phrase 'watch the US burn' is hyperbolic and does not directly incite violence, so it may not be considered hate speech."", ""The post's reference to 'illegals' could be seen as dehumanizing language towards immigrants, potentially constituting hate speech."", ""The mention of 'leftist white dipshits' could be interpreted as offensive language but not necessarily hate speech."", ""The post's overall tone is derogatory and dismissive, which may be offensive but not necessarily hate speech."", ""The use of 'horse mouth' is a personal insult but does not target a protected characteristic, so it may not be considered hate speech."", 'The post reflects a strong political bias and uses offensive language, but it may not meet the threshold for hate speech.']","[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","1. The post uses derogatory language such as 'leftard' and 'dipshits,' which could be considered offensive but not necessarily hate speech. (Label: 0)
2. The term 'self hating white' could be seen as an assault on human dignity by demeaning individuals based on race. (Label: 1)
3. The use of 'shekels' could be interpreted as an anti-Semitic trope, which may constitute hate speech. (Label: 1)
4. The post questions the legitimacy of voters by implying illegal voting, which could be seen as a political opinion rather than hate speech. (Label: 0)
5. The phrase 'watch the US burn' is hyperbolic and does not directly incite violence, so it may not be considered hate speech. (Label: 0)
6. The post's reference to 'illegals' could be seen as dehumanizing language towards immigrants, potentially constituting hate speech. (Label: 1)
7. The mention of 'leftist white dipshits' could be interpreted as offensive language but not necessarily hate speech. (Label: 0)
8. The post's overall tone is derogatory and dismissive, which may be offensive but not necessarily hate speech. (Label: 0)
9. The use of 'horse mouth' is a personal insult but does not target a protected characteristic, so it may not be considered hate speech. (Label: 0)
10. The post reflects a strong political bias and uses offensive language, but it may not meet the threshold for hate speech. (Label: 0)",0.3,0.5
68,7464,'Muslim Gets What’s Comin’' by @GuardAmerican https://gab.ai/tv/watch/23681,0.8,"['The post suggests that a Muslim individual deserved harm, which can be seen as an assault on human dignity based on religion.', ""The phrase 'Gets What’s Comin’' implies a justification for violence or harm, potentially inciting violence against Muslims."", 'The post does not explicitly call for violence but implies approval of harm, which could be interpreted as hate speech.', 'The language used is vague and could be interpreted in multiple ways, leading to high disagreement among annotators.', 'The post lacks explicit vulgarity or offensive language, which might lead some to label it as non-hate speech.', 'The context of the platform (Gab) and the username (@GuardAmerican) may suggest a bias against Muslims, influencing interpretation as hate speech.', 'The post could be seen as perpetuating negative stereotypes about Muslims, contributing to societal harm.', 'Some might argue that the post is a form of free speech and does not meet the threshold for hate speech.', 'The phrase could be interpreted as a personal opinion rather than a call to action, leading to non-hate speech labeling.', ""The post's brevity and lack of context make it difficult to definitively categorize, leading to varied opinions.""]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]","1. The post suggests that a Muslim individual deserved harm, which can be seen as an assault on human dignity based on religion. (Label: 1)
2. The phrase 'Gets What’s Comin’' implies a justification for violence or harm, potentially inciting violence against Muslims. (Label: 1)
3. The post does not explicitly call for violence but implies approval of harm, which could be interpreted as hate speech. (Label: 1)
4. The language used is vague and could be interpreted in multiple ways, leading to high disagreement among annotators. (Label: 1)
5. The post lacks explicit vulgarity or offensive language, which might lead some to label it as non-hate speech. (Label: 0)
6. The context of the platform (Gab) and the username (@GuardAmerican) may suggest a bias against Muslims, influencing interpretation as hate speech. (Label: 1)
7. The post could be seen as perpetuating negative stereotypes about Muslims, contributing to societal harm. (Label: 1)
8. Some might argue that the post is a form of free speech and does not meet the threshold for hate speech. (Label: 0)
9. The phrase could be interpreted as a personal opinion rather than a call to action, leading to non-hate speech labeling. (Label: 0)
10. The post's brevity and lack of context make it difficult to definitively categorize, leading to varied opinions. (Label: 1)",0.7,0.10000000000000009
69,7944,"So #Tesla just met its production goal without even a factory in which to work.    Wow, that's in-tents.",0.0,"['The post is a play on words and does not target any individual or group, so it is not hate speech.', ""The post uses a pun related to Tesla's production methods and does not contain any offensive language, so it is not hate speech."", 'The post does not demean or degrade any individual or group based on protected characteristics, so it is not hate speech.', 'The post does not incite or encourage violence against any individual or group, so it is not hate speech.', 'The post is humorous and does not contain vulgarity or offensive language, so it is not hate speech.', ""The post is focused on Tesla's production achievements and does not relate to any hate speech aspects, so it is not hate speech."", ""The post is a light-hearted comment on Tesla's production and does not involve any hate speech elements, so it is not hate speech."", 'The post does not contain any slurs or derogatory terms, so it is not hate speech.', 'The post is a clever use of language and does not target any group, so it is not hate speech.', 'The post is unlikely to be interpreted as hate speech due to its neutral and humorous nature.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a humorous play on words related to Tesla's production methods, specifically using a pun ('in-tents') to describe achieving production goals without a traditional factory. It does not target any individual or group, nor does it contain offensive language, incite violence, or demean anyone based on protected characteristics. Therefore, it is not considered hate speech.",0.0,0.0
70,7945,"Since blaming Trump for things which existed WAY before he came to offfice is the trendy thing to do, I'll make my own list now. Top choices so far are: death, the Flu, the short lifespan of mosquitos (poor little guys!), and... oh, I don't know... why not just the whole fall of humanity altogether?",0.14285714285714285,"['The post is sarcastic and does not target any specific group, so it is not hate speech.', 'The post uses humor to make a political point and does not contain hate speech.', 'The post does not demean or degrade any individual or group based on protected characteristics, so it is not hate speech.', 'The post does not incite violence or harm against any group, so it is not hate speech.', 'The post does not contain vulgar or offensive language, so it is not hate speech.', 'The post is a political commentary and does not fall under hate speech.', 'The post is critical of political discourse but does not target any group, so it is not hate speech.', 'The post is an expression of frustration with political blame games and is not hate speech.', 'The post does not exhibit any characteristics of hate speech as it is focused on political satire.', 'The post is a critique of political narratives and does not constitute hate speech.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The post is a sarcastic commentary on political blame games, specifically targeting the trend of blaming former President Trump for various issues. It does not target any specific group or individual based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. The post does not incite violence or contain vulgar or offensive language. It is primarily a political satire and does not fall under the category of hate speech. Therefore, the opinions reflect a consensus that the post is not hate speech, resulting in a low disagreement among annotators.",0.0,0.14285714285714285
71,7946,"May we all take a moment to mourn the newfound circumstances of thousands of children who will now, thanks to our president's recent EO, get the privilege of staying by the side of the traffickers and exploiters which bring them into the country.",0.14285714285714285,"['The post criticizes a political decision without using hate speech, as it does not target any protected group.', 'The post implies criticism of a policy but does not contain vulgar or offensive language, so it is not hate speech.', 'The post could be seen as demeaning to immigrants by suggesting they are traffickers, which could be considered hate speech.', 'The post does not call for violence or use slurs, so it is not hate speech.', 'The post uses sarcasm to criticize a policy, which might be offensive to some but does not constitute hate speech.', 'The post could be interpreted as perpetuating negative stereotypes about immigrants, which might be considered hate speech.', 'The post is a political commentary and does not directly assault human dignity, so it is not hate speech.', 'The post does not incite violence or harm against any group, so it is not hate speech.', ""The post's language is not vulgar or explicitly offensive, so it is not hate speech."", 'The post could be seen as indirectly demeaning to a group (immigrants), which might be considered hate speech.']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]","1. The post criticizes a political decision without using hate speech, as it does not target any protected group. (Label: 0)
2. The post implies criticism of a policy but does not contain vulgar or offensive language, so it is not hate speech. (Label: 0)
3. The post could be seen as demeaning to immigrants by suggesting they are traffickers, which could be considered hate speech. (Label: 1)
4. The post does not call for violence or use slurs, so it is not hate speech. (Label: 0)
5. The post uses sarcasm to criticize a policy, which might be offensive to some but does not constitute hate speech. (Label: 0)
6. The post could be interpreted as perpetuating negative stereotypes about immigrants, which might be considered hate speech. (Label: 1)
7. The post is a political commentary and does not directly assault human dignity, so it is not hate speech. (Label: 0)
8. The post does not incite violence or harm against any group, so it is not hate speech. (Label: 0)
9. The post's language is not vulgar or explicitly offensive, so it is not hate speech. (Label: 0)
10. The post could be seen as indirectly demeaning to a group (immigrants), which might be considered hate speech. (Label: 1)",0.3,0.15714285714285714
72,8280,Looks like a bunch of dead bodies to me. Why would you just assume those are dead Jews? Could be anything.,0.4,"['The post is dismissive of a serious topic and could be seen as demeaning to Jewish people, thus constituting hate speech.', 'The post does not explicitly demean any group but questions assumptions, so it may not be hate speech.', ""The post's language is insensitive and could be interpreted as trivializing the Holocaust, which could be seen as hate speech."", 'The post does not contain any direct calls for violence, so it may not be considered hate speech.', ""The post's use of 'dead bodies' in a casual manner could be seen as offensive, but not necessarily hate speech."", 'The post could be interpreted as questioning media narratives, which is not inherently hate speech.', 'The post lacks vulgarity or slurs, which might lead some to view it as non-hate speech.', ""The post's ambiguity about the identity of the 'dead bodies' could be seen as an attempt to deny historical events, which could be considered hate speech."", 'The post could be seen as a critique of assumptions rather than an attack on a specific group, thus not hate speech.', ""The post's potential to offend Jewish people might lead some to label it as hate speech.""]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","1. The post is dismissive of a serious topic and could be seen as demeaning to Jewish people, thus constituting hate speech. (Label: 1)
2. The post does not explicitly demean any group but questions assumptions, so it may not be hate speech. (Label: 0)
3. The post's language is insensitive and could be interpreted as trivializing the Holocaust, which could be seen as hate speech. (Label: 1)
4. The post does not contain any direct calls for violence, so it may not be considered hate speech. (Label: 0)
5. The post's use of 'dead bodies' in a casual manner could be seen as offensive, but not necessarily hate speech. (Label: 0)
6. The post could be interpreted as questioning media narratives, which is not inherently hate speech. (Label: 0)
7. The post lacks vulgarity or slurs, which might lead some to view it as non-hate speech. (Label: 0)
8. The post's ambiguity about the identity of the 'dead bodies' could be seen as an attempt to deny historical events, which could be considered hate speech. (Label: 1)
9. The post could be seen as a critique of assumptions rather than an attack on a specific group, thus not hate speech. (Label: 0)
10. The post's potential to offend Jewish people might lead some to label it as hate speech. (Label: 1)",0.4,0.0
73,8281,"There were no extermination or death camps, there were labour camps. Jews died for the same reasons German citizens died: typhoid, and starvation from relentless allied bombing. You’ve see photos of emaciated bodies and immediately assume, like a good fuckimg sheep, that those we Jews killed by Hitler. All claims of ovens and gas chambers have been debunked. This is simple shit, dumm",0.8,"['The post denies historical facts about the Holocaust, which can be seen as an assault on human dignity, particularly for Jewish people, and thus constitutes hate speech.', ""The post uses offensive language such as 'fuckimg sheep' and 'dumm', which may be considered vulgar and offensive, but not necessarily hate speech."", 'The post does not directly call for violence, so it may not meet the criteria for hate speech based on incitement to violence.', ""The post's denial of the Holocaust could be interpreted as an attempt to demean or degrade Jewish people, thus constituting hate speech."", ""The post's language and denial of historical events could be seen as promoting anti-Semitic views, which is a form of hate speech."", ""The post's claim that 'all claims of ovens and gas chambers have been debunked' is a false statement that could be seen as harmful and degrading to Holocaust survivors and victims, thus constituting hate speech."", ""The post's use of the term 'good fuckimg sheep' is offensive and derogatory, but may not be enough to classify the post as hate speech on its own."", ""The post's denial of the Holocaust and its implications could be seen as an attempt to rewrite history in a way that harms Jewish people, thus constituting hate speech."", ""The post's language and content could be interpreted as an attempt to spread misinformation and hate against Jewish people, thus constituting hate speech."", ""The post's denial of the Holocaust and use of derogatory language could be seen as an attempt to incite hatred against Jewish people, thus constituting hate speech.""]","[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]","1. The post denies historical facts about the Holocaust, which can be seen as an assault on human dignity, particularly for Jewish people, and thus constitutes hate speech.
2. The post uses offensive language such as 'fuckimg sheep' and 'dumm', which may be considered vulgar and offensive, but not necessarily hate speech.
3. The post does not directly call for violence, so it may not meet the criteria for hate speech based on incitement to violence.
4. The post's denial of the Holocaust could be interpreted as an attempt to demean or degrade Jewish people, thus constituting hate speech.
5. The post's language and denial of historical events could be seen as promoting anti-Semitic views, which is a form of hate speech.
6. The post's claim that 'all claims of ovens and gas chambers have been debunked' is a false statement that could be seen as harmful and degrading to Holocaust survivors and victims, thus constituting hate speech.
7. The post's use of the term 'good fuckimg sheep' is offensive and derogatory, but may not be enough to classify the post as hate speech on its own.
8. The post's denial of the Holocaust and its implications could be seen as an attempt to rewrite history in a way that harms Jewish people, thus constituting hate speech.
9. The post's language and content could be interpreted as an attempt to spread misinformation and hate against Jewish people, thus constituting hate speech.
10. The post's denial of the Holocaust and use of derogatory language could be seen as an attempt to incite hatred against Jewish people, thus constituting hate speech.",0.7,0.10000000000000009
