,ID,Text,Hate_pos,Hate_pos_LLM,Hate_neg_LLM,Opinions_LLM,Raw_output_LLM,Hate_diff,Hate_diff_norm,Hate_distance_mean,Hate_distance_mean_LLM
50,5065,"Planned Parenthood is fighting back against Blacks catching on to what Margaret Sanger was all about: Limiting the Black population. It's why she formed PP in the first place.  So now, billboards making it look bright and shiny and liberating to kill off their unborn.",0.5,0.6,0.4,"['The post suggests that Planned Parenthood has a racially motivated agenda, which could be seen as an assault on human dignity by implying a conspiracy against a racial group.', 'The post does not explicitly call for violence, but it does use charged language that could be interpreted as inciting distrust or animosity towards Planned Parenthood.', 'The language used in the post is not overtly vulgar or offensive, but it does employ a provocative tone that could be seen as inflammatory or misleading.']","The post is likely to generate mixed opinions among annotators. Some may view it as hate speech due to its implications of racial targeting and the potential to incite animosity, while others may see it as a critique of an organization without crossing into hate speech territory. Given the charged nature of the topic and the potential for different interpretations, there is likely to be moderate disagreement among annotators. Therefore, approximately 60% of annotators might classify it as hate speech, while 40% might not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
51,5264,"There are two types of socialists: the evil socialist, and the stupid socialist. Evil socialists are despots who seek control.  Stupid socialists think socialism works and is good.",0.5,0.1,0.9,"['The post is a critique of socialism and does not target individuals based on protected characteristics, so it is not hate speech.', ""The post uses derogatory language ('evil' and 'stupid') which could be seen as offensive, but it is directed at a political ideology rather than a protected group."", 'The post does not call for violence or physical harm against any individuals or groups.', ""The language used ('evil' and 'stupid') could be considered vulgar or offensive, but it is not directed at a specific individual or group based on race, ethnicity, gender, etc."", 'Some annotators might see the post as an expression of political opinion rather than hate speech.']","The post is likely to be interpreted as a political opinion rather than hate speech. While it uses derogatory terms, they are directed at a political ideology rather than a protected group. Therefore, it is expected that a small percentage of annotators might classify it as hate speech due to the offensive language, but the majority would not. The disagreement level is low as the post does not clearly fall into the hate speech categories.",0.4,0.4000000000000001,0.0,0.4
52,5380,"it says he is willing to respect other people's wishes no matter how fucking stupid they are, what does it say to you Donna?  ",0.5,0.1,0.9,"[""The post uses vulgar language ('fucking stupid'), which may be considered offensive but not necessarily hate speech."", 'The post expresses a willingness to respect others, which suggests a lack of intent to demean or degrade individuals or groups.', ""The use of 'fucking stupid' could be interpreted as a general expression of frustration rather than a targeted assault on human dignity."", 'The post does not contain any calls for violence or incitement to harm.', 'Some annotators might see the language as unnecessarily harsh or disrespectful, but not rising to the level of hate speech.']","The post contains vulgar language, which might be seen as offensive, but it does not clearly demean or degrade any specific group based on protected characteristics. It also does not incite violence. Therefore, it is likely that a majority of annotators would not classify this as hate speech, though a small percentage might due to the use of offensive language. The disagreement level is low, as the post does not strongly align with typical hate speech criteria.",0.4,0.4000000000000001,0.0,0.4
53,5548,#UKNews 😲THREE YEAR OLD child is victim of FGM in UK 😡😡😡 Ghana/Uganda parents in East London accused of FGM plus 10 counts of indecent image allegations. Sick fecks!!!!!!!  They plead NOT guilty.. #TheRope! #KidsLivesMatter #BritFam,0.4,0.4,0.6,"['The post highlights a serious issue of FGM, which is a human rights violation, and expresses outrage, which may not be considered hate speech.', ""The use of 'Sick fecks' could be seen as vulgar and offensive language, but it is directed at individuals accused of a crime, not a protected group."", ""The mention of 'Ghana/Uganda parents' could be interpreted as targeting specific ethnic groups, potentially demeaning them, which might be seen as an assault on human dignity."", 'The hashtag #TheRope could be interpreted as a call for violence or harsh punishment, which might be considered hate speech.', 'Some annotators might see the post as raising awareness about a crime rather than promoting hate speech.']","The post contains elements that could be interpreted in different ways. While it addresses a serious crime, the language and hashtags used could be seen as offensive or inciting violence. Annotators might be divided on whether it constitutes hate speech, with some focusing on the potential ethnic targeting and call for violence, while others see it as a reaction to a crime. Therefore, there might be a moderate level of disagreement among annotators, with approximately 40% classifying it as hate speech and 60% not classifying it as such.",0.0,0.0,0.09999999999999998,0.09999999999999998
54,5549,Theresa May dancing. Arthritic praying mantis with butt plug engaged.   #True !,0.6,0.3,0.7,"[""The post uses vulgar and offensive language by comparing Theresa May to an 'arthritic praying mantis with butt plug engaged,' which could be seen as demeaning and degrading."", 'The post does not directly assault human dignity based on protected characteristics such as race, ethnicity, gender, religion, or sexual orientation.', 'The post does not contain any calls for violence or incitement to physical harm.', ""Some annotators might view the post as a humorous or satirical comment on Theresa May's dancing, rather than hate speech."", ""The use of the hashtag '#True' might be interpreted as an endorsement of the offensive comparison, which could influence some annotators to view it as more harmful.""]","The post contains vulgar and offensive language, which may lead some annotators to classify it as hate speech. However, it does not directly assault human dignity based on protected characteristics or call for violence. The humorous or satirical intent might lead to a higher percentage of annotators not classifying it as hate speech. Therefore, the predicted percentages are 30% classifying it as hate speech and 70% not classifying it as hate speech.",0.3,0.3,0.09999999999999998,0.2
55,5964,IE: Most humans are fucking ignorant and arrogant AND most ETs are fucking amazingly honourable and wise.  See?  Balance.  :>,0.5,0.1,0.9,"[""The post uses vulgar language ('fucking') which may be considered offensive, but it is not directed at a specific individual or group based on protected characteristics."", ""The post makes a generalization about humans being 'ignorant and arrogant,' which could be seen as demeaning to humanity as a whole, but it does not target a specific race, ethnicity, gender, or other protected group."", ""The post contrasts humans with 'ETs' (extraterrestrials), which is a fictional or hypothetical group, and thus may not be taken seriously as hate speech."", 'There is no call for violence or incitement to harm in the post.', 'Some annotators might see the post as a humorous or satirical commentary on human nature, rather than hate speech.']","The post contains vulgar language and a generalization about humans, but it does not target a specific protected group or incite violence. It is likely to be interpreted as not hate speech by most annotators, with some seeing it as humorous or satirical. Therefore, the predicted percentage of annotators who classify the post as hate speech is 10%, and those who classify it as not hate speech is 90%. The disagreement level is low due to the lack of specific targeting or incitement.",0.4,0.4000000000000001,0.0,0.4
56,6059,@ironwand‍  Guardian journalist  Daniel José Camacho spews anti-white hatred after Super  Bowl. (Guardianista nonwhite journalists openly now show their anti-white racism ),0.5,0.4,0.6,"[""The post accuses a journalist of 'anti-white hatred,' which could be seen as an assault on human dignity by suggesting that the journalist is racist against white people."", ""The phrase 'spews anti-white hatred' could be interpreted as a call for violence if it is seen as inciting others to act against the journalist, although this is not explicit."", ""The use of the term 'anti-white hatred' and 'racism' could be seen as offensive language, especially if it is perceived as an unfounded accusation against the journalist."", 'Some annotators might view the post as a critique of perceived bias in journalism rather than hate speech, focusing on the expression of an opinion about media bias.', 'The post could be seen as highlighting a racial issue, which might lead some to interpret it as a legitimate concern about racism rather than hate speech.']","The post is likely to generate mixed opinions among annotators. Some may see it as hate speech due to the accusation of 'anti-white hatred' and the potential for it to incite negative actions against the journalist. Others may view it as a critique of media bias without crossing into hate speech territory. Given these interpretations, I predict that 40% of annotators might classify it as hate speech, while 60% might not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
57,6098,"Look forward to reading UR next book. My 1st thoughts R that we R in this situation through 'cock-up' rather than 'conspiracy'. Or more precisely, 'cock-up' on our side & something that's not quite conspiracy on the Moslem side: them just acting as they always do. We should have learnt from History, but  we were complacent. ",0.5,0.6,0.4,"['The post suggests that Muslims are inherently conspiratorial, which could be seen as an assault on human dignity by demeaning a religious group.', ""The phrase 'them just acting as they always do' implies a negative stereotype about Muslims, which could be interpreted as hate speech."", 'The post does not explicitly call for violence or physical harm against any group.', 'The language used in the post is not overtly vulgar or profane, but it does contain potentially offensive stereotypes.', ""Some annotators might view the post as a critique of political or historical events rather than hate speech, focusing on the 'cock-up' aspect rather than the comments about Muslims.""]","The post contains language that could be interpreted as demeaning towards Muslims, suggesting they are inherently conspiratorial. This could be seen as an assault on human dignity. However, it does not explicitly call for violence or use vulgar language. The interpretation of the post may vary, with some annotators focusing on the historical critique rather than the comments about Muslims. Therefore, there is likely to be some disagreement among annotators, but a slight majority might classify it as hate speech due to the negative stereotyping of Muslims.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
58,6114,"The main problem with California’s bail bond elimination is that it opens the door to 5th amendment violations. What if a Jew judge deems a member of Patriot Prayer a high risk based on their political beliefs and throws them in prison, where they will then have to wait months for their first pre-trial hearing?? There are so many ways that this new system can and will be abused. I warn you, if y...",0.4,0.4,0.6,"[""The post contains an anti-Semitic stereotype by implying that a 'Jew judge' would be biased against certain political groups, which could be seen as an assault on human dignity based on religion."", 'The post does not explicitly call for violence or physical harm against any group, so it may not be considered a call for violence.', ""The use of 'Jew judge' could be considered offensive language, as it reduces a person's identity to their religion in a derogatory manner."", 'Some annotators might view the post as a critique of the legal system and not as hate speech, focusing on the argument about potential 5th amendment violations rather than the language used.', 'The post could be seen as fear-mongering by suggesting that the legal system will be abused, but this alone may not constitute hate speech.']","The post contains language that could be interpreted as anti-Semitic, particularly the phrase 'Jew judge,' which may be seen as demeaning to individuals based on religion. However, the post does not explicitly call for violence or use vulgar language extensively. Some annotators might focus on the legal critique aspect of the post, leading to a split in opinions. Therefore, it is likely that there will be moderate disagreement among annotators, with approximately 40% classifying it as hate speech and 60% not classifying it as such.",0.0,0.0,0.09999999999999998,0.09999999999999998
59,6118,"How the fuck can a communist claim to be the champion of the working class when they have NEVER HELD A FUCKING JOB!!??? And no, being a community organizer doesn't make you a member of your stupid asshole proletariat.",0.4,0.4,0.6,"['The post uses vulgar and offensive language, which may be considered hate speech by some annotators.', 'The post targets individuals based on their political beliefs (communists), which could be seen as an assault on human dignity.', 'The post does not explicitly call for violence, so it may not be considered hate speech by some annotators.', 'Some annotators might view the post as a critique of political ideology rather than hate speech.', ""The post's use of profanity and derogatory terms could lead some annotators to classify it as hate speech.""]","The post contains vulgar and offensive language, particularly with the use of profanity and derogatory terms like ""stupid asshole proletariat."" This could lead some annotators to classify it as hate speech due to the offensive nature of the language. Additionally, the post targets individuals based on their political beliefs (communists), which could be interpreted as an assault on human dignity. However, the post does not explicitly call for violence, which might lead some annotators to view it as a critique of political ideology rather than hate speech. Given these factors, there is likely to be some disagreement among annotators, with an estimated 40% classifying it as hate speech and 60% not classifying it as such.",0.0,0.0,0.09999999999999998,0.09999999999999998
60,6126,"It doesn’t matter if there are non-whites who share some of our nationalist views. they are still different from us. Should they be allowed in our ethnostate? If it were up to me, the answer is no. I don’t support a policy of, “anyone who’s like Joe the Jew is welcome in our white ethnostate.” The whole idea of an ethnostate is to preserve our genetics and identity, not specifically our...",0.5,0.7,0.3,"['The post promotes the idea of an ethnostate, which can be seen as an assault on human dignity by excluding individuals based on race or ethnicity.', 'The post does not explicitly call for violence, but the exclusionary language may be interpreted as promoting social division and discrimination.', ""The post uses the phrase 'Joe the Jew,' which could be considered offensive or derogatory, contributing to the perception of hate speech."", 'Some annotators might view the post as a political opinion rather than hate speech, focusing on the expression of nationalist views without direct incitement to violence.']","The post is likely to be classified as hate speech by a majority of annotators due to its exclusionary language and potential assault on human dignity. However, a minority might not classify it as hate speech, viewing it as a political opinion without direct calls for violence. Therefore, the predicted percentages are 70% classifying it as hate speech and 30% not classifying it as hate speech.",0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996
61,6182,"'A confidential, 49-page memo for defeating Trump by working with the major social-media platforms to eliminate “right wing propaganda and fake news” was presented in January 2017  by Media Matters founder David Brock at a retreat in Florida with about 100 donors, the Washington Free Beacon reported at the time.' https://www.wnd.com/2018/08/mask-off-social-media-... #FAGS #So...",0.5,0.6,0.4,"[""The post may be seen as an assault on human dignity due to the use of the slur '#FAGS', which is offensive to the LGBTQ+ community."", 'Some annotators might view the post as not constituting hate speech because it primarily discusses a political strategy and does not directly incite violence or demean a specific group beyond the use of the slur.', ""The use of the slur '#FAGS' could be interpreted as vulgar and offensive language, which might lead some annotators to classify the post as hate speech."", 'The post does not contain any direct calls for violence, which might lead some annotators to classify it as not hate speech.', 'The context of the post, discussing political strategies and media influence, might lead some annotators to focus on the political content rather than the offensive language, resulting in a classification of not hate speech.']","The post contains offensive language with the use of the slur '#FAGS', which is likely to be considered hate speech by some annotators due to its vulgarity and potential assault on human dignity. However, the main content of the post discusses a political strategy, which does not directly incite violence or target a specific group beyond the use of the slur. This could lead to a split in opinions, with some annotators focusing on the offensive language and others on the political context. Therefore, the predicted distribution of annotators classifying the post as hate speech is 60%, while 40% may classify it as not hate speech due to the focus on political content and lack of direct calls for violence.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
62,6269,The Express reported  Driver has injured 5 people ,0.5,0.0,1.0,"['The post is a straightforward news report about an incident and does not contain any hate speech elements.', 'The post does not demean or degrade any individuals or groups based on protected characteristics.', 'There is no call for violence or incitement to harm in the post.', 'The language used in the post is neutral and does not contain vulgarity or offensive language.']","The post is a straightforward news report about an incident where a driver injured 5 people. It does not contain any elements of hate speech as it does not assault human dignity, call for violence, or use vulgar or offensive language. Therefore, it is likely that 0% of annotators would classify this as hate speech, and 100% would classify it as not hate speech. The disagreement level is low as the post is clearly a factual report without any hate speech indicators.",0.5,0.5,0.0,0.5
63,6295,"It's what always happens when you can't argue with reason, facts and evidence. They can't win with logic, so they resort to violence. ",0.4,0.1,0.9,"['The post does not explicitly target any specific group based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics, so it may not be considered an assault on human dignity.', 'The post does not contain any direct calls for violence or incitement to physical harm against individuals or groups.', 'The post does not use vulgarity, profanity, or offensive language, so it may not be considered offensive in terms of language.', 'The post could be interpreted as a general statement about people who resort to violence when they cannot win an argument, which may not be considered hate speech.', 'Some annotators might see the post as implying that certain groups are inherently violent, which could be seen as a subtle form of hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators, as it does not explicitly target any specific group or use offensive language. However, a small percentage might interpret it as implying negative stereotypes about certain groups, leading to a minority classifying it as hate speech. Therefore, the predicted percentages are [0.1, 0.9].",0.30000000000000004,0.18000000000000005,0.09999999999999998,0.4
64,6499,"It's a damn shame we can't turn this magnificent beast loose on Congress.  Maybe next year's SOTU.  Stop feeding her a week or two beforehand.  Lock the doors and enjoy the screaming.  I'd probably sell my house to be able to hear it in person.  Oh, nice picture of a lion, too.",0.5,0.4,0.6,"['The post uses metaphorical language that could be interpreted as a call for violence against members of Congress, suggesting releasing a lion on them, which some might see as inciting harm.', 'The post does not explicitly call for violence, as it uses a metaphor and does not directly instruct anyone to commit a violent act, which might lead some to classify it as not hate speech.', ""The post contains a level of vulgarity or offensive language, such as 'damn shame,' but it is not directed at a specific individual or group based on protected characteristics, which might lead some to see it as not hate speech."", 'The post could be seen as an assault on human dignity by dehumanizing members of Congress, suggesting they deserve to be attacked by a lion, which might be interpreted as degrading.', 'Some annotators might view the post as a form of political satire or hyperbole, not intended to be taken literally, and therefore not classify it as hate speech.']","The post contains metaphorical language that suggests releasing a lion on Congress, which could be interpreted as a call for violence. However, it does not explicitly instruct violence, and some may see it as political satire or hyperbole. The use of 'damn shame' adds a level of vulgarity, but it is not directed at a protected group. Opinions may vary, leading to a moderate level of disagreement among annotators. Predicted percentages: 40% classify as hate speech, 60% do not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
65,6578,59% of Americans fear violence from Anti-Trumpers...behold the 'tolerance' of the hysteria-inducing Political Left in 2018: #Unhinged #CW2 https://www.youtube.com/watch?v=eFRHX6glTSM&t=...,0.42857142857142855,0.3,0.7,"[""The post may be seen as demeaning or degrading to individuals or groups associated with the political left, potentially assaulting their human dignity by labeling them as 'hysteria-inducing' and 'unhinged'."", 'The post does not explicitly call for violence, but it references fear of violence from a specific political group, which could be interpreted as inciting fear or hostility.', ""The use of terms like 'unhinged' and 'hysteria-inducing' could be considered offensive or vulgar, but they are not explicit slurs or profanity.""]","The post is likely to generate some disagreement among annotators. Some may view it as hate speech due to its derogatory language towards a political group, while others may see it as a political opinion or critique without explicit hate speech elements. Therefore, I predict that 30% of annotators might classify it as hate speech, while 70% might not.",0.12857142857142856,0.06090225563909773,0.07142857142857145,0.2
66,6667,"Why do you follow Jew hater Cantwell? Oh, don't tell me your friend Danny is Jewish. So was Soros. @LegendaryCollektor  https://web.archive.org/web/20180830165242/https:/...",0.5,0.6,0.4,"[""The post may be seen as an assault on human dignity as it uses the term 'Jew hater' which could be interpreted as demeaning or degrading to Jewish individuals."", ""The mention of 'Jew hater Cantwell' could be interpreted as a call for violence if it is seen as endorsing or supporting anti-Semitic views, although this is not explicit."", ""The post contains potentially offensive language with the use of 'Jew hater,' which could be considered a slur or derogatory term."", ""Some annotators might view the post as not hate speech if they interpret it as a critique of someone else's anti-Semitic behavior rather than an endorsement of it."", ""The post could be seen as ambiguous, as it references multiple individuals and could be interpreted in different ways depending on the reader's perspective on the context and intent.""]","The post contains language that could be interpreted as hate speech due to its reference to 'Jew hater Cantwell' and the potentially derogatory mention of Jewish individuals. However, the context is somewhat ambiguous, as it could be seen as either critiquing or endorsing anti-Semitic views. This ambiguity may lead to a moderate level of disagreement among annotators. Therefore, it is estimated that 60% of annotators might classify the post as hate speech, while 40% might not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
67,6717,"Sharia May is to set up a new unit to deal with fake news . Stupid woman , if she wants to stop fake news , just shut down the BBC .",0.5,0.3,0.7,"[""The post contains a derogatory term 'stupid woman' which may be seen as an assault on human dignity, particularly towards women."", ""The use of 'Sharia May' could be interpreted as a derogatory or mocking reference to Theresa May, potentially implying negative stereotypes about Islam or suggesting an association with Sharia law in a pejorative manner."", 'The post does not contain any direct calls for violence or incitement to harm.', ""The suggestion to 'shut down the BBC' could be seen as hyperbolic or satirical rather than a serious call to action, thus not a call for violence."", ""The post contains offensive language ('stupid woman') but lacks vulgarity or profanity."", 'Some annotators might view the post as a critique of media and political figures rather than hate speech, focusing on the satirical or critical tone.']","The post is likely to result in high disagreement among annotators. Some may see the use of 'stupid woman' and 'Sharia May' as offensive and potentially degrading, thus classifying it as hate speech. Others may interpret the post as a satirical critique of political figures and media, not meeting the threshold for hate speech. Therefore, approximately 30% of annotators might classify it as hate speech, while 70% might not.",0.2,0.20000000000000004,0.0,0.2
68,7126,"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",0.5,0.1,0.9,"[""The post criticizes Tulsi Gabbard's political stance, which some may view as a legitimate political opinion rather than hate speech."", ""The use of 'poor girl' could be seen as patronizing or demeaning, but not necessarily an assault on human dignity."", 'The post does not contain any explicit calls for violence against individuals or groups.', 'There is no use of vulgarity or offensive language in the post.', 'Some may interpret the post as a critique of political ideology rather than an attack on a protected characteristic.']","The post primarily critiques a political figure's stance and does not explicitly demean or degrade individuals based on protected characteristics, nor does it incite violence or use vulgar language. Therefore, it is likely that a majority of annotators would not classify this as hate speech, leading to a low disagreement and an estimated 10% classifying it as hate speech and 90% not classifying it as such.",0.4,0.4000000000000001,0.0,0.4
69,7285,"And we need to see more of them in Movies, TV & banging white chicks. Now or its racism. And we will harass you if you don't.",0.5,0.6,0.4,"['The post may be seen as an assault on human dignity as it implies a demand for representation in a way that could be interpreted as demeaning or objectifying to both the group being represented and the group being targeted (white women).', ""Some annotators might view the post as a call for violence or harassment, as it explicitly mentions 'we will harass you if you don't,' which could be interpreted as encouraging aggressive behavior."", ""The post contains vulgarity and offensive language, particularly in the phrase 'banging white chicks,' which could be seen as disrespectful and objectifying."", 'Some annotators might interpret the post as a satirical or hyperbolic statement meant to criticize perceived racial inequalities in media representation, rather than a genuine call to action.', 'Others might see the post as a demand for diversity and inclusion, albeit expressed in a crude and potentially offensive manner, rather than hate speech.']","The post contains elements that could be interpreted as hate speech, particularly in its use of offensive language and potential incitement to harassment. However, the context and intent behind the post might lead to differing interpretations. Some annotators might see it as a crude demand for diversity, while others might view it as objectifying and demeaning. Given these factors, there is likely to be moderate disagreement among annotators, with approximately 60% classifying it as hate speech and 40% not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
70,7286,"Lesson, be careful what you wish for. Specially if you are an idiot. Never could figure out how people with such a better work ethic come from such shit hole countries? They are like Superman. Get near their home countries & they become worthless, but super worker here? Strange how that happens. Like Work kryptonite",0.5,0.6,0.4,"[""The post contains offensive language and derogatory terms like 'idiot' and 'shit hole countries,' which could be seen as demeaning to individuals from certain countries, thus assaulting human dignity."", 'The post does not explicitly call for violence or physical harm against any group, so it may not be considered a call for violence.', 'The post uses vulgar and offensive language, which could be interpreted as hate speech due to its derogatory nature towards people from certain countries.', 'Some annotators might view the post as a critique of immigration or work ethic without intending to demean any group, thus not classifying it as hate speech.', ""The post's use of 'Superman' and 'Work kryptonite' could be seen as metaphorical and not necessarily intended to degrade any group, leading some to not classify it as hate speech.""]","The post contains language that could be interpreted as demeaning to individuals from certain countries, using terms like 'idiot' and 'shit hole countries.' This could be seen as an assault on human dignity. However, it does not explicitly call for violence, which might lead some annotators to not classify it as hate speech. The use of vulgar and offensive language is present, which could contribute to it being seen as hate speech. Some annotators might interpret the post as a critique of immigration or work ethic without intending to demean any group, thus not classifying it as hate speech. The metaphorical language ('Superman,' 'Work kryptonite') might also lead to differing interpretations. Overall, there is likely to be moderate disagreement among annotators, with an estimated 60% classifying it as hate speech and 40% not classifying it as such.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
71,7430,Don't forget: Lex Luthor isn't the bad guy. He's just a Capitalist. Superman is the goodie two shoes illegal alien who pretends to be patriotic while pushing socialist propaganda.,0.5,0.3,0.7,"[""The post uses the term 'illegal alien' which could be seen as demeaning or degrading to immigrants, potentially assaulting human dignity."", 'The post does not contain any direct calls for violence against any individual or group.', ""The post uses the term 'illegal alien' which some may find offensive, but it does not contain vulgarity or explicit slurs."", 'The post is a critique of fictional characters and may be interpreted as a satirical commentary on political ideologies rather than hate speech.', 'Some annotators might view the post as a harmless expression of opinion on fictional characters and political ideologies, not constituting hate speech.']","The post uses the term 'illegal alien' which could be seen as demeaning or degrading to immigrants, potentially assaulting human dignity. However, it does not contain any direct calls for violence against any individual or group. The term 'illegal alien' might be considered offensive by some, but the post lacks vulgarity or explicit slurs. It appears to be a critique of fictional characters, possibly intended as a satirical commentary on political ideologies, rather than a direct attack on real individuals or groups. Some annotators might view it as a harmless expression of opinion on fictional characters and political ideologies, not constituting hate speech. Therefore, there might be a moderate level of disagreement among annotators, with approximately 30% classifying it as hate speech and 70% not classifying it as such.",0.2,0.20000000000000004,0.0,0.2
72,7684,go back to your shithole and learn how to be civilized,0.5,0.7,0.3,"[""The post contains an assault on human dignity as it degrades individuals or groups by implying they are uncivilized and belong to a 'shithole,' which could be interpreted as a derogatory reference to a country or region."", 'The post does not explicitly call for violence, but the language used is demeaning and could be seen as inciting hostility or discrimination against certain groups.', ""The use of the term 'shithole' is vulgar and offensive, contributing to the post's potential classification as hate speech."", 'Some annotators might argue that the post is not hate speech because it does not directly threaten or incite violence, focusing instead on the offensive nature of the language.']","The post is likely to be classified as hate speech by a majority of annotators due to its demeaning language and vulgarity, which target individuals or groups based on perceived national or ethnic characteristics. However, a minority might not classify it as hate speech, focusing on the absence of direct calls for violence.",0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996
73,7785,Everything on /popular is in Portuguese now! Build that Wall!,0.5,0.4,0.6,"[""The post uses the phrase 'Build that Wall!' which is often associated with anti-immigrant sentiment and could be seen as an assault on human dignity, particularly towards Portuguese-speaking communities."", ""The phrase 'Build that Wall!' may be interpreted as a call for exclusion or separation, which some might view as a metaphorical call for violence or division, though not a direct incitement to physical harm."", ""The post does not contain vulgarity or offensive language in terms of profanity or slurs, but the phrase 'Build that Wall!' can be considered offensive to some due to its political connotations."", 'Some annotators might see the post as a complaint about language preference on a platform, without any intent of hate speech, focusing on the expression of frustration rather than hate.', 'The post could be interpreted as a joke or sarcastic comment about the prevalence of Portuguese content, which might lead some annotators to not classify it as hate speech.']","The post contains a phrase that is politically charged and can be interpreted in multiple ways. Some annotators might see it as an expression of frustration or a joke, while others might view it as an exclusionary or offensive statement. Given the potential for different interpretations, there is likely to be moderate disagreement among annotators. Therefore, approximately 40% of annotators might classify it as hate speech due to its exclusionary undertones, while 60% might not classify it as hate speech, viewing it as a non-serious or context-specific comment.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
74,7786,"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",0.5,0.4,0.6,"['The post may be seen as demeaning or degrading to individuals based on race, as it implies a racial definition of Swedish identity, which could be considered an assault on human dignity.', 'The post does not explicitly call for violence or encourage physical harm against any group, so it is unlikely to be classified as hate speech based on calls for violence.', 'The post contains potentially offensive language or implications, particularly in its sarcastic tone and the way it addresses political and social issues, but it does not use explicit vulgarity or slurs.', 'Some annotators might view the post as a critique of political correctness or party politics rather than hate speech, focusing on the political commentary aspect.', 'Others might interpret the post as promoting a racial or exclusionary view of national identity, which could be seen as a form of hate speech.']","The post presents a nuanced situation where opinions may vary significantly. Some annotators might see it as a critique of political correctness and not hate speech, while others might view it as promoting a racial or exclusionary view of national identity, which could be considered hate speech. Given these perspectives, there is likely to be moderate disagreement among annotators. Therefore, approximately 40% might classify it as hate speech, while 60% might not.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
75,7812,"Romney is remembered for the Obamacare prototype, for not fighting Gay Marriage, Speaking in front of Planned Parenthood, Being part of the Vulture Capital firm Bain, that destroyed companies and US Jobs with debt, and showing contempt for both the poor and the Deplorables.",0.5,0.1,0.9,"['The post criticizes a public figure, Mitt Romney, for his political actions and affiliations, which may not constitute hate speech as it targets a political figure rather than a protected group.', ""The language used in the post, such as 'Vulture Capital' and 'Deplorables,' could be seen as offensive or derogatory, but it is directed towards political actions and ideologies rather than inherent characteristics of a group."", 'The post does not contain explicit calls for violence or physical harm against any individual or group.', 'The post does not explicitly demean or degrade individuals based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.', ""Some annotators might view the term 'Deplorables' as a derogatory term for a group of people, potentially aligning with hate speech aspects, but it is more likely to be seen as political rhetoric.""]","The post is likely to be classified as not hate speech by the majority of annotators, as it primarily criticizes political actions and ideologies rather than targeting protected characteristics. However, a small percentage might view the language as offensive or derogatory, leading to a minority classification as hate speech. Therefore, the predicted percentages are [0.1, 0.9], indicating 10% might classify it as hate speech and 90% as not hate speech.",0.4,0.4000000000000001,0.0,0.4
76,8096,Oprah is quietly put it about that she has no interest in the White House. She knows what's in her past makes even Obama look like a chaste missionary.,0.5,0.3,0.7,"['The post implies a negative comparison between Oprah and Obama, suggesting Oprah has a questionable past, which could be seen as an assault on her dignity.', 'The post does not explicitly call for violence or physical harm against Oprah or any group.', 'The language used in the post is not overtly vulgar or offensive, but it does carry a negative connotation that could be interpreted as demeaning.', 'Some annotators might view the post as a critique of public figures and not necessarily hate speech, focusing on the political context rather than personal attacks.', 'Others might see the post as perpetuating negative stereotypes or unfounded rumors about Oprah, which could be considered a subtle form of hate speech.']","The post suggests that Oprah has a questionable past compared to Obama, which could be interpreted as an assault on her dignity. However, it does not contain explicit calls for violence or use vulgar language. The interpretation of this post as hate speech may vary, with some seeing it as a political critique and others as a subtle attack on Oprah's character. Therefore, there might be moderate disagreement among annotators, with approximately 30% classifying it as hate speech and 70% not.",0.2,0.20000000000000004,0.0,0.2
